SA2_CODE_2021,C16_M_LE_NS_15_19,C16_M_LE_NS_20_24,C16_M_LE_NS_25_34,C16_M_LE_NS_35_44,C16_M_LE_NS_45_54,C16_M_LE_NS_55_64,C16_M_LE_NS_65_74,C16_M_LE_NS_75_84,C16_M_LE_NS_85over,C16_M_LE_NS_Tot,C16_M_Tot_15_19_yrs,C16_M_Tot_20_24_yrs,C16_M_Tot_25_34_yrs,C16_M_Tot_35_44_yrs,C16_M_Tot_45_54_yrs,C16_M_Tot_55_64_yrs,C16_M_Tot_65_74_yrs,C16_M_Tot_75_84_yrs,C16_M_Tot_85over,C16_M_Tot_Tot,C21_M_Post_Deg_15_19_yrs,C21_M_Post_Deg_20_24_yrs,C21_M_Post_Deg_25_34_yrs,C21_M_Post_Deg_35_44_yrs,C21_M_Post_Deg_45_54_yrs,C21_M_Post_Deg_55_64_yrs,C21_M_Post_Deg_65_74_yrs,C21_M_Post_Deg_75_84_yrs,C21_M_Post_Deg_85over,C21_M_Post_Deg_Tot,C21_M_GrDip_GrCe_15_19,C21_M_GrDip_GrCe_20_24,C21_M_GrDip_GrCe_25_34,C21_M_GrDip_GrCe_35_44,C21_M_GrDip_GrCe_45_54,C21_M_GrDip_GrCe_55_64,C21_M_GrDip_GrCe_65_74,C21_M_GrDip_GrCe_75_84,C21_M_GrDip_GrCe_85over,C21_M_GrDip_GrCe_Tot,C21_M_BD_15_19,C21_M_BD_20_24,C21_M_BD_25_34,C21_M_BD_35_44,C21_M_BD_45_54,C21_M_BD_55_64,C21_M_BD_65_74,C21_M_BD_75_84,C21_M_BD_85over,C21_M_BD_Tot,C21_M_AdD_DL_15_19,C21_M_AdD_DL_20_24,C21_M_AdD_DL_25_34,C21_M_AdD_DL_35_44,C21_M_AdD_DL_45_54,C21_M_AdD_DL_55_64,C21_M_AdD_DL_65_74,C21_M_AdD_DL_75_84,C21_M_AdD_DL_85over,C21_M_AdD_DL_Tot,C21_M_CL_C_III_IV_15_19,C21_M_CL_C_III_IV_20_24,C21_M_CL_C_III_IV_25_34,C21_M_CL_C_III_IV_35_44,C21_M_CL_C_III_IV_45_54,C21_M_CL_C_III_IV_55_64,C21_M_CL_C_III_IV_65_74,C21_M_CL_C_III_IV_75_84,C21_M_CL_C_III_IV_85over,C21_M_CL_C_III_IV_Tot,C21_M_CL_C_I_II_15_19,C21_M_CL_C_I_II_20_24,C21_M_CL_C_I_II_25_34,C21_M_CL_C_I_II_35_44,C21_M_CL_C_I_II_45_54,C21_M_CL_C_I_II_55_64,C21_M_CL_C_I_II_65_74,C21_M_CL_C_I_II_75_84,C21_M_CL_C_I_II_85over,C21_M_CL_C_I_II_Tot,C21_M_CL_CL_nfd_15_19,C21_M_CL_CL_nfd_20_24,C21_M_CL_CL_nfd_25_34,C21_M_CL_CL_nfd_35_44,C21_M_CL_CL_nfd_45_54,C21_M_CL_CL_nfd_55_64,C21_M_CL_CL_nfd_65_74,C21_M_CL_CL_nfd_75_84,C21_M_CL_CL_nfd_85over,C21_M_CL_CL_nfd_Tot,C21_M_CL_Tot_15_19,C21_M_CL_Tot_20_24,C21_M_CL_Tot_25_34,C21_M_CL_Tot_35_44,C21_M_CL_Tot_45_54,C21_M_CL_Tot_55_64,C21_M_CL_Tot_65_74,C21_M_CL_Tot_75_84,C21_M_CL_Tot_85over,C21_M_CL_Tot_Tot,C21_M_LE_ID_15_19,C21_M_LE_ID_20_24,C21_M_LE_ID_25_34,C21_M_LE_ID_35_44,C21_M_LE_ID_45_54,C21_M_LE_ID_55_64,C21_M_LE_ID_65_74,C21_M_LE_ID_75_84,C21_M_LE_ID_85over,C21_M_LE_ID_Tot,C21_M_LE_NS_15_19,C21_M_LE_NS_20_24,C21_M_LE_NS_25_34,C21_M_LE_NS_35_44,C21_M_LE_NS_45_54,C21_M_LE_NS_55_64,C21_M_LE_NS_65_74,C21_M_LE_NS_75_84,C21_M_LE_NS_85over,C21_M_LE_NS_Tot,C21_M_Tot_15_19_yrs,C21_M_Tot_20_24_yrs,C21_M_Tot_25_34_yrs,C21_M_Tot_35_44_yrs,C21_M_Tot_45_54_yrs,C21_M_Tot_55_64_yrs,C21_M_Tot_65_74_yrs,C21_M_Tot_75_84_yrs,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_Post_Deg_15_19_yrs,C11_F_Post_Deg_20_24_yrs,C11_F_Post_Deg_25_34_yrs,C11_F_Post_Deg_35_44_yrs,C11_F_Post_Deg_45_54_yrs,C11_F_Post_Deg_55_64_yrs,C11_F_Post_Deg_65_74_yrs,C11_F_Post_Deg_75_84_yrs,C11_F_Post_Deg_85over,C11_F_Post_Deg_Tot,C11_F_GrDip_GrCe_15_19,C11_F_GrDip_GrCe_20_24,C11_F_GrDip_GrCe_25_34,C11_F_GrDip_GrCe_35_44,C11_F_GrDip_GrCe_45_54,C11_F_GrDip_GrCe_55_64,C11_F_GrDip_GrCe_65_74,C11_F_GrDip_GrCe_75_84,C11_F_GrDip_GrCe_85over,C11_F_GrDip_GrCe_Tot,C11_F_BD_15_19,C11_F_BD_20_24,C11_F_BD_25_34,C11_F_BD_35_44,C11_F_BD_45_54,C11_F_BD_55_64,C11_F_BD_65_74,C11_F_BD_75_84,C11_F_BD_85over,C11_F_BD_Tot,C11_F_AdD_DL_15_19,C11_F_AdD_DL_20_24,C11_F_AdD_DL_25_34,C11_F_AdD_DL_35_44,C11_F_AdD_DL_45_54,C11_F_AdD_DL_55_64,C11_F_AdD_DL_65_74,C11_F_AdD_DL_75_84,C11_F_AdD_DL_85over,C11_F_AdD_DL_Tot,C11_F_CL_C_III_IV_15_19,C11_F_CL_C_III_IV_20_24,C11_F_CL_C_III_IV_25_34,C11_F_CL_C_III_IV_35_44,C11_F_CL_C_III_IV_45_54,C11_F_CL_C_III_IV_55_64,C11_F_CL_C_III_IV_65_74,C11_F_CL_C_III_IV_75_84,C11_F_CL_C_III_IV_85over,C11_F_CL_C_III_IV_Tot,C11_F_CL_C_I_II_15_19,C11_F_CL_C_I_II_20_24,C11_F_CL_C_I_II_25_34,C11_F_CL_C_I_II_35_44,C11_F_CL_C_I_II_45_54,C11_F_CL_C_I_II_55_64,C11_F_CL_C_I_II_65_74,C11_F_CL_C_I_II_75_84,C11_F_CL_C_I_II_85over,C11_F_CL_C_I_II_Tot,C11_F_CL_CL_nfd_15_19,C11_F_CL_CL_nfd_20_24,C11_F_CL_CL_nfd_25_34,C11_F_CL_CL_nfd_35_44,C11_F_CL_CL_nfd_45_54,C11_F_CL_CL_nfd_55_64,C11_F_CL_CL_nfd_65_74,C11_F_CL_CL_nfd_75_84,C11_F_CL_CL_nfd_85over,C11_F_CL_CL_nfd_Tot
801011111,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,14,22,9,0,0,0,0,48,0,0,5,0,0,0,0,0,0,10,0,7,33,17,8,0,0,0,0,59,0,0,14,14,6,0,0,0,0,31,0,5,13,8,6,3,0,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,10,6,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,10,81,68,27,9,4,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,9,61,143,104,50,20,8,0,0,391,9,61,145,104,49,20,8,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,5,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,5,0,0,0,24,0,0,3,5,0,0,0,0,0,6,0,3,9,13,3,0,0,0,0,29,0,4,26,23,14,0,3,8,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,3,9,18,21,29,22,17,9,0,117,3,21,42,50,64,63,36,15,5,296,0,0,4,4,7,0,0,0,0,18,0,0,0,0,6,0,0,3,0,9,0,0,7,9,9,8,7,0,0,41,0,0,4,11,8,11,3,0,0,35,0,4,12,13,20,18,19,3,0,89,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,14,13,20,21,23,3,0,100,0,0,0,0,0,0,0,0,0,0,7,8,23,43,36,46,20,12,0,200,7,20,61,85,80,84,47,25,0,399,0,0,0,0,0,0,0,0,0,7,0,0,4,0,5,0,0,0,0,13,0,0,3,8,5,4,3,0,0,29,0,0,0,5,3,10,3,0,0,25,0,4,8,4,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4
801031114,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,17,0,0,8,12,3,17,0,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
801031115,0,0,3,0,3,0,8,0,0,13,0,3,8,6,13,11,13,0,5,65,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,0,6,10,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,7,10,0,9,5,0,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,10,9,0,9,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,7,10,7,6,4,3,0,0,0,39,9,25,30,10,22,9,5,5,6,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
801041034,6,5,11,17,28,10,5,9,0,101,29,58,253,390,351,185,67,43,0,1371,0,0,54,94,79,48,23,5,0,298,0,0,12,21,29,22,9,0,0,91,0,24,87,109,108,48,28,13,0,412,0,4,26,60,97,31,23,3,0,244,6,33,82,79,83,48,23,13,6,375,5,9,5,3,0,0,3,0,0,23,0,0,7,4,4,0,3,0,0,26,14,42,91,87,89,53,34,14,6,418,0,6,0,0,0,0,6,0,0,7,7,4,32,21,12,10,8,0,0,96,14,86,301,389,416,210,114,38,3,1568,0,0,35,44,25,4,0,0,0,116,0,0,31,26,15,9,5,0,0,86,0,24,124,176,77,26,9,0,0,445,0,9,45,92,50,29,11,0,0,238,4,9,61,71,30,17,0,0,0,189,3,4,9,3,5,5,0,0,0,29,0,0,4,24,4,7,3,0,0,48
801041035,10,7,32,47,19,6,4,0,0,123,12,70,475,670,269,84,34,4,3,1622,0,0,82,191,104,26,12,4,0,417,0,0,18,24,21,4,0,0,0,70,0,23,127,199,106,26,24,7,4,505,0,17,56,105,62,27,11,0,0,279,4,18,94,93,58,30,17,9,0,323,4,9,3,9,9,0,0,0,0,30,0,5,3,6,11,5,4,0,0,32,7,31,103,112,76,33,13,8,0,386,0,0,3,12,6,5,0,0,0,26,10,7,34,36,19,6,3,0,5,135,21,83,423,676,386,133,67,24,6,1821,0,3,28,14,3,0,0,0,0,56,0,0,9,5,0,3,0,0,0,15,0,10,94,31,8,6,0,0,0,155,0,6,33,20,8,5,0,0,0,65,0,6,25,19,3,0,0,0,0,58,0,0,5,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,4
801041036,9,12,37,26,14,12,4,3,0,111,12,68,564,483,190,102,37,10,0,1463,0,0,74,158,51,36,10,3,0,344,0,0,13,17,18,16,3,0,0,67,0,20,112,188,78,21,24,4,0,453,0,6,62,100,55,23,12,0,0,254,3,34,133,108,69,27,20,4,0,396,4,0,4,5,4,0,0,0,0,19,0,0,3,6,6,3,3,0,0,23,8,40,143,121,73,29,25,4,0,441,0,0,6,6,0,4,0,0,0,20,4,7,22,27,7,8,4,0,0,92,13,68,433,621,276,145,87,17,0,1670,0,4,15,7,0,0,0,0,0,26,0,0,12,0,0,0,0,0,0,16,0,13,70,15,9,0,0,0,0,112,0,13,40,17,11,8,0,0,0,87,0,17,32,16,3,3,0,0,0,75,0,4,3,0,0,0,0,0,0,10,0,0,0,7,0,3,0,0,0,21
801041037,0,6,35,29,8,6,0,4,0,86,11,88,454,417,158,80,47,22,3,1274,0,6,74,135,89,37,19,11,7,381,0,0,7,16,11,9,0,0,0,49,0,23,114,158,71,29,20,13,0,432,0,0,44,60,44,20,5,3,0,182,3,18,56,55,23,14,10,4,3,198,4,7,8,0,0,0,0,0,0,16,0,0,3,9,4,0,0,3,0,25,6,26,66,69,34,13,17,7,3,239,0,0,4,9,0,0,0,0,0,17,0,9,13,7,10,9,3,7,0,56,4,60,328,458,258,122,71,41,14,1349,0,0,24,4,0,0,0,0,0,32,0,0,9,6,0,0,0,0,0,18,0,11,52,12,4,0,0,0,0,73,0,6,7,4,0,0,0,0,0,16,0,3,7,7,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
801041038,3,8,15,16,17,5,5,0,4,73,7,33,211,427,242,102,43,9,3,1088,0,0,34,103,103,44,19,8,0,299,0,0,7,22,15,14,7,0,0,61,0,17,74,121,101,35,18,5,0,374,0,7,22,49,59,14,10,0,0,158,0,16,31,55,48,16,6,3,0,176,4,0,7,0,0,0,0,0,0,8,5,0,3,0,3,3,0,0,0,21,4,13,38,61,56,16,8,3,0,205,0,0,0,3,0,0,4,0,0,10,5,11,19,13,19,3,10,0,0,73,11,51,184,365,348,130,69,19,6,1181,0,0,37,29,12,4,0,0,0,82,0,0,13,7,3,0,0,0,0,31,0,11,126,66,26,8,4,0,0,238,0,3,23,32,16,9,4,0,0,90,0,14,18,35,6,0,4,0,0,76,0,0,7,5,0,0,0,0,0,5,0,0,6,5,0,0,0,0,0,12
801041039,8,19,46,41,16,8,4,5,0,136,23,142,672,578,229,106,46,13,0,1805,0,11,263,212,128,53,19,6,0,675,0,7,23,36,14,11,6,0,0,91,0,75,259,225,117,34,29,8,3,738,0,44,84,70,65,26,6,0,0,301,3,33,89,64,36,24,7,3,0,258,0,3,4,7,0,0,0,0,0,17,0,0,5,6,4,5,0,0,0,27,3,38,99,72,42,25,10,8,0,304,0,0,6,7,0,4,0,0,0,18,7,24,62,40,13,8,9,0,0,167,14,187,797,656,375,158,73,21,0,2289,0,8,81,35,18,5,4,0,0,146,0,3,27,10,3,6,0,0,0,53,0,56,244,98,38,9,4,0,0,447,0,13,59,39,16,5,0,0,0,138,3,25,41,22,8,8,0,0,0,108,3,5,0,3,0,0,0,0,0,14,0,0,3,5,0,0,0,0,0,14
801041040,6,33,62,41,29,18,6,5,0,198,20,167,504,447,270,160,49,24,7,1655,0,12,314,151,90,68,25,4,0,652,0,0,29,25,22,14,9,0,0,93,0,82,319,175,103,65,25,4,5,780,0,26,110,84,60,39,21,4,0,343,9,50,115,96,78,40,15,12,9,423,4,8,10,6,0,0,0,0,0,23,0,3,5,12,3,0,0,0,0,32,10,60,129,106,86,44,20,10,9,474,0,4,3,4,6,3,0,0,0,24,8,17,63,47,28,11,6,8,0,184,16,193,969,589,399,237,104,39,7,2553,0,9,71,41,16,3,0,0,0,145,0,3,24,26,13,7,0,0,0,71,0,86,244,132,55,24,8,0,0,546,0,27,61,81,39,28,8,0,0,241,6,37,56,47,16,12,0,0,0,177,0,8,0,3,5,0,4,0,0,27,0,6,4,13,8,0,0,0,0,36
801041043,0,0,0,0,0,0,0,0,0,4,0,3,0,14,17,11,12,11,0,74,0,0,0,3,3,3,3,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,5,8,5,3,4,0,0,28,0,0,0,4,4,3,0,0,0,15,0,0,4,3,3,7,4,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,8,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,0,0,10,10,19,15,18,10,0,85,0,0,0,0,10,0,0,0,0,12,0,0,0,3,3,7,0,0,0,14,0,0,4,3,3,4,0,0,0,18,0,0,3,5,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
801041044,4,14,35,38,13,13,0,5,0,121,20,150,689,686,328,132,48,22,0,2067,0,0,230,218,163,69,17,0,0,695,0,0,17,31,25,9,0,4,0,92,0,70,265,202,117,42,26,10,0,735,0,7,70,119,73,24,7,0,0,309,6,31,83,95,69,21,14,4,3,324,0,3,4,5,0,0,0,0,0,22,0,5,3,14,10,3,0,4,0,43,8,43,96,114,76,22,14,5,3,390,0,3,3,9,0,3,0,0,0,22,4,16,69,36,23,9,7,0,0,159,11,143,751,725,476,188,71,23,3,2391,0,6,67,57,17,9,0,0,0,151,0,4,27,33,11,5,0,0,0,74,0,25,169,136,43,19,5,0,0,392,0,12,62,53,46,17,4,0,0,187,6,10,35,50,21,8,3,0,0,127,4,3,3,4,0,5,0,0,0,19,0,0,0,8,3,0,0,0,0,19
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,16,25,60,49,35,25,13,9,3,236,31,154,778,606,459,271,128,63,16,2505,0,5,122,165,85,59,29,7,7,474,0,0,28,25,20,26,10,4,0,103,0,43,217,188,138,78,47,21,0,738,0,13,84,114,79,54,19,24,3,396,9,62,235,171,95,87,40,40,12,749,6,9,12,13,9,7,0,0,0,45,0,5,6,15,6,8,10,0,0,55,23,71,250,191,111,100,51,45,11,846,0,0,4,4,0,6,4,0,0,17,9,23,45,52,24,18,12,17,3,199,29,152,752,736,461,330,168,124,28,2777,0,0,81,60,34,17,4,0,0,197,0,8,45,37,27,6,4,0,0,125,0,50,318,195,110,47,21,6,0,750,0,34,120,122,72,37,15,4,0,414,9,45,117,89,53,30,16,0,0,352,7,15,19,17,5,0,0,0,0,70,0,3,9,25,21,6,9,0,0,75
801041047,23,13,24,28,29,27,18,19,4,181,33,89,197,322,516,387,207,85,17,1849,0,0,41,70,105,92,74,26,6,415,0,0,6,6,31,36,23,9,0,105,0,51,89,102,136,117,72,29,7,603,0,6,21,37,83,75,22,23,0,272,6,30,54,50,75,69,40,38,3,361,0,0,4,0,3,0,0,0,0,14,0,0,0,4,10,15,12,3,0,40,9,31,57,52,86,84,52,44,3,413,0,0,3,0,4,0,0,0,0,13,0,6,9,11,18,18,12,10,4,83,14,94,231,274,462,423,257,132,16,1906,0,0,25,56,57,28,8,0,0,175,0,0,8,37,39,14,3,0,0,106,0,30,119,173,136,54,24,0,0,539,0,17,41,76,79,75,21,0,0,311,6,23,31,45,51,21,5,0,0,174,8,0,5,14,9,4,4,0,0,46,0,0,4,14,19,13,5,0,0,56
801041048,10,14,29,23,34,11,6,8,0,138,23,75,326,312,305,218,115,36,14,1414,0,5,46,70,59,49,32,8,0,266,0,0,8,9,19,25,8,0,0,76,0,24,101,134,77,57,39,7,0,444,0,13,38,43,40,38,24,0,0,201,0,30,78,79,57,48,32,23,4,349,4,8,6,3,4,0,0,0,0,21,0,0,5,5,5,0,0,0,0,15,4,36,87,87,65,52,32,23,5,387,0,0,0,4,6,3,4,0,0,19,5,8,31,22,22,15,10,5,0,109,5,88,321,373,279,234,149,43,15,1506,0,5,59,59,51,14,4,0,0,190,0,0,20,28,24,10,3,0,0,98,0,49,172,127,77,57,15,0,0,499,3,22,61,65,61,35,14,0,0,253,6,27,53,41,33,14,3,3,0,173,0,6,7,3,10,3,0,0,0,35,0,7,3,9,5,10,0,0,0,40
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,5,0,0,0,0,0,0,0,0,10,3,11,74,52,13,3,0,0,0,155,0,0,0,20,11,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,13,24,10,3,0,0,0,47,0,3,10,7,0,0,0,0,0,22,0,9,18,10,9,4,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,18,14,8,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,12,45,66,31,6,4,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
