SA2_CODE_2021,Age_55_C21_M,Age_55_C21_F,Age_55_C21_P,Age_56_C11_M,Age_56_C11_F,Age_56_C11_P,Age_56_C16_M,Age_56_C16_F,Age_56_C16_P,Age_56_C21_M,Age_56_C21_F,Age_56_C21_P,Age_57_C11_M,Age_57_C11_F,Age_57_C11_P,Age_57_C16_M,Age_57_C16_F,Age_57_C16_P,Age_57_C21_M,Age_57_C21_F,Age_57_C21_P,Age_58_C11_M,Age_58_C11_F,Age_58_C11_P,Age_58_C16_M,Age_58_C16_F,Age_58_C16_P,Age_58_C21_M,Age_58_C21_F,Age_58_C21_P,Age_59_C11_M,Age_59_C11_F,Age_59_C11_P,Age_59_C16_M,Age_59_C16_F,Age_59_C16_P,Age_59_C21_M,Age_59_C21_F,Age_59_C21_P,Age_55_59_C11_M,Age_55_59_C11_F,Age_55_59_C11_P,Age_55_59_C16_M,Age_55_59_C16_F,Age_55_59_C16_P,Age_55_59_C21_M,Age_55_59_C21_F,Age_55_59_C21_P,Age_60_C11_M,Age_60_C11_F,Age_60_C11_P,Age_60_C16_M,Age_60_C16_F,Age_60_C16_P,Age_60_C21_M,Age_60_C21_F,Age_60_C21_P,Age_61_C11_M,Age_61_C11_F,Age_61_C11_P,Age_61_C16_M,Age_61_C16_F,Age_61_C16_P,Age_61_C21_M,Age_61_C21_F,Age_61_C21_P,Age_62_C11_M,Age_62_C11_F,Age_62_C11_P,Age_62_C16_M,Age_62_C16_F,Age_62_C16_P,Age_62_C21_M,Age_62_C21_F,Age_62_C21_P,Age_63_C11_M,Age_63_C11_F,Age_63_C11_P,Age_63_C16_M,Age_63_C16_F,Age_63_C16_P,Age_63_C21_M,Age_63_C21_F,Age_63_C21_P,Age_64_C11_M,Age_64_C11_F,Age_64_C11_P,Age_64_C16_M,Age_64_C16_F,Age_64_C16_P,Age_64_C21_M,Age_64_C21_F,Age_64_C21_P,Age_60_64_C11_M,Age_60_64_C11_F,Age_60_64_C11_P,Age_60_64_C16_M,Age_60_64_C16_F,Age_60_64_C16_P,Age_60_64_C21_M,Age_60_64_C21_F,Age_60_64_C21_P,Age_65_C11_M,Age_65_C11_F,Age_65_C11_P,Age_65_C16_M,Age_65_C16_F,Age_65_C16_P,Age_65_C21_M,Age_65_C21_F,Age_65_C21_P,Age_66_C11_M,Age_66_C11_F,Age_66_C11_P,Age_66_C16_M,Age_66_C16_F,Age_66_C16_P,Age_66_C21_M,Age_66_C21_F,Age_66_C21_P,Age_67_C11_M,Age_67_C11_F,Age_67_C11_P,Age_67_C16_M,Age_67_C16_F,Age_67_C16_P,Age_67_C21_M,Age_67_C21_F,Age_67_C21_P,Age_68_C11_M,Age_68_C11_F,Age_68_C11_P,Age_68_C16_M,Age_68_C16_F,Age_68_C16_P,Age_68_C21_M,Age_68_C21_F,Age_68_C21_P,Age_69_C11_M,Age_69_C11_F,Age_69_C11_P,Age_69_C16_M,Age_69_C16_F,Age_69_C16_P,Age_69_C21_M,Age_69_C21_F,Age_69_C21_P,Age_65_69_C11_M,Age_65_69_C11_F,Age_65_69_C11_P,Age_65_69_C16_M,Age_65_69_C16_F,Age_65_69_C16_P,Age_65_69_C21_M,Age_65_69_C21_F,Age_65_69_C21_P,Age_70_C11_M,Age_70_C11_F,Age_70_C11_P,Age_70_C16_M,Age_70_C16_F,Age_70_C16_P,Age_70_C21_M,Age_70_C21_F,Age_70_C21_P,Age_71_C11_M,Age_71_C11_F,Age_71_C11_P,Age_71_C16_M,Age_71_C16_F,Age_71_C16_P,Age_71_C21_M,Age_71_C21_F,Age_71_C21_P,Age_72_C11_M,Age_72_C11_F,Age_72_C11_P,Age_72_C16_M,Age_72_C16_F,Age_72_C16_P,Age_72_C21_M,Age_72_C21_F,Age_72_C21_P,Age_73_C11_M,Age_73_C11_F,Age_73_C11_P,Age_73_C16_M,Age_73_C16_F,Age_73_C16_P,Age_73_C21_M,Age_73_C21_F,Age_73_C21_P,Age_74_C11_M,Age_74_C11_F,Age_74_C11_P,Age_74_C16_M,Age_74_C16_F,Age_74_C16_P,Age_74_C21_M,Age_74_C21_F
801051053,10,16,21,9,8,13,9,16,23,19,10,34,9,8,15,11,11,20,12,20,30,15,8,19,11,6,15,14,13,29,14,4,20,18,12,27,16,16,31,49,32,84,62,51,111,69,80,153,8,7,16,16,14,30,19,12,24,11,5,16,4,5,12,17,15,30,8,6,10,15,14,29,10,12,19,9,9,15,11,5,21,17,14,31,7,9,17,9,5,16,13,8,16,41,33,76,54,46,104,63,56,122,5,4,9,8,9,13,11,6,23,0,0,7,10,3,10,12,6,14,3,0,3,8,4,11,11,7,24,0,3,4,7,0,10,8,12,19,0,8,5,12,10,16,13,7,15,10,13,27,37,30,69,56,40,98,0,4,6,9,14,18,6,8,19,0,0,0,4,0,4,3,9,12,0,0,6,0,0,8,12,4,16,0,0,0,4,3,8,8,9,17,0,3,3,5,4,7,10,10
801051054,16,8,33,3,6,16,0,11,13,17,14,29,11,4,22,5,4,17,13,16,30,5,16,23,10,8,17,16,8,22,7,5,11,11,11,23,7,8,20,44,47,91,46,42,87,76,63,136,11,11,18,5,13,15,20,15,31,12,9,24,4,4,6,8,15,25,7,9,21,9,0,10,8,9,20,9,3,10,5,18,23,8,9,17,5,0,7,4,5,6,15,12,25,41,41,84,31,35,67,58,58,117,9,4,16,8,5,16,8,7,15,5,0,10,5,11,13,6,3,16,0,0,7,12,12,17,5,9,9,0,5,11,7,7,12,5,10,17,5,4,14,5,3,14,3,0,8,27,29,52,31,33,73,33,30,65,3,8,12,3,3,11,6,10,12,0,5,3,9,0,9,9,9,15,6,9,12,0,7,5,9,3,11,5,12,20,4,4,6,6,6,12,8,11,24,8,0,10,0,5
801051055,33,22,50,14,28,45,14,15,26,22,15,30,13,22,36,14,14,31,21,19,43,16,18,39,17,20,37,18,9,29,16,9,29,16,15,34,22,15,35,80,96,175,78,95,175,107,86,195,17,17,31,17,21,39,32,22,57,16,14,33,13,13,24,21,17,33,14,16,34,14,13,26,7,19,24,13,13,28,12,20,35,20,21,41,12,9,20,12,11,23,13,11,29,74,75,141,60,89,150,95,93,186,21,18,37,9,8,20,11,24,35,6,16,16,12,8,22,12,16,34,11,10,21,5,22,23,10,16,31,6,17,21,12,18,31,12,17,28,8,9,21,12,10,18,10,17,28,46,68,116,50,68,113,65,90,157,6,17,22,17,15,34,14,12,24,3,10,20,3,14,13,11,19,26,12,16,24,9,11,25,13,23,35,5,13,17,4,13,21,14,15,30,9,11,24,9,15,23,11,10
801051056,14,24,35,16,18,36,16,21,41,21,22,39,13,18,34,23,12,33,18,25,46,11,25,34,13,18,35,21,18,35,12,15,33,14,13,28,27,28,46,65,91,163,82,88,170,95,117,209,13,16,29,10,15,25,19,18,38,15,16,30,11,15,22,13,23,38,21,10,26,15,9,19,20,15,33,12,13,25,7,20,32,17,19,29,15,9,26,9,18,23,12,13,28,74,67,143,55,74,129,80,83,164,8,24,29,10,16,28,14,17,26,10,6,19,12,18,27,17,12,24,11,14,23,17,8,24,11,12,24,9,12,23,7,6,14,7,22,31,7,14,20,17,6,21,12,15,26,51,63,118,64,58,119,55,74,132,7,22,29,6,17,25,11,14,26,12,13,22,5,9,21,12,11,23,10,18,20,5,14,20,11,12,22,9,10,20,10,15,24,9,9,18,18,16,30,11,9,17,14,10
801051057,33,35,67,37,39,74,32,29,58,24,32,55,31,32,62,23,29,54,19,18,39,18,28,48,23,23,49,28,22,48,27,25,49,26,19,40,17,30,51,147,154,303,115,134,252,124,140,261,24,21,44,30,33,63,21,29,51,29,17,46,32,33,70,25,23,49,23,25,47,24,31,52,24,30,59,18,24,38,15,30,47,17,27,45,21,10,32,20,25,46,25,24,53,112,99,216,120,151,271,111,144,253,10,22,37,17,20,35,21,28,50,13,21,35,28,18,41,26,25,52,22,17,41,21,35,56,23,26,55,10,17,27,24,23,51,18,27,45,17,9,22,24,12,36,21,22,37,74,88,163,110,101,219,110,133,243,5,7,17,12,13,32,21,20,40,7,16,27,11,13,30,27,19,41,10,11,20,18,26,41,19,27,43,8,15,21,11,16,25,25,21,50,11,12,21,20,13,34,17,16
801051058,32,33,63,26,25,51,33,36,64,41,22,62,25,28,54,43,43,80,39,49,90,34,30,62,19,20,44,21,38,64,28,27,60,32,34,65,32,30,57,148,145,298,162,165,327,167,176,342,22,30,49,27,39,68,43,33,74,23,15,42,28,22,55,29,34,61,25,20,41,19,23,44,48,45,86,15,18,31,27,34,56,22,22,43,31,28,53,34,18,54,24,29,58,116,106,219,139,136,284,160,163,328,15,13,26,18,24,46,31,35,64,9,19,27,27,22,45,34,23,57,12,15,28,22,23,44,28,22,49,11,16,27,18,15,28,27,30,53,20,24,44,18,36,54,34,13,50,61,76,138,110,113,220,140,124,266,10,19,31,19,14,29,15,24,47,11,8,22,15,20,36,24,23,49,4,5,12,14,12,26,24,19,45,11,14,25,5,10,18,17,17,29,3,18,22,10,15,28,12,30
801051060,21,19,39,20,11,30,22,23,42,14,11,25,18,7,24,22,17,36,18,11,27,6,8,12,20,18,33,16,19,35,14,12,32,26,7,31,25,25,42,75,56,132,103,84,185,84,89,168,12,17,33,14,21,37,22,16,40,9,20,30,12,16,28,20,22,42,16,16,36,23,4,28,20,18,39,16,21,33,14,13,28,13,13,25,16,16,36,15,17,26,15,11,20,75,91,165,83,71,150,89,77,168,14,10,22,13,13,27,15,14,31,20,13,31,10,25,31,14,11,26,5,10,23,15,19,30,19,14,33,9,6,13,11,18,26,16,14,28,9,11,19,6,9,17,21,12,30,53,52,107,55,79,137,77,66,143,11,14,25,7,12,16,12,18,31,5,7,15,17,14,33,8,22,30,12,0,14,8,11,20,4,12,16,8,7,16,10,6,13,12,19,28,7,12,15,4,8,11,10,13
801051061,29,40,62,19,18,39,39,34,70,22,43,68,23,24,48,28,25,55,35,30,61,23,24,42,25,30,51,27,28,62,16,18,41,27,29,57,37,35,65,111,102,216,142,153,291,145,171,318,21,20,42,34,24,57,15,36,51,21,11,38,21,22,39,41,33,73,16,17,32,16,27,44,26,26,52,11,13,25,22,22,40,29,31,58,13,24,32,12,19,34,21,27,45,79,85,166,104,112,213,135,156,288,12,19,26,18,13,36,28,19,49,11,11,22,22,13,33,11,16,33,6,14,21,16,16,31,18,17,39,8,21,25,9,15,27,15,24,37,13,16,32,6,21,29,17,18,38,44,87,132,67,83,148,97,95,197,10,18,31,14,21,31,22,21,42,18,16,29,9,13,24,22,19,39,14,23,35,8,13,20,19,18,31,11,19,32,11,20,29,11,13,20,11,9,22,15,15,30,14,21
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,28,31,54,17,25,39,22,32,50,34,24,58,23,17,37,28,26,55,39,27,67,13,22,40,18,25,45,25,21,46,31,13,42,20,15,41,42,37,84,117,93,209,115,118,230,168,138,305,19,17,32,26,22,44,25,25,46,26,14,41,18,19,41,24,28,52,22,10,32,16,7,28,23,37,59,18,18,30,11,24,37,29,33,62,18,25,39,25,7,35,15,25,44,90,87,182,101,85,178,115,146,263,21,9,30,22,11,30,34,21,56,25,14,32,16,14,32,21,19,38,13,15,27,18,14,24,23,19,40,5,10,11,10,11,21,31,26,59,10,6,20,22,21,41,21,16,32,74,48,126,87,73,160,122,103,224,9,4,14,11,10,24,23,18,38,6,15,14,20,10,31,17,16,30,9,14,24,16,14,29,18,16,33,8,7,17,3,16,17,15,18,38,7,8,14,12,14,26,20,16
801051125,0,7,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,5,8,6,0,8,14,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,10,12,20,11,13,26,16,14,27,16,8,22,17,6,25,14,11,30,15,11,26,10,12,18,17,8,29,12,16,30,15,16,28,7,4,13,8,15,23,61,63,122,71,45,111,62,66,126,6,7,17,13,14,29,12,13,29,8,13,23,3,6,13,10,12,21,13,0,12,20,3,25,6,7,13,12,12,18,6,7,17,19,8,27,11,3,12,13,13,19,7,7,10,43,42,88,52,49,102,64,38,99,14,8,21,17,4,19,12,22,28,9,13,22,6,9,20,6,14,20,5,11,16,10,3,15,16,7,20,10,8,10,6,6,14,9,11,15,7,9,14,7,4,14,6,10,22,40,43,80,46,39,82,48,60,107,9,8,12,13,8,20,9,4,21,4,6,8,9,21,26,6,12,14,0,0,0,6,14,15,10,3,13,0,7,6,17,13,26,5,8,16,5,0,5,3,7,13,8,7
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,25,13,35,15,22,38,17,25,40,20,14,36,13,26,31,22,14,40,8,15,28,15,25,36,12,23,36,17,18,31,20,17,39,24,16,32,21,24,41,79,108,189,103,90,192,93,85,181,23,16,39,18,18,33,20,9,31,20,19,42,13,22,31,21,27,50,15,18,28,11,23,30,15,17,34,13,28,43,10,22,34,15,19,33,18,14,33,14,18,36,27,17,45,93,93,187,68,96,161,106,90,194,15,20,32,16,13,30,12,15,32,11,16,30,19,20,39,12,22,27,10,12,21,14,14,28,10,21,31,12,15,30,18,25,38,15,20,35,10,6,20,14,15,35,20,21,47,68,65,134,77,85,166,76,91,166,3,11,13,19,24,47,19,15,34,11,12,26,15,17,30,19,27,47,6,11,13,12,5,19,8,18,31,3,5,12,16,17,38,19,24,45,10,16,30,11,11,23,21,26
801061063,12,12,28,15,14,31,10,21,28,10,15,28,14,17,27,15,11,22,17,11,28,15,13,26,11,16,32,18,15,33,11,18,28,4,4,9,17,14,30,66,74,139,56,63,112,76,69,146,14,9,24,10,11,17,8,16,26,8,8,15,8,15,24,11,10,21,9,5,18,7,19,22,12,12,22,15,18,30,13,5,19,4,24,31,15,9,20,14,19,25,9,5,18,54,45,102,51,58,111,53,70,127,11,11,25,8,15,25,15,16,27,7,12,20,9,17,20,12,11,20,4,5,10,6,7,16,15,9,25,13,5,18,14,15,31,9,10,20,5,8,15,12,13,25,7,16,22,46,40,85,48,58,108,56,65,114,9,6,14,15,3,19,11,13,26,0,9,10,11,8,17,11,13,33,7,3,13,0,15,16,12,7,17,0,0,9,11,0,17,17,14,24,0,0,0,9,8,24,17,13
801061064,31,38,65,29,18,44,35,28,63,37,36,71,18,18,32,27,25,58,37,29,68,22,22,49,38,39,78,29,36,59,33,27,56,37,36,68,38,45,80,127,114,242,161,156,312,174,178,351,29,23,48,28,31,52,30,17,46,30,19,42,22,25,50,29,28,54,22,28,52,30,21,52,23,33,63,28,22,45,19,19,37,28,32,61,26,26,52,30,24,53,34,29,64,130,113,246,125,119,242,147,141,285,27,26,50,20,25,50,26,29,55,19,13,29,30,18,50,21,19,45,13,16,31,27,23,52,28,23,50,14,6,25,21,19,39,23,17,35,11,10,18,26,35,55,27,29,56,77,81,154,122,121,242,117,115,228,8,14,21,18,23,43,16,27,36,4,11,11,17,11,31,20,21,45,17,15,25,17,14,33,20,17,43,6,14,21,14,14,26,23,13,36,3,12,19,12,13,17,26,35
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,39,44,80,32,33,63,56,49,99,33,44,75,33,25,58,42,47,87,47,46,94,44,35,82,33,44,80,38,36,75,33,30,64,31,30,55,45,40,83,174,160,333,208,223,429,195,219,414,27,33,58,39,33,73,36,50,86,28,28,54,29,29,60,40,39,85,31,14,34,35,34,69,35,50,84,21,26,49,46,33,77,33,39,74,17,23,41,26,30,57,14,31,49,124,126,248,171,156,333,168,208,373,16,28,43,25,26,44,36,32,67,22,15,43,24,26,50,24,20,46,19,14,33,33,23,51,29,34,67,11,14,27,20,25,45,37,39,77,21,12,32,24,20,40,36,30,64,86,78,173,115,115,237,157,157,319,14,4,17,25,29,49,30,33,64,13,22,38,27,17,40,26,30,59,14,19,35,12,10,21,29,19,48,12,21,32,7,12,24,29,29,52,14,17,27,12,7,25,29,27
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,27,26,56,22,26,46,25,35,55,19,22,43,20,26,44,31,22,47,23,25,47,23,20,47,25,32,52,30,25,51,26,24,45,14,22,34,12,24,36,113,110,225,123,125,249,112,114,228,22,18,36,20,16,40,20,19,44,18,21,37,17,22,41,24,27,47,20,20,38,20,17,37,27,12,39,19,22,36,19,16,30,14,21,34,23,18,42,14,18,36,11,17,24,93,96,195,90,85,175,87,92,189,15,17,28,11,13,27,15,12,27,15,12,26,11,12,25,15,14,31,10,13,25,14,15,28,17,16,32,12,10,24,19,19,42,23,12,34,12,13,29,18,18,34,9,23,33,61,64,126,73,84,158,74,81,157,17,6,23,16,10,19,14,15,19,6,11,13,13,11,21,17,16,31,6,4,14,11,12,22,11,20,29,7,10,24,12,8,16,13,19,31,8,13,21,11,12,21,18,16
801061070,24,26,48,27,25,50,26,25,48,23,28,48,29,23,49,18,16,36,26,25,46,12,19,27,16,30,51,19,13,29,26,25,47,17,23,42,26,28,52,104,126,232,100,123,220,103,109,222,23,30,54,24,39,60,19,33,49,31,33,60,17,19,31,21,19,39,31,35,64,24,22,45,24,20,42,27,27,62,17,24,44,20,36,60,26,34,62,17,17,37,27,17,45,140,155,298,101,121,218,115,127,244,23,25,42,22,33,57,24,29,48,17,21,44,32,29,65,16,21,36,21,12,37,36,35,65,24,23,48,18,16,27,23,35,58,14,22,38,22,7,25,30,30,62,17,30,44,102,88,184,140,166,306,92,122,220,18,14,32,18,30,50,24,35,57,11,6,20,16,16,37,29,25,53,9,23,30,19,23,41,37,35,73,15,9,23,13,11,24,32,38,72,9,18,22,15,9,32,26,27
801061129,19,5,19,7,15,15,8,10,21,14,10,19,3,16,20,10,4,17,12,3,15,10,7,18,8,17,22,8,9,17,4,8,18,5,6,11,14,14,32,39,57,94,47,49,94,62,49,108,6,10,19,15,11,26,12,10,22,7,8,16,5,10,15,17,14,28,6,10,18,13,5,18,17,15,30,14,12,21,9,11,17,18,11,33,6,5,10,6,8,15,3,14,19,42,43,89,44,52,93,61,62,131,14,6,20,6,9,17,19,21,38,9,6,9,13,10,26,6,8,20,4,6,8,10,12,29,12,16,27,3,0,5,8,6,13,10,11,18,10,0,12,14,5,18,7,11,19,31,18,50,53,51,106,59,66,119,0,5,3,5,8,14,7,16,23,0,7,10,6,3,12,20,12,32,0,5,6,3,5,10,8,11,15,5,4,3,0,3,3,9,13,20,3,4,5,7,0,11,8,6
801061130,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
801061131,26,37,63,15,16,30,33,16,47,41,32,70,10,20,30,24,26,44,29,47,80,22,14,34,21,31,53,48,43,93,12,17,28,19,28,51,28,42,72,78,83,159,131,125,259,171,200,374,14,10,26,23,21,38,33,21,60,18,16,33,20,24,41,45,33,76,11,9,24,16,21,36,37,36,67,14,16,30,27,22,45,25,38,59,13,15,30,15,13,25,28,30,54,74,66,136,97,95,193,166,146,310,11,8,21,19,20,35,29,39,64,13,12,23,20,23,39,25,33,60,13,10,18,20,8,30,18,21,40,0,9,10,17,19,37,32,21,53,3,8,9,16,23,35,6,23,34,39,49,88,88,89,176,109,138,248,3,9,7,6,12,18,22,28,48,4,9,13,10,12,19,27,25,50,5,3,13,9,10,20,26,22,42,5,0,6,7,11,18,32,29,61,0,6,5,3,11,9,27,30
801071071,37,34,73,31,19,51,33,25,54,34,41,72,20,24,47,31,26,55,45,35,74,23,19,44,26,30,57,33,22,57,20,14,33,20,19,47,23,28,53,117,106,215,144,131,280,174,157,329,12,16,28,23,17,37,30,29,67,27,19,39,33,13,43,27,30,61,13,15,29,10,15,30,25,25,46,11,9,20,14,19,39,23,28,53,9,15,19,15,19,35,25,21,47,70,70,141,93,92,178,130,132,261,11,11,16,5,15,18,17,21,37,14,9,23,13,11,29,27,13,44,11,17,28,8,15,26,11,14,34,6,13,14,10,8,19,14,13,26,4,10,14,11,16,20,13,13,28,48,56,102,54,57,116,87,74,163,4,6,11,17,8,27,3,14,22,0,10,13,9,5,14,14,13,25,9,3,14,13,12,24,6,15,24,10,6,13,9,7,15,11,15,25,3,6,12,5,11,16,9,13
801071072,26,36,57,25,20,47,20,31,51,38,28,67,25,25,53,27,27,58,23,23,50,20,18,31,33,32,58,21,29,48,19,20,34,25,32,63,29,22,52,109,117,219,133,144,277,128,143,277,17,13,31,20,30,47,20,20,42,21,14,33,18,24,41,16,25,42,14,14,32,31,27,50,20,25,43,11,19,29,15,13,22,16,31,47,14,14,23,18,21,41,27,26,50,69,74,146,93,110,207,100,122,222,6,19,28,13,11,22,15,27,43,5,6,13,20,12,34,16,20,44,11,18,30,4,13,22,24,32,55,12,9,25,7,20,30,14,13,22,3,8,11,14,19,29,18,23,45,43,56,98,63,80,139,94,115,213,6,8,16,10,23,32,14,8,24,4,4,16,3,12,17,11,19,31,6,9,17,4,20,26,16,13,25,8,5,12,11,7,17,4,21,25,5,12,10,5,12,19,9,16
801071073,32,37,73,43,42,87,49,41,87,36,35,73,32,23,52,46,53,99,37,65,102,40,33,76,50,62,107,46,59,100,26,26,57,36,36,76,55,43,93,183,177,361,223,249,474,210,244,449,18,21,42,37,29,64,41,40,83,29,16,47,44,40,81,40,31,65,24,14,38,23,27,51,36,47,83,21,19,41,32,32,61,41,45,86,20,25,41,21,26,49,33,33,66,104,100,209,156,148,304,190,196,388,25,13,36,24,25,43,35,32,67,15,9,29,25,15,39,37,40,72,8,8,19,14,17,35,18,21,38,9,12,23,13,28,39,33,25,60,7,11,21,16,27,43,22,20,38,65,61,127,92,114,200,137,134,275,5,9,12,19,16,34,19,20,40,6,7,12,14,12,22,16,14,36,6,0,10,7,10,13,16,17,34,5,16,25,10,11,17,13,26,37,4,20,20,10,13,20,10,25
801071074,29,46,75,44,36,80,53,51,105,31,30,61,33,29,68,36,48,81,25,55,81,42,28,71,45,33,77,32,45,76,28,25,50,41,44,87,41,56,96,180,163,345,221,235,452,162,233,389,24,16,36,39,44,87,44,55,99,20,32,52,43,32,74,50,32,82,26,24,50,41,27,65,32,42,72,14,18,34,36,29,67,30,38,69,28,26,57,29,24,49,38,39,77,110,118,224,177,158,338,206,204,407,11,13,29,15,14,30,34,39,70,14,14,23,14,31,46,43,38,74,10,7,18,25,26,46,33,24,56,14,13,27,12,21,31,34,27,62,13,9,22,23,23,44,22,22,47,64,50,117,92,115,205,160,143,312,10,12,23,15,12,26,15,15,31,11,6,13,7,11,22,18,24,45,10,5,18,6,11,23,28,17,39,8,3,11,14,8,26,20,17,31,4,11,16,17,8,24,20,18
