SA2_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,66,147,9,4,7,7,8,21,0,0,0,910,869,1782,1007,947,1955,0,0,0,0,0,0,0,0,0,0,0,0,288,465,752,292,465,754,0,3,3,0,0,0,0,0,0,0,0,0,409,394,801,412,397,810,10,5,18,0,0,0,0,0,0,0,0,0,155,99,256,166,109,275,18,10,31,0,4,0,3,4,6,0,0,0,43,41,85,66,61,123,19,5,20,0,0,0,0,0,0,0,0,0,14,28,36,27,32,63,10,4,9,0,0,0,0,0,0,0,0,0,6,6,4,13,8,17,4,0,4,0
801051050,73,3,4,9,14,16,25,5,17,21,7,3,9,68,77,143,44,33,80,6,0,7,5,18,25,7,32,46,3,6,12,71,92,163,43,36,82,4,0,4,0,9,12,8,44,57,3,9,6,62,105,165,46,22,64,0,0,0,4,9,7,29,97,134,0,8,8,73,135,211,822,819,1639,63,54,113,153,274,428,64,249,314,873,893,1762,1967,2283,4248,0,0,0,0,0,0,0,0,0,0,0,0,155,157,310,155,157,310,0,0,0,0,0,0,0,0,0,0,0,0,151,186,336,154,190,338,12,22,32,0,0,0,0,0,5,0,0,0,102,131,235,117,161,278,71,90,163,0,0,3,0,6,9,0,0,0,69,81,158,145,188,331,88,95,181,0,9,10,0,12,12,0,0,0,63,73,133,149,182,332,107,120,223,6,9,9,13,7,17,0,4,4,41,52,95,157,188,345,122,131,252,0
801051051,35,3,0,4,8,8,17,0,3,3,0,4,9,33,34,74,9,8,14,6,0,6,0,4,10,0,14,13,6,4,4,15,30,42,12,9,19,5,0,5,0,5,5,0,14,14,4,0,4,14,24,39,11,3,12,0,0,0,0,6,6,4,12,19,0,0,4,14,25,34,522,454,976,45,31,76,131,163,293,6,64,67,1576,1301,2873,2287,2009,4291,0,0,0,0,0,0,0,0,0,0,0,0,166,177,345,166,177,345,15,21,43,0,0,0,0,0,0,0,0,0,423,511,939,440,537,976,64,96,159,0,5,12,5,9,9,0,0,0,528,533,1059,592,641,1237,148,133,284,10,7,17,8,13,21,3,0,4,346,241,591,515,395,908,88,73,163,5,3,12,17,11,29,0,0,0,119,95,212,238,181,414,57,43,100,4,6,11,18,8,25,0,0,0,67,56,118,140,109,252,44,33,83,14
801051053,10,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,4,5,9,0,0,0,0,0,0,0,4,4,0,0,0,8,5,8,6,6,11,0,0,0,3,0,3,0,3,5,0,0,0,6,6,20,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,7,0,7,279,247,526,26,21,43,53,48,106,3,11,24,1073,1002,2076,1440,1330,2767,0,0,0,0,0,0,0,0,0,0,0,0,262,357,614,263,357,619,10,10,21,0,3,3,0,0,0,0,0,0,645,754,1394,655,767,1423,45,52,95,0,4,4,6,0,3,0,0,0,334,282,613,386,333,716,61,80,139,5,0,8,3,12,15,0,0,0,170,108,277,236,203,439,51,34,84,5,4,9,4,5,12,0,0,0,72,46,117,134,79,216,25,12,40,6,7,9,6,9,20,0,0,0,38,14,57,77,48,126,30,28,56,9
801051054,46,0,0,0,0,0,0,0,11,16,0,3,5,25,44,70,24,7,34,0,0,0,0,7,10,0,7,5,0,0,0,32,21,54,12,11,21,0,0,0,0,0,0,4,17,21,4,0,4,22,29,46,7,5,17,0,0,4,0,0,0,5,13,20,0,0,3,17,22,38,305,296,607,16,26,40,71,77,149,14,61,72,512,461,970,913,926,1836,0,0,0,0,0,0,0,0,0,0,0,0,60,38,109,60,47,110,3,3,5,0,0,0,0,0,0,0,0,0,140,137,282,141,144,286,17,33,46,0,0,3,0,0,0,0,0,0,120,124,245,140,164,303,41,49,89,0,9,12,0,0,4,0,0,0,63,62,125,113,119,233,43,46,83,0,7,6,5,3,8,0,0,0,32,32,69,84,77,160,36,33,74,3,0,5,0,9,9,0,3,3,24,33,56,69,74,145,37,37,74,4
801051055,67,0,0,0,8,10,11,0,17,17,4,0,5,44,68,108,29,30,52,6,0,6,4,6,16,10,32,37,0,0,5,49,69,114,28,15,44,0,0,0,5,0,0,8,22,25,0,0,0,43,37,81,18,10,23,0,0,0,0,0,3,8,23,34,0,0,0,32,36,66,588,591,1175,38,50,85,91,125,220,36,126,168,681,630,1309,1434,1522,2951,0,0,0,0,0,0,0,0,0,0,0,0,99,84,182,98,84,181,7,9,19,0,0,0,0,0,0,0,0,0,174,161,334,182,169,348,18,37,55,3,5,8,0,0,0,0,0,0,134,125,261,157,167,323,77,88,169,8,6,12,3,0,9,0,0,0,79,55,131,165,155,322,92,95,186,3,8,14,4,4,13,0,0,0,41,51,96,147,159,307,69,78,145,0,3,9,7,10,18,0,0,0,44,47,94,127,141,269,65,58,123,9
801051056,78,0,4,9,10,9,19,3,16,18,6,5,7,55,74,122,39,38,77,0,0,0,9,6,10,9,12,17,6,0,6,57,56,109,31,20,48,0,0,0,0,0,4,5,24,32,0,0,6,43,44,88,14,3,16,0,0,0,0,0,0,10,17,31,0,0,0,27,27,48,546,557,1104,28,29,63,85,103,188,38,97,134,412,459,873,1103,1252,2354,0,0,0,0,0,0,0,0,0,0,0,0,68,64,128,68,64,128,4,5,7,0,0,0,0,0,0,0,0,0,73,83,163,81,92,170,24,20,43,0,0,3,0,0,0,0,0,0,64,58,122,85,78,167,34,56,86,0,0,0,4,3,7,0,0,0,42,36,75,82,89,177,73,74,146,0,0,4,6,7,10,0,0,0,40,27,62,120,110,234,71,72,145,11,5,15,3,4,12,0,0,0,32,34,66,113,116,227,79,85,162,0
801051057,61,3,0,5,8,8,14,5,14,16,3,0,7,41,62,106,37,30,69,0,0,0,3,6,10,11,23,33,3,5,9,60,68,126,26,15,44,5,0,5,0,4,7,4,39,46,0,4,3,39,58,105,26,12,43,0,0,4,0,9,13,17,82,105,3,0,4,56,102,160,699,692,1387,54,65,116,152,193,349,50,199,251,949,937,1891,1905,2089,3998,0,0,0,0,0,0,0,0,0,0,0,0,80,105,182,78,108,188,3,16,20,0,0,0,0,0,0,0,0,0,247,259,504,252,270,520,38,67,102,0,4,8,0,3,3,0,0,0,259,228,485,299,305,605,128,124,256,9,3,13,10,8,23,0,0,0,157,145,303,308,281,588,93,95,187,3,12,14,7,9,16,0,0,0,95,80,175,201,199,396,77,83,161,7,0,13,12,17,30,0,4,4,57,56,112,160,161,319,79,72,151,6
801051058,66,0,0,0,6,22,24,3,9,12,3,5,7,41,66,109,25,31,61,3,0,3,5,8,10,4,28,34,4,6,12,41,76,119,40,22,60,0,0,0,5,0,7,3,23,30,8,0,7,51,54,106,21,14,37,0,0,0,0,8,3,11,42,48,4,0,4,34,67,102,851,839,1697,37,56,96,134,210,343,35,139,175,1023,1020,2049,2084,2273,4353,0,0,0,0,0,0,0,0,0,0,0,0,148,141,285,145,141,286,0,4,4,0,0,0,0,0,0,0,0,0,289,343,638,289,352,642,23,31,62,0,0,0,3,0,5,0,0,0,242,197,445,274,233,510,81,87,171,4,8,8,4,7,12,0,0,0,112,95,208,201,194,397,71,102,178,0,3,4,14,14,25,0,0,0,66,57,126,152,182,332,115,119,231,0,3,3,14,22,33,0,0,0,57,61,121,185,205,392,111,136,239,6
801051060,38,0,3,6,6,11,15,0,8,10,7,0,7,45,39,82,10,13,22,0,0,4,4,3,9,0,10,8,0,3,6,21,25,43,12,6,21,0,0,0,4,5,5,6,13,19,3,0,3,21,22,48,9,9,15,0,0,0,0,3,3,0,18,20,0,0,0,16,19,37,491,472,966,46,36,87,121,141,261,18,56,80,1050,904,1949,1728,1609,3336,0,0,0,0,0,0,0,0,0,0,0,0,43,61,109,43,61,109,5,12,12,0,0,0,0,0,0,0,0,0,314,329,639,322,336,654,54,68,131,0,0,0,0,6,6,0,0,0,324,297,617,384,367,749,98,101,196,7,0,10,3,8,16,0,0,0,209,159,374,319,276,596,88,78,166,0,7,9,7,0,8,0,0,0,82,60,145,177,147,325,46,38,81,4,3,11,12,10,21,0,0,0,56,49,104,120,93,213,38,39,76,0
801051061,89,3,0,3,5,9,23,5,30,31,0,0,6,60,89,147,42,24,67,0,0,0,9,8,15,11,15,32,5,0,3,60,52,114,23,9,31,0,0,0,5,3,13,8,20,30,0,0,3,42,35,83,15,8,20,0,0,0,0,3,7,3,25,23,0,3,3,18,33,54,866,852,1720,47,54,100,141,219,357,34,127,159,966,917,1885,2056,2167,4224,0,0,0,0,0,0,0,0,0,0,0,0,161,138,292,160,138,296,3,16,20,0,0,0,0,0,0,0,0,0,211,187,398,213,209,418,38,75,112,3,0,0,0,0,5,0,0,0,200,198,397,246,279,527,162,159,325,6,9,11,3,3,11,0,0,0,150,141,294,328,311,644,152,160,316,5,6,15,13,10,27,0,0,0,112,114,229,298,293,589,137,144,282,3,13,15,10,21,30,0,0,3,57,60,115,206,241,444,111,99,214,9
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,57,0,0,4,0,6,10,0,10,15,3,3,5,38,50,88,29,37,63,0,0,0,5,5,7,7,24,30,0,3,3,38,64,100,38,27,65,0,0,0,0,0,3,0,34,36,0,7,7,41,66,105,26,15,38,0,0,0,0,6,6,7,49,56,0,5,5,32,71,108,620,612,1234,40,25,67,91,90,182,30,137,168,655,461,1120,1431,1330,2764,0,0,0,0,0,0,0,0,0,0,0,0,68,67,140,68,67,140,0,3,3,0,0,0,0,0,0,0,0,0,115,137,250,115,142,259,15,28,37,0,0,0,0,0,0,0,0,0,109,85,199,121,116,236,42,32,73,0,3,0,7,3,9,0,0,0,74,40,113,118,82,201,54,55,105,0,0,0,4,5,3,4,0,5,44,19,66,99,81,184,68,80,146,3,3,6,5,7,13,0,0,0,32,25,59,101,120,228,78,77,154,14
801051125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,117,247,3,6,8,0,5,5,0,0,0,1040,281,1327,1179,403,1580,0,0,0,0,0,0,0,0,0,0,0,0,262,118,377,262,121,378,8,5,15,0,0,0,0,0,0,0,0,0,619,169,786,626,179,805,19,21,40,0,0,4,3,0,3,0,0,0,99,46,147,127,72,198,36,29,61,0,0,0,0,0,0,0,0,0,30,6,33,66,32,98,27,25,54,5,0,5,3,0,4,0,0,0,12,0,10,41,26,72,10,15,22,0,0,0,3,0,3,0,0,0,3,0,8,13,17,38,11,8,18,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,21,0,0,0,4,4,7,0,0,0,0,0,5,22,16,36,6,9,17,0,0,0,4,0,4,0,9,12,0,0,5,19,17,41,8,0,8,0,0,0,0,0,0,3,5,5,0,0,0,12,4,20,9,4,8,0,0,0,3,0,0,3,14,16,0,0,0,13,18,32,241,234,480,18,19,38,72,78,150,13,48,60,381,298,680,721,675,1401,0,0,0,0,0,0,0,0,0,0,0,0,34,30,64,34,31,67,6,6,8,0,0,0,0,0,0,0,0,0,95,72,165,93,75,170,7,14,19,0,0,0,0,0,0,0,0,0,107,86,190,114,92,206,25,20,44,4,4,4,3,0,4,0,0,0,31,20,54,67,46,114,19,20,37,0,3,0,4,0,3,0,0,0,33,22,55,62,45,98,14,14,31,0,5,7,0,3,6,0,0,0,25,21,47,49,40,85,17,21,36,3
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,59,0,0,0,0,8,11,0,14,14,0,6,7,38,51,90,26,19,45,0,0,0,0,5,9,3,23,31,5,0,6,37,49,89,31,31,60,0,0,0,0,9,9,6,38,48,5,0,5,44,84,123,34,16,47,0,0,0,0,0,0,14,64,80,0,3,4,47,91,136,621,625,1245,20,21,41,42,85,126,30,168,198,295,377,672,1010,1282,2288,0,0,0,0,0,0,0,0,0,0,0,0,74,141,216,74,141,216,3,4,3,0,0,0,0,0,0,0,0,0,39,63,100,45,64,109,0,16,21,0,0,0,0,0,0,0,0,0,42,39,79,43,56,104,30,38,70,0,0,0,0,0,0,0,0,0,31,19,46,63,54,119,53,55,115,4,0,3,0,4,6,0,0,5,21,16,37,79,77,157,58,74,133,4,5,11,0,9,12,0,5,5,22,13,38,87,107,193,80,94,176,8
801061063,26,0,0,0,0,0,0,3,7,11,3,0,3,20,17,37,12,13,20,0,0,0,0,0,0,0,5,5,0,0,0,14,15,32,14,14,23,0,0,0,0,0,0,0,10,9,0,0,0,17,20,41,9,3,13,0,0,0,0,0,0,0,13,10,0,0,0,11,15,23,350,334,681,11,17,25,29,40,66,5,40,47,231,206,441,633,628,1266,0,0,0,0,0,0,0,0,0,0,0,0,42,43,89,42,43,89,0,0,0,0,0,0,0,0,0,0,0,0,40,51,90,40,51,90,4,8,18,0,0,0,0,0,0,0,0,0,53,65,119,54,80,138,19,26,43,4,0,4,0,0,3,0,0,0,29,41,68,53,65,118,21,27,47,0,0,0,0,6,3,0,0,0,11,19,28,34,44,81,23,33,56,0,4,3,6,5,8,0,0,3,8,12,23,41,59,97,55,51,104,3
801061064,63,0,3,3,4,3,4,3,17,17,6,0,3,38,58,92,37,22,62,0,0,0,6,8,14,0,18,19,7,5,12,49,53,98,17,18,35,0,0,0,0,0,4,11,19,27,5,4,0,24,41,64,21,10,28,0,0,0,0,0,4,13,37,48,0,4,3,35,46,82,726,716,1442,37,40,82,122,144,263,37,115,153,816,639,1456,1743,1654,3391,0,0,0,0,0,0,0,0,0,0,0,0,107,92,201,109,98,206,0,3,3,0,0,0,0,0,0,0,0,0,134,119,254,136,120,255,33,42,81,0,0,0,0,4,5,0,0,0,180,213,388,216,261,473,73,77,146,0,0,0,0,0,9,0,0,0,120,101,216,191,183,369,74,81,160,5,3,5,3,12,19,0,0,0,48,51,102,138,152,288,91,100,188,3,12,12,5,15,20,0,4,4,47,44,97,148,172,322,104,110,218,8
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,76,0,0,3,8,16,26,8,26,34,6,3,11,66,83,154,34,33,69,0,0,0,3,10,11,3,44,53,4,3,4,55,85,137,31,19,48,0,0,0,3,6,8,16,54,71,3,3,8,53,85,135,33,19,51,3,0,4,6,0,3,30,153,181,5,8,13,69,181,255,948,910,1856,65,73,133,173,275,450,68,309,381,947,905,1851,2194,2479,4672,0,0,0,0,0,0,0,0,0,0,0,0,198,158,357,198,163,362,3,7,6,0,0,0,0,0,0,0,0,0,136,131,267,141,141,274,26,51,79,0,0,9,0,0,0,0,0,0,128,134,261,156,193,348,101,113,217,3,9,16,8,11,19,0,0,0,91,89,180,203,225,432,107,134,238,4,9,12,9,11,22,0,0,0,64,68,139,190,227,414,137,141,279,9,8,18,10,31,35,0,4,4,53,63,120,211,245,453,117,120,239,12
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,54,0,0,0,3,5,13,3,12,13,3,5,5,45,44,93,26,12,43,0,0,0,4,7,7,3,20,22,3,0,5,34,42,83,26,19,43,0,0,0,0,4,4,8,34,36,4,4,6,34,63,101,24,12,43,0,0,0,0,6,8,20,92,106,0,0,0,47,109,157,642,641,1282,21,33,53,86,114,199,46,168,216,529,359,889,1321,1312,2639,0,0,0,0,0,0,0,0,0,0,0,0,180,102,280,181,102,281,3,0,0,0,0,0,0,0,0,0,0,0,96,70,170,97,75,173,4,14,22,0,0,0,4,0,0,0,0,0,62,55,116,75,70,140,21,40,58,0,0,6,0,3,3,0,0,0,42,21,63,57,74,132,40,55,99,8,0,6,3,3,3,0,0,0,26,21,44,82,79,161,69,79,146,0,4,7,3,17,19,0,0,0,22,21,39,94,114,211,93,86,183,9
801061070,90,0,0,0,3,10,11,3,14,13,6,0,4,53,67,126,35,25,54,0,0,0,7,0,5,5,15,17,0,0,0,41,45,82,28,24,56,0,0,0,0,5,5,5,29,31,3,3,0,41,55,97,20,10,29,0,0,0,0,0,3,4,37,42,0,0,0,27,42,71,678,678,1350,22,27,54,60,120,184,24,119,140,400,343,745,1183,1282,2468,0,0,0,0,0,0,0,0,0,0,0,0,79,85,164,79,85,164,0,0,0,0,0,0,0,0,0,0,0,0,65,60,124,65,62,126,7,16,24,0,0,0,0,0,0,0,0,0,54,45,100,62,62,127,24,31,53,0,3,3,0,0,0,0,0,0,26,16,41,47,49,99,38,61,102,3,0,3,3,4,3,0,0,0,20,18,38,62,84,143,59,54,116,0,0,4,3,3,11,0,0,0,18,18,36,91,76,167,71,81,154,0
801061129,21,0,0,0,5,3,4,0,0,0,0,0,0,10,19,28,9,3,6,0,0,0,3,0,4,0,3,4,0,0,0,7,5,12,7,3,8,0,0,0,0,0,0,0,4,4,0,0,0,7,9,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,230,213,441,15,6,24,36,57,92,0,23,26,263,247,510,545,547,1091,0,0,0,0,0,0,0,0,0,0,0,0,16,20,30,16,20,30,0,0,0,0,0,0,0,0,0,0,0,0,44,36,75,44,35,77,9,15,25,0,0,4,0,0,0,0,0,0,80,90,176,94,108,201,34,34,73,4,3,8,0,4,8,0,0,0,70,55,121,109,89,201,33,32,63,3,0,6,3,3,5,0,0,0,46,31,69,77,64,142,18,27,51,6,0,6,0,6,7,0,0,0,19,18,38,44,49,95,25,27,52,0
