SA2_CODE_2021,C11_CFNC_MR_0_299,C11_CFNC_MR_300_449,C11_CFNC_MR_450_599,C11_CFNC_MR_600_799,C11_CFNC_MR_800_999,C11_CFNC_MR_1000_1399,C11_CFNC_MR_1400_1799,C11_CFNC_MR_1800_2399,C11_CFNC_MR_2400_2999,C11_CFNC_MR_3000_3999,C11_CFNC_MR_4000over,C11_CFNC_MR_NS,C11_CFNC_Tot,C11_CF_Cu15DS_MR_0_299,C11_CF_Cu15DS_MR_300_449,C11_CF_Cu15DS_MR_450_599,C11_CF_Cu15DS_MR_600_799,C11_CF_Cu15DS_MR_800_999,C11_CF_Cu15DS_MR_1000_1399,C11_CF_Cu15DS_MR_1400_1799,C11_CF_Cu15DS_MR_1800_2399,C11_CF_Cu15DS_MR_2400_2999,C11_CF_Cu15DS_MR_3000_3999,C11_CF_Cu15DS_MR_4000over,C11_CF_Cu15DS_MR_NS,C11_CF_Cu15DS_Tot,C11_CF_Cu15NDS_MR_0_299,C11_CF_Cu15NDS_MR_300_449,C11_CF_Cu15NDS_MR_450_599,C11_CF_Cu15NDS_MR_600_799,C11_CF_Cu15NDS_MR_800_999,C11_CF_Cu15NDS_MR_1000_1399,C11_CF_Cu15NDS_MR_1400_1799,C11_CF_Cu15NDS_MR_1800_2399,C11_CF_Cu15NDS_MR_2400_2999,C11_CF_Cu15NDS_MR_3000_3999,C11_CF_Cu15NDS_MR_4000over,C11_CF_Cu15NDS_MR_NS,C11_CF_Cu15NDS_Tot,C11_CF_NCu15DS_MR_0_299,C11_CF_NCu15DS_MR_300_449,C11_CF_NCu15DS_MR_450_599,C11_CF_NCu15DS_MR_600_799,C11_CF_NCu15DS_MR_800_999,C11_CF_NCu15DS_MR_1000_1399,C11_CF_NCu15DS_MR_1400_1799,C11_CF_NCu15DS_MR_1800_2399,C11_CF_NCu15DS_MR_2400_2999,C11_CF_NCu15DS_MR_3000_3999,C11_CF_NCu15DS_MR_4000over,C11_CF_NCu15DS_MR_NS,C11_CF_NCu15DS_Tot,C11_CF_NDCO_MR_0_299,C11_CF_NDCO_MR_300_449,C11_CF_NDCO_MR_450_599,C11_CF_NDCO_MR_600_799,C11_CF_NDCO_MR_800_999,C11_CF_NDCO_MR_1000_1399,C11_CF_NDCO_MR_1400_1799,C11_CF_NDCO_MR_1800_2399,C11_CF_NDCO_MR_2400_2999,C11_CF_NDCO_MR_3000_3999,C11_CF_NDCO_MR_4000over,C11_CF_NDCO_MR_NS,C11_CF_NDCO_Tot,C11_CF_Tot_MR_0_299,C11_CF_Tot_MR_300_449,C11_CF_Tot_MR_450_599,C11_CF_Tot_MR_600_799,C11_CF_Tot_MR_800_999,C11_CF_Tot_MR_1000_1399,C11_CF_Tot_MR_1400_1799,C11_CF_Tot_MR_1800_2399,C11_CF_Tot_MR_2400_2999,C11_CF_Tot_MR_3000_3999,C11_CF_Tot_MR_4000over,C11_CF_Tot_MR_NS,C11_CF_Tot_Tot,C11_1PF_Cu15DS_MR_0_299,C11_1PF_Cu15DS_MR_300_449,C11_1PF_Cu15DS_MR_450_599,C11_1PF_Cu15DS_MR_600_799,C11_1PF_Cu15DS_MR_800_999,C11_1PF_Cu15DS_MR_1000_1399,C11_1PF_Cu15DS_MR_1400_1799,C11_1PF_Cu15DS_MR_1800_2399,C11_1PF_Cu15DS_MR_2400_2999,C11_1PF_Cu15DS_MR_3000_3999,C11_1PF_Cu15DS_MR_4000over,C11_1PF_Cu15DS_MR_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_MR_0_299,C11_1PF_CU15_NDS_MR_300_449,C11_1PF_CU15_NDS_MR_450_599,C11_1PF_CU15_NDS_MR_600_799,C11_1PF_CU15_NDS_MR_800_999,C11_1PF_CU15_NDS_MR_1000_1399,C11_1PF_CU15_NDS_MR_1400_1799,C11_1PF_CU15_NDS_MR_1800_2399,C11_1PF_CU15_NDS_MR_2400_2999,C11_1PF_CU15_NDS_MR_3000_3999,C11_1PF_CU15_NDS_MR_4000over,C11_1PF_CU15_NDS_MR_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_MR_0_299,C11_1PF_NCu15DS_MR_300_449,C11_1PF_NCu15DS_MR_450_599,C11_1PF_NCu15DS_MR_600_799,C11_1PF_NCu15DS_MR_800_999,C11_1PF_NCu15DS_MR_1000_1399,C11_1PF_NCu15DS_MR_1400_1799,C11_1PF_NCu15DS_MR_1800_2399,C11_1PF_NCu15DS_MR_2400_2999,C11_1PF_NCu15DS_MR_3000_3999,C11_1PF_NCu15DS_MR_4000over,C11_1PF_NCu15DS_MR_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_MR_0_299,C11_1PF_NDCO_MR_300_449,C11_1PF_NDCO_MR_450_599,C11_1PF_NDCO_MR_600_799,C11_1PF_NDCO_MR_800_999,C11_1PF_NDCO_MR_1000_1399,C11_1PF_NDCO_MR_1400_1799,C11_1PF_NDCO_MR_1800_2399,C11_1PF_NDCO_MR_2400_2999,C11_1PF_NDCO_MR_3000_3999,C11_1PF_NDCO_MR_4000over,C11_1PF_NDCO_MR_NS,C11_1PF_NDCO_Tot,C11_1PF_Tot_MR_0_299,C11_1PF_Tot_MR_300_449,C11_1PF_Tot_MR_450_599,C11_1PF_Tot_MR_600_799,C11_1PF_Tot_MR_800_999,C11_1PF_Tot_MR_1000_1399,C11_1PF_Tot_MR_1400_1799,C11_1PF_Tot_MR_1800_2399,C11_1PF_Tot_MR_2400_2999,C11_1PF_Tot_MR_3000_3999,C11_1PF_Tot_MR_4000over,C11_1PF_Tot_MR_NS,C11_1PF_Tot_Tot,C11_Tot_MR_0_299,C11_Tot_MR_300_449,C11_Tot_MR_450_599,C11_Tot_MR_600_799,C11_Tot_MR_800_999,C11_Tot_MR_1000_1399,C11_Tot_MR_1400_1799,C11_Tot_MR_1800_2399,C11_Tot_MR_2400_2999,C11_Tot_MR_3000_3999,C11_Tot_MR_4000over,C11_Tot_MR_NS,C11_Tot_Tot,C16_CFNC_MR_0_299,C16_CFNC_MR_300_449,C16_CFNC_MR_450_599,C16_CFNC_MR_600_799,C16_CFNC_MR_800_999,C16_CFNC_MR_1000_1399,C16_CFNC_MR_1400_1799,C16_CFNC_MR_1800_2399,C16_CFNC_MR_2400_2999,C16_CFNC_MR_3000_3999,C16_CFNC_MR_4000over,C16_CFNC_MR_NS,C16_CFNC_Tot,C16_CF_Cu15DS_MR_0_299,C16_CF_Cu15DS_MR_300_449,C16_CF_Cu15DS_MR_450_599,C16_CF_Cu15DS_MR_600_799,C16_CF_Cu15DS_MR_800_999,C16_CF_Cu15DS_MR_1000_1399,C16_CF_Cu15DS_MR_1400_1799,C16_CF_Cu15DS_MR_1800_2399,C16_CF_Cu15DS_MR_2400_2999,C16_CF_Cu15DS_MR_3000_3999,C16_CF_Cu15DS_MR_4000over,C16_CF_Cu15DS_MR_NS,C16_CF_Cu15DS_Tot,C16_CF_Cu15NDS_MR_0_299,C16_CF_Cu15NDS_MR_300_449,C16_CF_Cu15NDS_MR_450_599,C16_CF_Cu15NDS_MR_600_799,C16_CF_Cu15NDS_MR_800_999,C16_CF_Cu15NDS_MR_1000_1399,C16_CF_Cu15NDS_MR_1400_1799,C16_CF_Cu15NDS_MR_1800_2399,C16_CF_Cu15NDS_MR_2400_2999,C16_CF_Cu15NDS_MR_3000_3999,C16_CF_Cu15NDS_MR_4000over,C16_CF_Cu15NDS_MR_NS,C16_CF_Cu15NDS_Tot,C16_CF_NCu15DS_MR_0_299,C16_CF_NCu15DS_MR_300_449,C16_CF_NCu15DS_MR_450_599,C16_CF_NCu15DS_MR_600_799,C16_CF_NCu15DS_MR_800_999
801041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,0,9,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,18,19,12,9,6,3,71,0,0,0,0,0
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,0,0,0,7,9,11,3,16,15,32,31,4,126,0,0,0,0,0,3,0,3,0,6,8,0,33,7,9,3,0,9,17,15,38,39,46,36,4,225,3,0,0,0,0,6,4,6,3,6,11,0,36,0,0,0,0,0,5,0,5,0,0,0,0,9,11,8,5,5,7,25,22,53,39,65,49,4,301,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,4,0,0,20,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,5,4,5,5,11,4,0,0,50,15,9,11,8,22,43,34,77,68,103,79,8,477,10,0,4,3,7,0,13,29,12,21,24,9,130,6,0,5,3,0,3,7,4,8,8,4,4,44,6,0,8,5,3,8,10,22,39,54,32,7,194,3,0,0,3,0
801051051,3,0,0,0,3,8,14,32,20,14,13,3,112,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,11,11,11,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,0,7,0,11,13,9,7,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,9,5,0,0,0,0,19,15,44,32,26,21,4,176,4,0,4,0,4,16,26,46,26,5,11,0,150,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,5,8,8,11,11,0,0,48,0,0,0,0,0
801051053,3,0,0,0,0,4,5,9,11,11,14,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,4,3,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,8,18,16,23,0,72,0,0,0,0,0,4,13,25,17,18,14,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,17,0,0,0,0,0
801051054,3,3,0,4,0,10,7,13,9,10,3,0,62,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,9,0,20,6,11,4,0,57,0,0,0,0,0,3,4,0,0,3,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,12,6,15,13,19,11,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,0,16,10,4,0,0,0,18,13,33,19,31,14,7,153,4,0,0,0,4,0,5,9,7,12,6,0,39,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,3,9,13,15,9,4,3,64,0,0,0,0,0
801051055,6,3,4,0,0,9,7,17,14,25,4,0,90,0,0,0,0,5,0,4,6,0,4,0,0,25,4,0,3,0,3,12,9,32,32,29,8,0,141,0,3,0,0,0,7,6,9,3,3,0,0,23,0,0,0,0,0,0,3,0,0,3,0,0,11,9,3,3,0,8,15,19,47,39,42,6,4,198,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,0,10,0,0,8,0,3,9,4,7,10,4,0,0,36,18,8,9,5,12,26,31,68,59,65,13,3,327,12,0,0,0,0,7,6,21,9,14,4,4,86,0,0,0,0,0,0,0,0,6,4,0,0,16,8,0,5,0,3,6,14,37,37,43,15,6,178,0,0,0,0,0
801051056,4,6,0,0,6,7,5,10,12,13,14,0,75,0,0,0,0,0,3,0,0,6,5,0,0,22,4,0,3,4,4,7,10,31,31,33,18,0,156,0,0,0,4,0,3,4,5,4,3,3,0,29,3,0,0,0,0,0,3,0,0,0,0,0,15,14,0,3,3,9,20,20,36,39,42,23,7,218,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,3,11,10,0,0,0,0,29,16,7,0,3,13,33,36,58,56,51,36,10,332,7,3,0,0,0,3,7,10,16,13,7,5,67,0,0,0,0,0,0,0,4,5,0,5,0,17,3,5,0,6,0,15,17,36,40,37,17,5,173,0,0,0,3,0
801051057,11,0,3,4,5,15,21,28,17,16,11,3,129,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,3,0,7,5,7,14,14,19,13,5,90,0,0,0,0,0,4,0,0,0,0,0,4,21,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,4,3,9,14,13,23,19,21,19,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,3,3,0,3,0,0,0,18,3,0,0,0,0,6,7,9,4,0,4,0,34,14,0,6,5,17,29,40,53,40,44,30,9,293,6,7,5,0,3,18,15,28,14,14,7,5,120,5,0,0,0,0,0,0,0,3,0,4,0,15,3,0,0,0,0,12,10,21,20,28,12,4,115,4,0,0,0,0
801051058,5,0,0,4,0,11,15,20,18,23,19,8,130,0,0,0,0,0,0,3,4,6,9,9,0,39,5,3,4,0,8,14,24,40,26,46,36,8,210,3,0,0,0,0,9,8,8,7,10,10,0,53,0,0,0,0,3,0,0,0,5,4,0,0,12,3,6,4,8,12,25,34,58,42,70,54,6,311,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,3,6,0,0,26,0,0,0,0,0,0,3,4,5,4,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,4,0,0,4,4,16,6,11,4,0,50,12,6,4,6,14,40,56,86,69,101,72,16,486,9,3,0,5,3,5,17,16,12,24,12,0,119,4,0,0,3,0,4,3,5,0,11,7,0,35,3,7,4,7,0,9,25,32,34,33,49,5,206,3,0,0,0,3
801051060,7,0,0,0,0,5,5,33,20,19,18,7,117,0,0,0,4,0,0,0,3,4,0,3,0,17,0,0,0,0,0,4,4,14,3,6,9,0,37,0,0,0,0,0,3,0,5,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,7,4,18,8,3,18,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,6,0,0,6,0,18,6,3,0,3,8,15,14,58,30,25,37,7,199,4,4,0,0,3,10,8,28,15,20,6,5,103,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,5,3,11,6,7,6,0,55,4,0,0,0,0
801051061,9,6,0,8,5,10,25,45,29,43,24,0,200,0,0,0,0,0,5,0,9,6,5,0,0,22,4,4,0,6,6,12,28,48,44,53,23,4,230,0,0,0,0,0,0,6,6,7,5,0,4,30,0,0,0,0,0,0,0,3,5,0,0,0,11,4,4,3,3,5,20,34,71,55,58,22,3,290,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,3,4,5,7,6,5,0,28,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,7,3,3,0,4,0,3,11,12,9,4,5,0,56,15,12,3,13,7,36,64,124,97,106,50,6,543,7,0,0,6,3,20,25,50,34,22,10,8,182,0,0,0,0,0,4,3,8,3,5,0,0,22,3,3,0,0,3,25,33,63,45,42,18,7,256,5,0,0,0,3
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,8,0,0,0,6,7,10,7,13,15,4,78,0,0,0,0,0,4,0,5,0,9,5,0,26,0,0,3,0,0,5,5,12,21,25,24,4,106,0,4,0,0,0,6,0,3,6,7,3,0,36,0,0,0,0,0,5,0,0,0,6,5,0,23,7,6,4,5,3,14,10,20,26,46,37,6,191,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,4,4,0,0,0,0,24,7,9,4,7,7,26,21,36,41,59,59,18,289,11,0,5,0,8,6,10,12,6,18,16,4,84,0,0,0,3,0,3,0,0,0,3,6,0,23,8,4,0,0,0,7,9,12,6,31,31,6,120,0,0,0,0,0
801051125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,4,0,0,0,0,0,5,3,4,9,15,0,40,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,4,4,0,3,0,20,0,0,0,0,0,0,0,3,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,4,6,3,7,10,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,3,14,6,8,14,27,0,85,3,0,3,0,3,3,0,3,4,5,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,12,0,0,3,0,3,10,16,7,9,19,3,84,0,0,0,0,0,0,0,0,0,3,7,6,25,0,0,0,0,0,0,5,9,12,20,36,3,99,0,0,0,0,0,3,0,3,4,5,12,0,28,0,0,0,0,0,0,0,0,4,5,0,0,15,6,0,4,0,5,13,14,14,18,31,56,4,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,3,0,18,17,5,4,3,6,18,24,37,30,44,74,7,270,0,5,0,3,0,7,5,6,10,12,11,9,64,0,0,0,0,0,0,0,0,0,0,9,0,23,7,0,0,0,0,0,8,10,6,32,46,4,119,0,0,0,0,0
801061063,3,0,0,0,0,5,0,7,5,13,13,0,47,0,0,0,0,0,3,0,0,0,0,9,0,22,0,0,0,0,0,0,0,3,5,0,23,4,38,6,0,0,0,0,0,4,0,0,0,15,0,33,0,0,0,0,0,0,6,5,3,4,0,0,16,6,0,0,0,0,13,8,5,9,6,46,8,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,11,0,0,3,3,16,6,13,12,24,61,5,156,6,3,0,0,0,5,7,3,4,9,11,0,50,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,5,7,4,16,3,39,0,0,0,0,0
801061064,3,0,0,4,3,4,4,19,15,9,29,9,96,0,0,0,0,0,4,0,5,10,4,7,0,30,3,0,0,0,0,11,16,12,8,21,40,3,114,0,0,0,0,0,7,6,12,6,10,15,0,60,3,0,0,3,0,0,0,6,0,4,5,0,17,10,0,0,3,0,21,25,31,16,43,69,5,219,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,19,14,3,0,5,6,23,27,59,31,53,102,11,338,9,0,0,0,0,6,22,21,15,17,18,0,122,0,0,0,0,0,0,0,0,0,4,7,0,25,0,3,0,3,0,10,11,16,14,27,47,12,128,3,0,0,3,4
