SA2_CODE_2021,C11_M_15_19_Em_FT,C11_M_15_19_Em_PT,C11_M_15_19_Em_AFW,C11_M_15_19_Em_Hrs_NS,C11_M_15_19_Em_Tot,C11_M_15_19_Unem_Look_FT,C11_M_15_19_Unem_Look_PT,C11_M_15_19_Unem_Tot,C11_M_15_19_Tot_LF,C11_M_15_19_Not_LF,C11_M_15_19_LF_NS,C11_M_15_19_Tot,C11_M_20_24_Em_FT,C11_M_20_24_Em_PT,C11_M_20_24_Em_AFW,C11_M_20_24_Em_Hrs_NS,C11_M_20_24_Em_Tot,C11_M_20_24_Unem_Look_FT,C11_M_20_24_Unem_Look_PT,C11_M_20_24_Unem_Tot,C11_M_20_24_Tot_LF,C11_M_20_24_Not_LF,C11_M_20_24_LF_NS,C11_M_20_24_Tot,C11_M_25_29_Em_FT,C11_M_25_29_Em_PT,C11_M_25_29_Em_AFW,C11_M_25_29_Em_Hrs_NS,C11_M_25_29_Em_Tot,C11_M_25_29_Unem_Look_FT,C11_M_25_29_Unem_Look_PT,C11_M_25_29_Unem_Tot,C11_M_25_29_Tot_LF,C11_M_25_29_Not_LF,C11_M_25_29_LF_NS,C11_M_25_29_Tot,C11_M_30_34_Em_FT,C11_M_30_34_Em_PT,C11_M_30_34_Em_AFW,C11_M_30_34_Em_Hrs_NS,C11_M_30_34_Em_Tot,C11_M_30_34_Unem_Look_FT,C11_M_30_34_Unem_Look_PT,C11_M_30_34_Unem_Tot,C11_M_30_34_Tot_LF,C11_M_30_34_Not_LF,C11_M_30_34_LF_NS,C11_M_30_34_Tot,C11_M_35_39_Em_FT,C11_M_35_39_Em_PT,C11_M_35_39_Em_AFW,C11_M_35_39_Em_Hrs_NS,C11_M_35_39_Em_Tot,C11_M_35_39_Unem_Look_FT,C11_M_35_39_Unem_Look_PT,C11_M_35_39_Unem_Tot,C11_M_35_39_Tot_LF,C11_M_35_39_Not_LF,C11_M_35_39_LF_NS,C11_M_35_39_Tot,C11_M_40_44_Em_FT,C11_M_40_44_Em_PT,C11_M_40_44_Em_AFW,C11_M_40_44_Em_Hrs_NS,C11_M_40_44_Em_Tot,C11_M_40_44_Unem_Look_FT,C11_M_40_44_Unem_Look_PT,C11_M_40_44_Unem_Tot,C11_M_40_44_Tot_LF,C11_M_40_44_Not_LF,C11_M_40_44_LF_NS,C11_M_40_44_Tot,C11_M_45_49_Em_FT,C11_M_45_49_Em_PT,C11_M_45_49_Em_AFW,C11_M_45_49_Em_Hrs_NS,C11_M_45_49_Em_Tot,C11_M_45_49_Unem_Look_FT,C11_M_45_49_Unem_Look_PT,C11_M_45_49_Unem_Tot,C11_M_45_49_Tot_LF,C11_M_45_49_Not_LF,C11_M_45_49_LF_NS,C11_M_45_49_Tot,C11_M_50_54_Em_FT,C11_M_50_54_Em_PT,C11_M_50_54_Em_AFW,C11_M_50_54_Em_Hrs_NS,C11_M_50_54_Em_Tot,C11_M_50_54_Unem_Look_FT,C11_M_50_54_Unem_Look_PT,C11_M_50_54_Unem_Tot,C11_M_50_54_Tot_LF,C11_M_50_54_Not_LF,C11_M_50_54_LF_NS,C11_M_50_54_Tot,C11_M_55_59_Em_FT,C11_M_55_59_Em_PT,C11_M_55_59_Em_AFW,C11_M_55_59_Em_Hrs_NS,C11_M_55_59_Em_Tot,C11_M_55_59_Unem_Look_FT,C11_M_55_59_Unem_Look_PT,C11_M_55_59_Unem_Tot,C11_M_55_59_Tot_LF,C11_M_55_59_Not_LF,C11_M_55_59_LF_NS,C11_M_55_59_Tot,C11_M_60_64_Em_FT,C11_M_60_64_Em_PT,C11_M_60_64_Em_AFW,C11_M_60_64_Em_Hrs_NS,C11_M_60_64_Em_Tot,C11_M_60_64_Unem_Look_FT,C11_M_60_64_Unem_Look_PT,C11_M_60_64_Unem_Tot,C11_M_60_64_Tot_LF,C11_M_60_64_Not_LF,C11_M_60_64_LF_NS,C11_M_60_64_Tot,C11_M_65_69_Em_FT,C11_M_65_69_Em_PT,C11_M_65_69_Em_AFW,C11_M_65_69_Em_Hrs_NS,C11_M_65_69_Em_Tot,C11_M_65_69_Unem_Look_FT,C11_M_65_69_Unem_Look_PT,C11_M_65_69_Unem_Tot,C11_M_65_69_Tot_LF,C11_M_65_69_Not_LF,C11_M_65_69_LF_NS,C11_M_65_69_Tot,C11_M_70_74_Em_FT,C11_M_70_74_Em_PT,C11_M_70_74_Em_AFW,C11_M_70_74_Em_Hrs_NS,C11_M_70_74_Em_Tot,C11_M_70_74_Unem_Look_FT,C11_M_70_74_Unem_Look_PT,C11_M_70_74_Unem_Tot,C11_M_70_74_Tot_LF,C11_M_70_74_Not_LF,C11_M_70_74_LF_NS,C11_M_70_74_Tot,C11_M_75over_Em_FT,C11_M_75over_Em_PT,C11_M_75over_Em_AFW,C11_M_75over_Em_Hrs_NS,C11_M_75over_Em_Tot,C11_M_75over_Unem_Look_FT,C11_M_75over_Unem_Look_PT,C11_M_75over_Unem_Tot,C11_M_75over_Tot_LF,C11_M_75ove_Not_LF,C11_M_75over_LF_NS,C11_M_75over_Tot,C11_M_Tot_Em_FT,C11_M_Tot_Em_PT,C11_M_Tot_Em_AFW,C11_M_Tot_Em_Hrs_NS,C11_M_Tot_Em_Tot,C11_M_Tot_Unem_Look_FT,C11_M_Tot_Unem_Look_PT,C11_M_Tot_Unem_Tot,C11_M_Tot_Tot_labo_for,C11_M_Tot_Not_LF,C11_M_Tot_LF_NS,C11_M_Tot_Tot,C16_M_15_19_Em_FT,C16_M_15_19_Em_PT,C16_M_15_19_Em_AFW,C16_M_15_19_Em_Hrs_NS,C16_M_15_19_Em_Tot,C16_M_15_19_Unem_Look_FT,C16_M_15_19_Unem_Look_PT,C16_M_15_19_Unem_Tot,C16_M_15_19_Tot_LF,C16_M_15_19_Not_LF,C16_M_15_19_LF_NS,C16_M_15_19_Tot,C16_M_20_24_Em_FT,C16_M_20_24_Em_PT,C16_M_20_24_Em_AFW,C16_M_20_24_Em_Hrs_NS,C16_M_20_24_Em_Tot,C16_M_20_24_Unem_Look_FT,C16_M_20_24_Unem_Look_PT,C16_M_20_24_Unem_Tot,C16_M_20_24_Tot_LF,C16_M_20_24_Not_LF,C16_M_20_24_LF_NS,C16_M_20_24_Tot,C16_M_25_29_Em_FT,C16_M_25_29_Em_PT,C16_M_25_29_Em_AFW,C16_M_25_29_Em_Hrs_NS,C16_M_25_29_Em_Tot,C16_M_25_29_Unem_Look_FT,C16_M_25_29_Unem_Look_PT,C16_M_25_29_Unem_Tot
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,0,56,10,0,63,0,29,29,87,92,18,200,7,138,11,0,159,4,60,66,225,245,38,508,6,36,3,0,46,4,15,14,59,102,17,178,7,11,0,0,16,0,4,4,24,33,6,60,0,5,0,0,11,0,0,0,10,19,0,27,0,0,0,0,0,0,0,0,4,11,0,7,0,0,0,0,5,0,0,0,5,3,0,3,5,0,0,0,5,0,0,0,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,249,27,0,303,11,106,113,414,513,84,1007,0,47,7,18,77,0,66,64,140,141,14,292,4,105,12,26,144,7,39,51,189,202,19,412,6,21,0,6,34,0,10,13
801051050,9,48,5,0,64,0,3,8,70,54,3,130,54,66,3,3,126,0,4,4,129,44,6,178,107,27,3,0,136,0,0,0,137,19,12,167,95,24,3,0,122,0,0,3,126,14,11,151,139,15,9,3,164,0,0,0,166,14,4,189,121,15,0,0,149,3,0,8,151,11,9,176,121,28,3,3,157,3,0,3,161,20,3,185,115,19,11,5,147,4,0,11,157,24,9,189,82,16,7,0,108,3,0,3,107,39,3,156,29,14,0,0,48,0,0,0,48,51,11,115,10,5,0,0,16,0,0,0,17,44,9,65,3,5,0,0,9,0,0,0,9,52,7,68,0,8,0,0,8,0,0,0,8,167,34,205,892,289,48,24,1250,25,15,36,1290,550,125,1967,4,50,0,0,58,0,9,9,69,75,14,155,49,48,3,0,102,9,5,11,115,35,4,154,68,14,0,0,88,0,0,0
801051051,7,22,0,0,27,0,16,16,45,47,11,99,112,105,12,0,225,10,29,33,260,113,54,420,383,50,11,3,440,6,13,14,457,55,80,599,226,27,8,0,259,3,4,9,272,37,43,349,110,21,10,0,144,3,3,9,150,14,34,198,83,11,4,0,102,0,0,0,101,13,20,136,62,10,4,0,73,3,0,4,78,15,12,104,68,9,5,0,72,0,0,0,77,13,19,104,37,6,6,0,49,4,0,4,49,19,5,77,25,9,3,0,30,0,0,0,38,30,13,76,6,4,0,0,11,0,0,0,15,21,9,41,0,4,0,0,4,0,0,0,4,17,18,33,0,0,0,0,9,0,0,0,9,32,3,43,1108,270,55,10,1443,37,60,93,1535,434,309,2287,6,35,3,6,49,3,23,30,76,77,11,166,123,104,8,8,242,7,17,25,272,131,46,440,378,72,5,6,466,12,12,24
801051053,0,28,0,0,31,0,35,35,64,86,19,175,66,92,4,0,163,0,49,54,217,228,52,498,124,22,0,0,146,4,4,9,155,31,34,224,108,8,5,0,121,0,0,3,119,20,26,163,65,9,0,3,79,0,0,0,79,0,16,99,42,0,0,0,46,0,0,0,47,0,13,59,34,0,0,0,31,0,0,0,33,0,7,42,40,6,0,0,41,0,0,0,43,5,9,59,25,0,3,0,32,0,0,0,28,10,11,49,24,5,0,0,34,0,0,0,34,5,7,41,4,0,3,0,7,0,0,0,7,3,0,10,0,0,0,0,3,0,0,0,3,4,0,4,0,0,0,0,3,0,0,0,3,18,4,24,535,178,25,4,742,7,90,98,841,411,189,1440,3,40,3,5,53,0,43,43,97,154,9,263,52,97,7,20,179,5,39,48,226,385,46,655,182,45,7,4,234,0,14,13
801051054,9,10,0,0,17,0,0,0,17,26,5,47,60,36,3,0,100,5,0,4,106,36,9,146,83,23,4,3,109,3,0,3,111,11,10,132,77,15,3,0,96,5,0,5,102,16,6,115,49,16,5,0,67,0,0,0,63,5,3,74,40,8,0,0,50,3,4,4,54,4,3,59,37,8,9,4,53,0,0,0,53,7,6,64,35,10,0,0,44,0,0,0,44,8,6,62,28,3,0,0,29,0,3,3,35,7,4,44,12,5,0,0,21,0,0,0,21,24,5,41,9,0,0,0,10,0,0,0,10,19,0,27,0,0,0,0,0,0,0,0,0,19,0,25,0,3,0,0,5,0,0,0,5,63,0,66,423,135,23,11,591,18,8,24,618,239,50,913,5,17,0,3,22,0,9,4,30,32,4,60,33,53,5,0,88,4,7,12,104,31,5,141,78,21,0,0,100,0,0,6
801051055,13,24,0,0,46,0,3,8,47,50,5,99,52,55,0,3,111,4,4,4,117,31,5,154,100,20,5,0,122,0,6,7,129,26,9,164,91,25,3,0,127,4,0,3,130,19,9,154,108,14,6,0,130,5,0,0,132,6,4,147,89,20,8,0,111,0,0,0,115,10,10,142,89,12,5,0,107,4,0,4,111,13,5,124,54,16,0,4,72,5,0,8,79,15,0,93,43,11,6,0,61,6,0,6,65,16,3,80,33,8,0,0,41,0,0,0,41,30,4,74,7,7,0,0,10,0,0,0,14,33,0,46,5,6,0,0,9,0,0,0,9,29,0,44,0,4,0,0,6,0,0,0,6,107,7,119,674,230,35,13,946,25,12,42,990,373,67,1434,4,24,0,0,28,0,8,10,37,60,4,98,55,52,3,0,107,6,4,16,124,47,10,182,79,29,7,3,115,0,3,7
801051056,0,27,3,0,35,0,4,4,40,30,0,66,32,26,0,0,67,0,7,7,76,11,4,87,52,13,0,3,67,0,0,0,71,10,0,75,58,11,0,4,75,6,0,6,82,13,3,98,78,19,0,0,105,0,0,8,106,11,3,118,82,13,9,0,100,3,0,3,105,0,0,105,67,8,9,0,81,0,0,0,87,5,5,90,60,11,3,0,78,0,0,0,80,11,0,92,49,6,5,0,55,0,0,0,55,15,0,65,25,8,3,0,39,0,0,0,38,37,0,74,8,0,0,0,17,0,0,0,17,38,0,51,0,0,0,0,6,0,0,0,6,48,3,55,0,0,0,0,4,0,0,0,4,119,4,124,524,153,32,13,727,19,8,30,755,325,21,1103,11,20,0,0,30,0,4,4,29,37,0,68,18,30,0,0,49,0,10,9,56,17,5,81,49,19,3,0,71,4,0,8
801051057,4,19,0,0,33,0,7,7,38,43,3,86,87,59,10,5,154,6,3,9,167,23,31,228,181,36,4,4,224,0,4,4,232,27,20,278,123,17,5,4,149,0,0,7,159,26,19,201,89,16,6,0,109,3,3,7,117,18,14,155,82,20,7,8,111,6,0,6,116,14,14,142,82,14,3,4,103,6,0,6,106,17,9,136,75,17,10,0,99,3,0,3,102,22,16,139,77,10,0,0,89,0,0,0,89,42,17,147,42,6,8,4,53,0,0,3,61,39,14,112,13,5,0,0,18,0,0,0,18,44,12,74,0,4,0,0,7,0,0,0,7,30,9,41,0,3,0,0,4,0,0,0,4,122,26,152,855,226,52,29,1158,37,17,56,1212,484,215,1905,5,23,0,0,26,0,7,8,33,45,5,78,95,73,5,0,166,4,14,18,185,55,8,252,186,46,3,3,236,5,9,13
801051058,8,27,0,0,42,0,5,11,56,85,3,138,68,90,4,0,163,4,21,26,186,53,10,254,143,33,12,3,192,6,3,11,203,28,16,251,96,30,6,0,134,4,0,5,142,23,12,181,133,34,9,0,180,3,0,0,182,13,7,200,139,28,12,4,180,0,4,5,184,11,14,205,128,16,6,0,145,6,0,8,156,12,6,173,135,18,5,0,154,0,0,3,160,15,8,180,90,18,9,0,119,5,0,3,120,25,9,148,44,20,5,0,70,0,0,0,71,34,6,116,8,11,0,0,16,0,0,0,16,47,0,61,4,3,0,0,6,0,0,0,6,32,5,41,3,3,0,0,8,0,0,0,8,116,5,128,1000,342,60,10,1413,35,44,77,1490,500,92,2084,10,45,0,0,55,0,6,6,71,74,6,145,79,103,9,0,193,8,12,12,205,73,13,289,135,61,4,5,202,10,4,11
801051060,4,11,0,0,17,0,4,5,20,19,4,46,106,56,8,7,173,4,7,22,194,44,30,267,265,46,0,0,324,8,0,6,331,30,36,393,164,19,3,3,188,3,0,3,194,11,19,224,91,18,8,0,114,3,0,3,118,12,17,149,76,10,4,0,87,0,0,0,97,19,13,125,62,5,3,3,75,0,0,3,81,19,12,112,74,7,6,0,90,0,0,0,95,14,6,112,40,8,0,0,51,0,3,7,52,24,7,75,25,10,6,0,40,0,0,0,43,28,7,75,14,9,0,0,17,0,0,0,17,33,5,53,5,0,0,0,4,0,0,0,0,39,5,45,0,0,0,0,6,0,0,0,6,50,3,53,930,206,39,11,1187,28,27,55,1242,329,156,1728,0,6,0,0,7,0,3,4,11,27,11,43,65,90,7,5,164,4,20,23,186,77,49,322,213,60,4,4,276,6,5,18
801051061,14,31,3,0,46,6,10,12,57,55,8,116,90,41,11,10,145,4,13,16,164,31,13,206,208,35,8,0,249,4,0,4,254,23,19,302,193,26,12,3,234,3,0,5,235,19,14,265,161,20,6,3,195,0,0,3,198,15,15,226,138,27,14,0,182,0,0,0,182,8,16,205,117,12,6,0,144,4,0,4,143,9,9,163,99,17,3,0,121,0,0,0,119,11,8,141,58,23,4,0,86,0,0,0,83,26,0,111,34,12,0,0,47,0,0,0,47,31,0,79,12,0,0,0,15,0,0,0,15,29,0,44,4,0,0,0,10,0,0,0,10,47,0,60,0,5,0,0,8,0,0,0,8,110,14,128,1129,250,66,23,1470,23,22,45,1518,421,115,2056,19,48,9,0,65,4,14,14,80,74,9,160,83,73,8,0,155,8,4,12,166,34,15,213,155,40,10,5,200,4,0,7
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,5,27,0,0,33,0,5,5,38,40,0,77,70,61,5,3,139,3,9,14,148,31,10,185,80,19,3,0,113,4,0,4,115,25,3,147,60,12,0,0,73,3,0,8,83,12,6,104,61,9,3,0,72,3,5,5,83,8,15,105,85,8,7,0,101,5,4,7,106,20,13,135,96,13,5,3,123,0,0,0,123,14,6,141,80,8,0,0,87,4,0,4,93,17,6,113,74,6,9,0,90,3,0,4,89,19,11,117,32,22,4,0,57,3,0,6,61,29,5,90,21,19,0,0,37,0,0,0,37,35,6,74,0,4,0,0,9,0,0,0,9,24,0,38,0,7,0,0,3,0,0,0,3,104,4,109,665,205,46,6,927,29,17,54,980,371,83,1431,0,19,0,0,22,0,3,3,28,42,0,68,34,39,0,0,74,4,9,15,87,25,3,115,70,11,0,0,83,4,3,3
801051125,262,40,0,5,306,0,0,0,306,33,13,352,473,46,5,12,533,0,0,0,533,36,35,598,87,7,0,6,92,0,0,0,92,4,3,105,48,0,0,0,51,0,0,0,51,0,3,51,27,0,0,0,28,0,0,0,28,0,0,26,18,0,0,0,23,0,0,0,23,0,0,23,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,91,6,28,1049,0,0,0,1049,74,59,1179,216,25,0,10,247,0,0,0,247,7,7,262,502,50,0,11,556,0,0,0,556,35,35,626,93,7,0,8,110,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,13,3,0,11,0,3,5,22,12,0,36,30,13,9,0,49,3,6,9,55,15,8,86,58,10,3,0,69,0,0,0,76,6,9,90,28,10,0,0,42,6,5,5,45,10,14,68,18,3,0,0,22,4,3,6,27,9,3,47,28,4,3,0,34,0,0,3,36,14,7,56,31,3,8,0,43,0,0,0,45,18,5,66,40,0,0,0,46,0,5,5,48,17,7,71,28,4,0,4,33,0,3,5,38,14,3,61,16,6,0,0,23,5,0,5,30,19,6,43,4,5,0,0,15,0,3,3,12,23,0,40,4,0,0,0,10,0,0,0,10,13,3,22,4,0,0,0,0,0,0,0,0,36,7,40,284,83,23,5,392,23,22,49,440,206,75,721,4,12,0,0,15,0,6,4,16,13,3,34,26,23,6,4,60,4,6,7,66,21,10,93,69,15,0,0,84,4,0,5
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,11,16,0,0,21,0,0,3,26,31,3,63,27,22,3,0,52,0,0,0,58,7,0,68,46,17,0,0,69,5,0,4,72,0,6,77,44,0,0,0,49,4,0,4,54,3,6,65,43,0,3,0,57,0,0,0,55,4,3,61,73,3,0,5,84,0,0,0,81,4,5,87,65,9,0,6,80,0,0,0,74,9,4,86,84,6,3,3,94,4,0,4,94,4,3,104,52,7,5,0,66,0,0,0,65,10,3,79,44,18,5,0,62,3,0,3,64,22,3,93,18,20,3,0,39,0,0,0,39,29,5,68,0,5,0,0,4,0,0,0,4,29,0,38,5,7,0,0,8,0,0,0,8,110,5,126,519,120,27,13,681,12,4,19,701,263,40,1010,6,14,0,0,23,4,3,8,30,50,0,74,18,15,0,0,30,0,0,5,32,10,0,45,28,8,0,0,37,0,0,0
801061063,0,8,0,0,12,0,6,3,14,31,0,49,19,13,0,0,32,0,4,0,36,6,4,44,44,4,0,3,50,0,0,0,56,0,8,60,16,6,0,0,29,0,0,0,28,0,4,33,37,4,0,0,43,0,0,0,43,0,5,43,40,7,0,0,49,0,0,0,49,0,4,50,43,5,0,0,42,0,0,0,42,4,7,49,46,8,0,0,51,3,0,3,51,3,0,59,49,8,0,0,54,0,0,0,61,7,3,66,34,5,0,0,47,0,0,5,43,6,3,54,16,10,3,0,27,0,0,0,27,14,8,46,6,3,0,0,12,0,0,0,12,12,0,20,0,3,0,0,3,0,0,0,3,34,5,40,361,80,10,6,454,13,3,13,472,113,47,633,3,9,0,0,18,0,0,0,18,31,0,42,11,13,0,0,31,0,3,3,32,4,5,40,37,3,5,0,46,0,0,0
801061064,6,31,4,0,42,3,4,5,52,47,3,105,79,39,3,0,116,0,9,8,124,20,12,151,176,18,9,0,207,3,4,5,215,12,12,234,107,13,5,0,128,3,3,4,132,14,11,156,88,4,6,0,95,4,0,4,99,7,6,117,103,3,8,0,115,0,0,4,117,12,13,145,103,14,3,0,120,9,0,9,129,16,12,155,123,14,10,0,149,3,0,3,155,21,16,188,76,11,0,0,96,0,4,5,97,15,13,127,64,12,4,0,88,4,0,4,89,34,4,130,17,14,0,0,33,0,0,3,33,37,3,77,0,7,0,0,7,0,0,0,7,29,0,38,0,4,0,0,5,0,0,0,10,95,6,108,948,196,62,7,1209,31,24,51,1264,364,112,1743,6,27,3,0,33,0,10,10,42,64,5,109,72,31,5,0,105,3,4,10,114,18,10,136,158,24,6,5,188,0,0,0
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,13,40,0,0,51,4,5,7,63,87,7,156,95,35,8,0,137,10,6,10,151,18,9,180,141,24,9,6,178,6,3,6,191,17,11,217,122,9,4,0,139,3,0,0,148,9,4,159,155,18,7,0,181,4,0,4,186,13,8,205,160,20,9,0,193,6,0,8,198,23,15,237,154,20,11,3,181,9,0,6,188,21,0,215,137,18,0,0,156,3,3,6,167,23,9,193,99,12,7,3,128,4,4,10,130,35,12,174,64,20,4,0,83,7,0,3,88,31,4,124,14,13,0,0,27,0,0,0,28,56,5,86,3,9,0,0,9,0,0,0,9,56,7,66,3,3,0,0,4,0,0,0,7,154,15,173,1164,247,47,17,1476,44,23,70,1549,549,97,2194,8,40,5,0,52,3,18,21,76,117,9,198,57,41,0,3,105,3,3,9,108,14,12,141,101,18,5,0,119,3,0,3
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
