SA2_CODE_2021,Afghanistan_C11_M,Afghanistan_C11_F,Afghanistan_C11_P,Afghanistan_C16_M,Afghanistan_C16_F,Afghanistan_C16_P,Afghanistan_C21_M,Afghanistan_C21_F,Afghanistan_C21_P,Aust_C11_M,Aust_C11_F,Aust_C11_P,Aust_C16_M,Aust_C16_F,Aust_C16_P,Aust_C21_M,Aust_C21_F,Aust_C21_P,Bangladesh_C11_M,Bangladesh_C11_F,Bangladesh_C11_P,Bangladesh_C16_M,Bangladesh_C16_F,Bangladesh_C16_P,Bangladesh_C21_M,Bangladesh_C21_F,Bangladesh_C21_P,Canada_C11_M,Canada_C11_F,Canada_C11_P,Canada_C16_M,Canada_C16_F,Canada_C16_P,Canada_C21_M,Canada_C21_F,Canada_C21_P,China_C11_M,China_C11_F,China_C11_P,China_C16_M,China_C16_F,China_C16_P,China_C21_M,China_C21_F,China_C21_P,Croatia_C11_M,Croatia_C11_F,Croatia_C11_P,Croatia_C16_M,Croatia_C16_F,Croatia_C16_P,Croatia_C21_M,Croatia_C21_F,Croatia_C21_P,Egypt_C11_M,Egypt_C11_F,Egypt_C11_P,Egypt_C16_M,Egypt_C16_F,Egypt_C16_P,Egypt_C21_M,Egypt_C21_F,Egypt_C21_P,Fiji_C11_M,Fiji_C11_F,Fiji_C11_P,Fiji_C16_M,Fiji_C16_F,Fiji_C16_P,Fiji_C21_M,Fiji_C21_F,Fiji_C21_P,Germany_C11_M,Germany_C11_F,Germany_C11_P,Germany_C16_M,Germany_C16_F,Germany_C16_P,Germany_C21_M,Germany_C21_F,Germany_C21_P,Greece_C11_M,Greece_C11_F,Greece_C11_P,Greece_C16_M,Greece_C16_F,Greece_C16_P,Greece_C21_M,Greece_C21_F,Greece_C21_P,Hong_Kong_C11_M,Hong_Kong_C11_F,Hong_Kong_C11_P,Hong_Kong_C16_M,Hong_Kong_C16_F,Hong_Kong_C16_P,Hong_Kong_C21_M,Hong_Kong_C21_F,Hong_Kong_C21_P,India_C11_M,India_C11_F,India_C11_P,India_C16_M,India_C16_F,India_C16_P,India_C21_M,India_C21_F,India_C21_P,Indonesia_C11_M,Indonesia_C11_F,Indonesia_C11_P,Indonesia_C16_M,Indonesia_C16_F,Indonesia_C16_P,Indonesia_C21_M,Indonesia_C21_F,Indonesia_C21_P,Iran_C11_Cens_M,Iran_C11_Cens_F,Iran_C11_Cens_P,Iran_C16_Cens_M,Iran_C16_Cens_F,Iran_C16_Cens_P,Iran_C21_Cens_M,Iran_C21_Cens_F,Iran_C21_Cens_P,Iraq_C11_M,Iraq_C11_F,Iraq_C11_P,Iraq_C16_M,Iraq_C16_F,Iraq_C16_P,Iraq_C21_M,Iraq_C21_F,Iraq_C21_P,Ireland_C11_M,Ireland_C11_F,Ireland_C11_P,Ireland_C16_M,Ireland_C16_F,Ireland_C16_P,Ireland_C21_M,Ireland_C21_F,Ireland_C21_P,Italy_C11_M,Italy_C11_F,Italy_C11_P,Italy_C16_M,Italy_C16_F,Italy_C16_P,Italy_C21_M,Italy_C21_F,Italy_C21_P,Japan_C11_M,Japan_C11_F,Japan_C11_P,Japan_C16_M,Japan_C16_F,Japan_C16_P,Japan_C21_M,Japan_C21_F,Japan_C21_P,Korea_C11_M,Korea_C11_F,Korea_C11_P,Korea_C16_M,Korea_C16_F,Korea_C16_P,Korea_C21_M,Korea_C21_F,Korea_C21_P,Lebanon_C11_M,Lebanon_C11_F,Lebanon_C11_P,Lebanon_C16_M,Lebanon_C16_F,Lebanon_C16_P,Lebanon_C21_M,Lebanon_C21_F,Lebanon_C21_P,Malaysia_C11_M,Malaysia_C11_F,Malaysia_C11_P,Malaysia_C16_M,Malaysia_C16_F,Malaysia_C16_P,Malaysia_C21_M,Malaysia_C21_F,Malaysia_C21_P,Nepal_C11_M,Nepal_C11_F,Nepal_C11_P,Nepal_C16_M,Nepal_C16_F,Nepal_C16_P,Nepal_C21_M,Nepal_C21_F,Nepal_C21_P,Netherlands_C11_M,Netherlands_C11_F
801051125,0,0,0,0,0,0,0,0,0,1036,378,1414,985,415,1398,875,437,1311,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,0,3,5,3,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,6,9,10,0,0,4,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,4,0,8,3,0,3,9,0,3,8,0,6,6,0,7,16,6,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,4,0,6,4,4,0,5,3,4,9,0,0,0,0,0,0,0,0,0,4,0,7,8,0,8,6,0,9,0,0,0,0,0,0,5,0,3,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,8,0,8,4,0,4,0,0,0,485,491,967,523,454,974,522,464,986,0,0,4,0,0,0,0,0,5,3,4,6,3,0,4,3,6,6,13,17,26,27,25,49,15,15,32,0,0,3,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,8,4,15,8,3,16,0,4,11,4,0,3,3,0,4,0,0,3,0,3,3,0,6,4,11,7,21,19,8,20,22,15,41,5,3,9,5,7,10,0,3,8,0,4,5,5,6,4,0,0,0,4,0,0,0,0,0,0,0,0,6,3,8,0,0,4,4,0,8,0,0,0,0,0,5,0,0,0,0,7,10,0,3,4,0,0,0,4,10,16,17,5,23,15,18,34,0,0,0,0,0,0,0,0,0,6,15,20,16,10,25,6,15,16,0,0,4,0,0,0,9,0,13,0,3
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,0,0,0,0,0,908,1098,2008,909,1117,2031,999,1170,2166,0,0,0,0,0,0,0,5,5,3,10,16,11,9,15,7,4,12,5,17,24,15,35,48,20,19,43,3,4,8,5,4,9,5,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,6,12,18,24,13,13,24,10,17,25,8,10,13,7,5,14,3,10,12,0,7,9,7,13,17,10,6,16,20,19,35,26,31,59,43,35,73,0,7,8,0,5,5,8,5,13,0,0,4,3,5,8,4,6,11,8,4,11,6,0,4,0,0,4,3,4,9,3,5,5,5,3,4,13,16,25,7,14,21,7,18,27,0,5,5,9,4,16,0,8,7,3,9,13,0,0,3,0,6,10,3,0,3,0,0,0,0,0,0,13,17,24,11,17,34,19,18,34,0,3,6,0,0,0,9,7,15,4,4
801061063,0,0,0,0,0,0,0,0,0,528,525,1051,528,569,1094,639,675,1317,0,0,3,0,0,0,0,0,3,4,3,11,3,3,8,5,5,7,0,7,8,9,12,22,16,20,30,0,0,4,0,4,10,0,0,4,0,0,3,0,0,4,3,5,4,0,0,0,6,0,4,0,4,9,4,3,6,3,9,9,8,4,10,5,4,3,5,3,5,3,4,7,5,5,7,3,0,6,9,4,14,11,5,17,14,11,24,24,19,38,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,7,5,4,0,0,0,0,0,0,0,0,0,0,9,8,5,0,10,9,7,10,9,7,16,10,6,16,6,8,12,4,3,6,0,3,4,0,3,3,10,3,14,0,0,3,6,5,8,0,0,0,0,0,0,0,0,0,7,10,12,7,12,19,9,7,18,0,0,0,0,0,0,0,3,6,3,4
801061064,3,0,0,4,0,4,8,3,6,1412,1356,2770,1474,1525,2998,1860,1860,3722,5,3,7,3,10,8,8,8,21,14,8,19,9,14,23,9,16,21,12,24,35,30,35,64,32,61,93,6,4,12,3,3,11,10,6,15,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,4,5,15,18,31,15,20,35,13,19,33,6,4,14,4,5,9,6,3,7,8,9,18,11,8,17,8,14,22,39,17,53,39,41,78,48,53,101,0,4,7,0,12,17,3,12,13,0,3,7,7,12,13,9,6,21,4,0,0,9,0,5,4,3,3,0,3,13,7,4,5,9,8,14,23,17,41,17,12,32,19,23,40,3,17,21,3,14,19,0,15,12,12,12,25,14,18,29,8,14,21,0,0,4,3,0,5,3,3,6,11,14,18,18,19,35,16,18,33,3,0,3,5,5,4,31,34,66,3,4
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,3,3,0,0,5,4,0,4,1921,2117,4038,1881,2008,3884,2093,2179,4274,9,9,14,6,11,19,14,11,25,12,19,27,15,16,29,10,12,20,21,34,52,33,48,76,34,41,78,13,12,25,9,7,15,7,13,20,3,4,7,4,3,5,6,0,7,9,12,16,0,10,12,5,9,13,23,25,49,18,24,47,10,22,35,4,7,13,8,10,15,11,9,18,4,12,14,6,10,16,13,12,28,39,31,68,42,47,91,87,80,167,0,9,11,3,15,13,8,17,25,7,3,9,12,7,22,8,7,13,0,0,0,7,3,10,10,3,16,7,9,15,9,12,22,4,13,18,29,27,53,23,26,49,21,18,41,13,15,28,10,20,32,15,16,33,13,13,28,14,18,28,11,14,26,0,0,0,4,0,3,8,5,10,9,12,23,17,12,29,21,7,32,0,0,0,5,4,7,51,40,90,14,18
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,0,3,0,3,3,0,3,1201,1104,2306,1100,1000,2095,1108,1047,2150,3,0,5,0,4,10,7,7,15,0,3,10,6,10,14,7,14,18,10,19,29,20,24,49,24,38,65,0,3,4,0,3,3,0,0,0,0,4,6,0,0,0,0,0,0,3,3,5,8,5,11,4,4,4,11,13,23,21,8,27,17,10,25,10,7,17,5,9,13,8,7,20,15,4,19,8,11,20,5,9,19,21,22,43,31,35,60,45,44,83,0,5,5,3,3,4,3,15,15,11,5,15,11,3,11,10,4,13,0,0,3,6,7,14,4,3,9,0,0,0,3,0,7,0,0,0,20,23,39,12,20,32,11,19,27,8,6,5,5,0,7,8,4,12,12,12,22,4,4,9,3,4,11,0,0,4,6,3,6,0,0,0,8,10,22,13,18,29,4,19,24,0,0,0,0,0,0,9,6,15,0,3
801061070,3,0,4,0,0,0,0,0,0,1030,1078,2105,956,1027,1984,1019,1097,2116,0,0,0,4,3,5,3,4,3,6,10,15,6,11,20,7,18,31,10,11,26,14,26,36,21,29,52,3,3,10,0,0,3,5,6,15,0,0,0,3,0,3,0,4,0,0,0,0,0,5,4,0,3,4,11,8,23,10,11,24,13,11,23,4,3,4,3,3,8,4,3,5,6,0,5,5,9,15,7,6,10,20,20,39,8,22,27,38,35,68,3,0,3,3,9,11,0,6,5,0,0,0,0,0,3,0,0,4,0,0,0,4,0,5,4,0,4,3,6,7,3,4,10,0,3,8,9,12,17,11,10,23,6,13,16,3,0,3,4,5,0,3,0,4,3,6,10,4,5,11,5,11,8,0,0,0,0,0,0,0,0,0,11,14,18,4,17,21,9,11,22,3,0,4,0,0,0,0,0,3,6,8
801061129,0,0,0,0,0,0,0,0,0,367,382,752,467,464,932,594,619,1217,0,0,0,0,0,0,0,3,6,0,0,4,9,9,15,3,7,8,0,9,12,17,15,32,15,18,35,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,4,3,4,0,9,8,4,11,0,0,0,0,0,0,0,0,0,4,4,9,4,5,4,3,3,8,7,8,8,11,4,16,18,12,26,0,8,8,4,4,9,5,8,8,5,0,5,4,0,6,0,3,3,0,0,0,0,0,0,0,0,0,5,3,8,3,6,7,3,0,3,4,0,3,5,0,6,3,5,6,0,0,0,0,8,3,0,4,4,6,12,16,10,8,19,0,9,10,0,0,0,0,0,0,0,0,0,6,4,7,3,3,12,10,8,17,0,0,0,0,0,0,0,0,0,5,3
801061130,0,0,0,0,0,0,0,0,0,28,9,35,35,7,44,27,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,4,4,0,3,4,0,0,0,945,1018,1961,1481,1488,2966,2103,2262,4363,0,0,0,0,5,3,4,9,13,12,7,20,15,22,34,15,19,37,5,19,20,29,34,66,34,63,98,3,0,3,3,4,4,4,0,4,0,0,4,0,3,5,6,0,6,3,3,4,0,4,8,0,10,9,10,11,19,7,17,21,14,22,36,4,5,14,4,9,7,4,4,4,6,6,12,7,15,24,18,19,42,23,14,36,40,26,71,44,46,92,3,0,4,6,0,9,6,11,17,4,5,6,12,4,17,7,16,13,6,0,13,0,5,5,9,8,20,3,9,8,4,3,4,7,11,20,6,0,6,8,4,12,12,10,19,3,7,11,0,4,9,0,11,15,0,5,14,4,12,26,18,23,42,5,0,3,3,0,8,0,0,3,3,10,15,11,12,29,21,31,53,0,0,4,0,0,0,17,14,24,6,0
801071071,6,3,12,10,3,8,6,9,12,1871,2030,3903,1902,2045,3943,2029,2019,4049,8,0,6,8,5,6,0,0,6,3,3,7,4,3,10,3,5,3,5,8,14,10,9,23,11,13,21,10,6,17,4,8,13,10,3,13,4,0,4,5,0,0,7,0,10,0,0,0,0,0,0,0,0,0,7,11,25,5,10,15,4,7,14,4,0,4,3,0,3,0,0,3,10,7,9,5,4,9,3,3,8,21,22,44,23,23,47,56,59,114,0,0,5,3,0,6,3,6,9,0,0,4,3,0,6,4,3,11,3,3,7,3,11,10,6,7,12,4,3,5,3,0,8,5,0,7,3,9,12,5,5,6,8,3,14,0,4,4,3,0,5,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,10,3,12,13,9,19,10,9,20,3,5,6,0,0,4,10,7,17,11,4
801071072,0,0,0,0,0,0,0,3,3,1385,1414,2798,1339,1410,2749,1331,1460,2785,21,18,33,9,14,18,15,7,27,5,5,14,8,7,6,9,5,12,23,32,57,28,31,60,17,32,49,4,6,9,4,8,17,8,11,12,5,3,3,6,4,4,0,3,3,0,0,3,5,6,7,0,0,3,0,10,9,6,10,12,3,9,8,4,3,3,4,0,6,4,3,6,11,4,13,10,4,10,3,5,8,37,37,71,86,62,153,74,59,135,0,8,8,6,4,8,0,0,0,4,3,3,5,0,9,3,0,10,0,0,0,3,4,9,11,13,25,4,0,3,3,0,5,5,4,4,3,8,14,6,9,13,0,4,9,0,0,0,0,0,4,0,3,3,4,4,4,0,0,3,0,0,3,4,13,16,7,6,17,3,8,14,13,8,20,7,13,21,8,12,19,0,0,0,0,0,4,14,12,21,6,3
801071073,0,0,0,0,0,0,0,0,0,2289,2395,4681,2208,2292,4503,2204,2288,4489,0,0,0,0,0,0,3,7,7,4,0,3,0,0,4,3,7,7,15,16,32,11,15,24,13,15,26,7,6,14,8,6,17,8,6,16,0,0,0,0,0,0,3,0,5,6,3,9,0,3,7,0,7,10,10,15,29,15,16,25,14,7,24,0,0,8,0,4,4,0,4,4,0,3,10,4,4,6,7,0,3,15,25,41,51,46,97,66,55,121,0,4,4,0,4,3,0,5,7,6,4,4,0,0,5,0,5,3,0,0,0,0,0,6,5,9,11,8,7,15,0,9,10,5,4,11,7,9,14,9,3,15,9,0,12,0,0,0,0,3,3,0,5,5,3,0,8,6,5,6,0,0,4,8,13,26,11,10,24,9,8,22,11,19,35,11,16,29,8,19,25,0,0,0,0,0,0,12,6,23,8,5
801071074,3,0,6,0,0,4,0,4,3,2131,2150,4279,2027,2021,4049,2078,2053,4136,0,4,4,0,0,3,0,0,4,0,8,10,0,10,5,0,7,7,10,4,9,6,7,16,12,12,24,8,10,20,9,5,13,3,10,13,0,8,9,0,0,0,0,0,0,5,6,10,6,11,14,3,4,10,15,7,25,19,5,23,21,13,33,0,5,7,4,4,11,3,4,5,0,0,0,4,3,3,0,0,3,9,14,24,22,36,61,51,57,111,0,6,6,0,6,6,4,9,9,0,0,3,0,3,5,3,3,7,0,0,5,0,0,0,7,8,12,0,0,0,0,0,0,3,0,4,9,5,18,9,7,18,8,10,14,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,6,5,10,8,5,17,14,16,25,12,8,18,14,10,23,11,14,23,0,0,0,5,0,5,13,6,25,3,4
801071075,0,4,8,0,0,0,3,0,3,2062,2094,4157,1925,1998,3924,1968,1993,3963,7,9,13,0,8,7,3,3,8,3,8,5,7,5,11,3,5,11,13,16,34,8,22,32,5,18,25,17,12,27,7,6,20,8,7,14,3,3,4,0,3,9,0,5,10,13,7,16,4,7,12,0,0,5,17,7,23,12,4,19,12,7,17,0,4,10,7,4,11,8,3,10,3,3,3,3,3,5,3,9,11,24,16,33,20,17,43,41,44,89,0,3,6,0,8,8,0,4,4,4,5,13,10,3,11,11,4,15,5,9,14,8,8,13,11,11,24,3,6,4,5,4,8,0,3,3,7,3,15,7,3,6,9,0,9,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,3,5,4,4,11,12,12,17,8,7,17,7,12,18,0,0,3,0,0,0,10,11,22,7,9
801071076,0,0,0,0,0,0,0,0,0,1172,1181,2358,1096,1111,2203,1134,1131,2263,0,0,0,0,3,0,3,4,4,9,0,7,8,6,7,8,0,8,21,14,31,16,24,44,21,26,49,9,9,20,11,7,17,7,11,17,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,10,11,19,11,11,23,12,11,18,3,6,10,0,5,9,6,7,7,0,3,5,3,6,6,3,5,5,11,10,20,17,13,29,33,22,51,0,0,0,0,0,7,0,0,3,0,0,4,4,0,3,4,4,7,4,0,9,4,4,5,6,3,4,4,10,15,7,6,12,6,3,8,9,5,11,8,8,13,11,3,12,0,5,8,0,6,6,0,4,3,5,7,8,6,5,9,4,5,11,11,6,19,7,6,20,7,10,21,13,8,18,8,8,19,13,8,20,0,0,0,0,0,0,0,0,0,6,8
801071077,3,0,3,0,0,0,0,0,0,1161,1160,2318,1110,1022,2136,1122,1034,2151,0,0,0,0,0,0,0,0,0,7,5,12,12,5,12,8,3,11,3,10,14,0,4,9,10,7,18,3,0,9,5,5,6,0,0,4,0,0,3,3,0,7,4,0,3,0,0,0,4,0,4,0,0,0,3,11,15,0,8,12,0,3,12,0,0,5,0,3,8,4,3,7,3,4,3,0,0,0,0,0,0,13,5,16,16,13,30,16,18,36,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,7,3,13,4,5,7,4,5,11,0,0,0,0,0,3,4,8,5,8,7,20,8,8,14,0,4,7,0,3,3,0,0,0,0,0,0,0,4,6,0,3,4,0,3,3,7,4,14,6,3,7,4,6,11,5,12,13,6,6,17,0,13,17,0,0,0,0,0,0,0,0,3,6,8
801071078,0,0,4,0,0,4,3,0,3,2866,3082,5946,2775,3022,5799,2929,3100,6027,12,13,21,10,5,19,14,10,24,8,7,15,5,3,11,8,0,6,11,17,27,16,20,30,10,22,31,12,15,31,8,14,26,10,9,16,7,0,3,4,4,9,3,0,4,7,21,28,11,14,27,11,12,19,25,21,50,20,21,42,22,19,42,9,3,9,5,0,11,10,7,16,14,14,19,12,9,25,12,12,24,43,44,91,78,76,152,102,114,218,0,0,3,0,3,5,0,7,8,3,3,8,4,7,4,7,4,11,0,5,6,11,6,11,15,11,26,7,3,10,4,8,10,4,8,16,10,8,21,13,5,19,10,8,19,0,3,3,0,0,0,0,0,0,0,10,9,0,9,9,0,6,12,12,3,14,6,3,17,4,3,8,16,16,38,13,17,30,11,21,31,0,0,0,0,0,0,17,17,30,17,12
801071079,0,0,3,0,8,8,3,9,8,1155,1218,2364,1137,1189,2329,1190,1237,2429,0,0,0,0,0,0,7,3,7,4,0,11,4,3,6,5,8,10,7,5,16,5,15,21,6,7,10,5,5,7,3,3,6,0,11,12,4,0,0,0,0,4,5,0,3,0,0,0,0,0,0,4,0,6,15,10,23,7,6,15,10,11,14,4,4,4,0,7,7,0,3,8,3,0,8,4,4,15,5,3,12,16,14,33,20,17,36,33,24,64,0,0,0,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,4,3,7,0,0,3,0,0,5,4,3,13,7,5,13,9,6,14,16,15,30,18,13,30,11,10,22,4,0,0,4,0,3,3,0,6,0,4,6,0,0,3,0,5,0,9,5,14,10,8,13,3,6,17,3,7,12,4,6,12,8,6,10,0,0,0,0,3,3,8,3,11,15,8
801071080,0,0,0,0,0,0,0,0,0,474,527,998,519,561,1083,1269,1393,2665,0,0,0,3,3,8,8,4,9,0,0,0,0,0,0,6,6,12,11,14,21,4,13,19,15,33,46,0,3,3,0,4,5,3,12,12,7,3,9,3,4,10,0,6,4,0,0,0,3,0,3,5,6,14,7,5,12,9,5,17,11,8,16,0,0,0,0,0,0,6,4,7,5,5,10,10,9,21,21,12,31,37,29,66,136,121,257,152,126,279,3,5,9,5,4,9,4,8,13,4,5,4,5,3,10,6,5,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,4,9,0,8,11,4,15,0,0,0,0,4,4,0,3,3,6,3,10,0,4,10,18,17,32,0,0,0,0,0,0,3,4,6,4,6,6,3,10,15,11,11,22,0,0,0,0,3,8,66,58,123,8,0
801071081,0,0,0,0,0,0,0,0,0,1622,1685,3307,1587,1692,3280,1540,1686,3227,6,4,11,5,5,7,8,5,15,4,6,7,3,7,6,3,3,13,12,17,35,5,16,22,8,18,22,9,12,15,6,6,15,7,10,11,3,0,8,4,0,4,0,0,4,0,0,0,0,0,3,0,0,0,4,14,16,4,13,19,7,9,22,4,3,4,4,3,7,0,4,3,10,10,16,3,0,7,8,3,12,46,38,83,56,65,117,96,88,184,0,4,6,0,4,5,3,0,3,0,0,0,0,3,3,0,0,0,12,5,26,7,4,13,13,10,20,3,0,5,0,0,0,5,3,3,7,3,12,10,9,14,6,4,10,0,0,0,0,0,0,0,0,0,0,0,5,4,10,16,3,6,14,5,4,15,0,3,3,7,4,11,10,15,26,8,7,20,4,7,9,0,0,0,0,0,0,12,13,22,10,12
801071082,3,10,17,6,6,6,4,0,3,6069,6022,12089,5602,5702,11301,5966,5920,11891,8,8,12,4,7,8,11,11,21,18,23,40,16,20,33,20,27,44,34,47,78,43,45,89,32,48,77,29,31,66,23,27,49,26,23,49,6,0,8,6,9,10,5,14,13,3,5,9,5,5,9,12,12,18,50,77,120,41,74,111,38,64,98,19,23,42,14,13,33,12,17,29,8,22,27,20,18,37,11,17,29,62,68,135,84,86,173,181,135,314,9,14,30,8,13,26,14,23,37,12,6,12,10,6,20,4,6,17,5,6,7,13,10,28,10,6,13,11,11,25,15,12,22,15,16,27,40,32,74,32,29,65,26,29,57,7,16,22,3,17,20,4,24,31,4,11,15,3,17,20,13,24,31,3,7,12,5,7,19,3,10,17,21,38,55,26,36,67,25,46,72,0,0,0,7,3,12,58,51,107,27,25
801071083,0,0,0,0,0,0,0,0,0,630,547,1174,554,569,1123,571,587,1161,0,0,0,0,0,0,0,0,3,0,0,4,0,4,4,0,0,0,3,0,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,8,3,0,6,4,0,5,5,0,0,6,0,5,0,5,0,0,0,3,8,5,9,7,3,10,9,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,4,3,6,0,0,0,3,6,6,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
801071084,0,0,0,3,8,13,6,6,11,1993,2063,4054,1832,1962,3791,1958,2122,4079,0,0,5,4,5,10,3,0,10,0,4,9,0,3,6,4,4,6,11,16,30,15,22,38,21,28,49,10,14,25,3,15,19,12,7,19,0,0,0,0,0,0,5,3,3,3,5,13,8,9,20,3,4,9,26,18,44,24,13,44,23,14,37,5,3,7,3,0,11,7,3,9,3,3,11,0,9,10,0,6,10,53,50,97,64,63,131,87,73,161,0,6,4,0,4,3,3,7,10,0,3,5,0,5,5,3,3,9,0,0,0,11,9,16,10,9,22,6,12,17,4,6,14,14,6,23,7,13,22,8,3,20,8,14,21,0,4,4,4,9,7,4,5,10,0,3,4,4,4,6,3,5,7,11,10,25,12,9,17,4,9,16,12,13,26,15,23,33,11,14,30,0,0,0,4,0,0,11,17,28,8,19
