SA2_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
801071072,0,0,16,14,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,5,3,16,28,25,18,9,20,38,190,119,7,0,4,478,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,20,0,8,6,3,0,0,0,0,0,0,0,0,24,0,0,6,0,0,0,3,0,0,0,0,0,18,0,3,4,3,5,0,5,8,5,0,0,0,28,0,0,0,0,4,0,4,6,0,0,0,3,24,0,0,4,6,0,0,3,23,4,3,0,0,43,0,0,0,0,0,0,3,20,7,0,0,0,34,0,0,4,0,0,4,3,36,14,0,0,0,54,0,0,0,0,0,0,3,38,16,0,0,0,59,0,0,0,0,0,0,6,14,17,3
801071073,3,0,9,8,0,0,0,22,0,0,0,0,0,0,0,6,0,0,0,3,3,7,17,15,13,12,16,46,192,53,14,3,10,400,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,8,0,6,9,0,0,0,0,0,0,0,0,0,10,0,0,4,3,0,0,0,5,0,0,0,0,12,0,0,4,3,0,0,0,3,3,0,0,0,18,0,0,3,0,0,0,0,6,4,0,0,0,21,0,0,0,0,0,0,5,19,6,0,0,0,22,0,4,0,4,0,0,8,16,4,0,0,0,40,0,0,0,0,0,0,4,23,6,0,0,0,26,0,0,0,0,0,6,10,38,10,4,0,5,60,0,0,0,0,0,0,4,28,15,0,0,0,55,0,0,0,0,0,0,0,8,12,0
801071074,0,8,13,4,0,0,0,25,0,3,0,0,0,0,0,5,0,0,0,0,11,11,26,34,19,10,19,42,125,53,12,0,14,364,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,4,0,0,0,0,13,0,6,11,0,0,0,0,0,0,0,0,0,16,0,5,13,0,0,0,0,0,0,0,0,0,26,0,0,4,3,0,3,0,0,0,0,0,0,18,0,0,3,10,4,0,0,5,0,0,0,0,26,0,0,3,5,3,4,0,8,0,0,0,0,30,0,0,0,0,0,0,3,11,0,0,0,0,26,0,0,0,0,0,4,5,14,9,0,0,0,36,0,0,0,0,3,0,3,19,20,3,0,0,45,0,0,0,0,0,0,0,20,13,0,0,0,36,0,0,0,0,0,0,0,7,7,0
801071075,5,5,9,9,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,6,6,7,18,35,21,15,26,35,121,41,12,3,16,361,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,17,6,0,0,0,0,0,0,0,24,0,0,0,10,5,0,0,4,0,0,0,0,22,0,0,7,5,3,0,0,3,0,0,0,0,20,0,0,6,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,6,7,7,5,0,0,0,19,0,0,0,0,0,4,3,6,0,0,0,0,19,0,0,0,0,0,0,3,17,0,0,0,0,26,0,0,0,3,0,4,0,21,9,0,0,5,41,0,0,0,0,0,0,3,13,10,4,0,0,28,0,0,0,0,0,0,0,12,10,3
801071076,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,21,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,0,17,0,0,0,0,0,0,0,0,9,0,3,0,12,0,0,0,0,0,0,0,0,6,0
801071077,0,0,5,11,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,30,14,10,14,20,96,37,0,0,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,15,0,3,0,4,0,0,0,4,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,6,3,0,0,0,9,0,0,0,0,20,0,0,0,0,4,0,3,0,0,0,0,0,13,0,0,5,0,0,5,3,4,0,0,0,0,19,0,0,3,0,0,0,0,6,3,0,0,0,19,0,0,0,0,0,0,0,8,8,0,0,0,21,0,0,0,0,0,0,0,12,9,0,0,0,19,0,0,0,0,0,5,5,10,8,4,0,0,28,0,0,0,0,0,0,0,3,7,0
801071078,7,0,18,3,0,0,0,40,0,0,0,0,0,4,3,0,0,0,0,4,15,14,45,31,30,13,23,58,278,54,18,8,17,590,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,7,3,4,13,0,0,0,0,8,0,0,0,0,31,3,6,13,4,0,0,0,5,0,0,0,0,47,0,0,7,6,0,0,7,10,0,0,0,0,31,0,4,9,3,0,0,0,20,0,0,0,0,45,0,0,6,4,3,3,7,19,0,0,0,5,47,0,0,0,5,3,0,10,34,9,0,0,0,58,0,0,0,0,0,0,9,40,3,4,0,0,63,0,0,0,0,0,0,5,45,8,5,0,3,73,0,0,0,0,0,0,3,36,17,5,0,4,72,0,0,0,0,0,3,3,19,6,4
801071079,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,14,3,6,15,52,34,13,0,4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,4,0,0,5,0,0,0,0,12,0,0,0,0,0,0,3,8,5,0,0,0,21,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,5,8,8,0,0,0,15,0,0,0,0,0,0,0,7,20,0,0,0,25,0,0,0,0,0,0,0,3,8,0
801071080,0,0,12,6,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,10,6,14,0,6,173,110,11,8,9,349,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,13,0,0,5,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,3,3,0,0,0,3,8,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,3,0,0,0,9,16,10,0,0,0,38,0,0,0,0,0,0,7,24,7,0,0,0,42,0,0,0,0,0,0,7,45,10,0,0,0,65,0,0,0,0,0,0,8,51,14,0,0,0,82,0,0,0,0,0,0,0,14,14,6
801071081,3,0,4,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,17,4,6,14,45,204,43,6,3,15,366,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,5,0,0,0,0,14,0,0,3,0,0,0,4,3,0,0,0,0,14,0,0,0,0,0,4,5,11,0,0,0,0,22,0,0,0,0,5,0,3,18,0,0,0,0,32,0,0,3,0,0,0,5,14,5,0,0,3,32,0,0,0,0,0,0,5,17,3,0,0,0,32,0,0,0,0,0,0,3,44,3,0,0,0,59,0,0,0,0,0,0,0,32,15,0,0,0,49,0,0,0,0,0,0,0,23,3,0
801071082,5,14,28,12,6,0,7,96,0,0,4,3,0,3,0,0,0,0,0,8,21,58,102,129,86,44,60,154,424,120,32,18,44,1279,0,0,4,4,0,0,3,5,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,8,12,6,12,3,0,3,0,0,0,0,0,4,38,4,19,25,3,0,0,0,8,0,0,0,5,66,4,21,41,19,0,3,0,0,3,0,0,5,101,0,4,24,13,5,6,6,6,6,0,0,0,68,3,4,16,17,10,4,7,18,3,0,0,0,83,0,0,10,15,4,11,11,19,9,0,0,0,84,0,3,9,8,5,11,14,37,4,0,0,0,92,4,0,5,5,5,3,10,38,17,3,0,7,99,0,3,0,3,0,5,16,84,23,9,0,4,152,0,0,0,0,0,0,18,50,29,5,0,3,106,0,0,0,0,0,3,4,21,19,6
801071083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0
801071084,6,4,13,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,12,12,18,17,33,183,72,8,4,10,386,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,4,3,0,0,0,4,0,0,0,0,13,0,0,5,0,0,0,0,5,0,0,0,0,19,0,0,0,4,3,0,4,5,0,0,0,0,27,0,0,0,0,0,3,3,13,5,0,0,0,22,0,0,0,0,0,4,0,17,0,0,0,0,26,0,0,0,0,0,5,8,27,7,0,0,0,46,0,0,0,0,0,0,0,27,21,3,0,0,57,0,0,0,0,0,0,0,16,12,0
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,3,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,5,5,16,14,12,7,7,17,61,15,9,0,7,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,3,8,3,0,4,0,0,0,18,0,0,0,0,0,0,8,8,0,0,0,0,10,0,0,0,0,3,0,0,8,3,0,0,0,24,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,4,5,3,0
801071087,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,14,26,43,20,11,17,26,94,25,5,0,7,282,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,6,10,0,0,0,0,4,0,0,0,0,21,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,4,0,0,0,5,21,0,0,3,5,4,0,0,5,0,0,0,0,21,0,0,4,4,3,9,0,5,4,0,0,0,26,0,0,3,0,6,3,4,8,3,0,0,0,31,0,0,6,0,0,0,5,15,4,0,0,0,34,0,0,0,0,0,0,5,11,9,0,0,0,28,0,0,0,0,0,0,4,11,4,0,0,0,22,0,0,0,0,0,0,0,3,4,0
801071088,5,0,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,22,18,7,14,40,96,26,15,0,4,258,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,9,0,3,0,0,0,0,0,0,0,0,0,0,13,3,0,10,0,0,0,0,4,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,8,6,0,0,0,0,15,0,0,0,0,0,8,3,8,0,0,0,0,20,0,0,0,4,0,0,4,13,6,0,0,0,29,0,0,0,0,0,6,3,15,4,0,0,0,22,0,0,0,0,0,0,0,23,0,0,0,0,33,0,0,0,0,0,0,6,20,6,3,0,0,34,0,0,0,0,0,0,0,7,3,0
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,5,14,9,0,3,4,37,0,4,0,0,0,0,0,7,0,0,0,9,20,48,69,47,34,17,30,69,195,94,20,11,30,660,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,3,4,0,0,0,0,0,0,0,3,29,0,8,18,0,0,0,0,0,0,0,0,0,32,3,10,23,10,0,0,4,9,0,0,0,4,53,0,0,10,6,0,4,4,5,9,0,0,3,33,0,5,11,11,0,0,0,9,0,0,0,3,36,0,0,5,5,6,3,7,10,0,0,0,3,40,0,0,3,8,5,5,0,12,6,0,4,0,38,0,0,3,0,0,0,10,23,8,0,0,0,48,0,0,0,0,0,3,12,32,14,8,0,0,69,0,0,0,0,0,4,9,34,22,0,0,0,66,0,0,0,0,0,0,3,17,9,3
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,5,6,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,6,0,10,15,20,5,24,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,3,0,3,0,3,0,11,0,0,0,0,0,0,0,0,3,0
801081092,0,4,9,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,15,4,6,15,33,67,46,13,6,7,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,5,0,0,0,0,0,9,0,0,7,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,5,7,4,0,0,0,18,0,0,0,0,0,0,0,6,5,0,0,0,14,0,0,0,5,0,0,0,9,8,6,0,0,29,0,0,0,0,0,0,4,6,9,0,0,0,21,0,0,0,0,0,0,0,4,5,0
801081093,0,5,6,5,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,18,16,11,34,38,72,36,11,3,4,247,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,0,0,0,0,0,0,0,0,0,9,0,4,0,0,4,0,0,4,0,0,0,0,14,0,0,0,3,0,0,3,0,0,0,0,0,13,0,0,0,3,7,0,4,5,0,0,0,0,15,0,0,0,0,4,3,6,0,0,0,0,0,16,0,0,0,0,0,4,4,6,0,0,0,0,15,0,0,0,0,0,3,5,3,6,0,0,0,19,0,0,0,0,0,7,0,11,0,0,3,0,31,0,0,0,0,0,0,0,11,6,0,0,0,13,0,0,0,0,0,0,0,10,4,0
