SA2_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
801071087,0,0,7,3,0,0,0,0,0,24,0,0,4,0,0,3,0,0,0,15,0,0,5,3,6,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,5,8,19,11,15,7,5,0,78,0,4,19,20,11,10,4,0,0,65,3,8,43,38,33,19,6,0,0,157,0,11,37,30,31,29,5,0,0,137,0,4,13,3,7,0,0,0,0,25,0,13,14,7,8,0,0,0,0,46,0,0,0,0,0,3,0,0,0,3,0,0,0,7,5,0,0,0,0,13,7,5,10,13,6,18,6,5,0,72,8,55,168,148,111,101,39,8,5,656,0,0,4,8,3,0,0,0,0,21,0,0,7,3,0,0,0,0,0,18,0,0,3,8,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12
801071088,0,3,10,3,6,7,0,0,0,29,0,0,4,3,13,4,0,0,0,23,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,3,5,3,0,0,0,0,14,0,0,20,19,31,13,4,5,0,91,0,3,18,21,14,25,6,0,0,92,0,10,56,64,60,39,8,0,0,239,0,18,43,39,47,36,4,0,0,192,0,5,6,8,5,3,0,0,0,27,0,3,23,12,11,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,5,0,0,0,22,5,9,17,8,10,9,9,5,0,66,14,57,200,190,202,158,41,14,4,870,0,0,3,10,10,6,7,0,0,35,0,0,6,4,7,3,0,0,0,19,0,0,0,0,4,0,4,0,0,11,4,0,0,0,0,0,0,0,0,9,0,3,5,0,3,0,0,0,0,18
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,3,18,20,11,17,5,0,0,72,3,0,10,8,15,9,4,0,0,49,0,0,5,7,3,6,0,0,3,23,0,0,0,0,0,4,0,0,0,7,0,0,9,5,5,0,0,0,0,26,0,10,40,51,53,75,36,11,0,273,0,4,30,56,44,56,29,13,0,231,5,20,83,100,84,107,37,8,3,442,3,23,79,94,80,84,40,6,3,410,0,4,25,23,17,15,5,0,0,81,0,10,37,17,19,11,10,0,0,100,0,0,0,0,0,0,3,0,0,3,0,3,7,4,9,7,9,0,0,38,8,4,24,25,23,36,24,10,5,163,24,81,355,420,350,427,214,45,10,1922,3,7,15,29,19,11,16,0,0,104,0,0,11,14,13,10,7,3,0,57,0,0,10,6,7,7,3,0,0,35,0,0,8,3,3,0,6,0,0,26,0,0,3,8,6,3,0,3,0,29
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,5,0,9,18,12,7,0,0,60,0,0,6,3,6,3,0,0,0,16,0,0,0,3,0,3,0,0,3,8,0,0,0,3,0,3,0,0,0,10,0,0,0,0,4,4,0,0,0,13,0,0,14,24,20,31,30,13,0,134,0,7,9,13,25,28,31,8,4,121,0,4,16,38,51,24,28,8,0,177,0,8,16,29,37,31,31,3,7,154,0,0,0,12,11,7,0,0,0,35,0,4,5,3,4,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,18,3,0,0,3,3,9,14,6,0,46,8,32,68,158,176,164,148,45,19,809,0,0,4,5,9,16,0,8,0,50,0,0,4,0,8,7,8,0,0,23,0,0,0,4,0,0,0,0,0,17,0,0,5,3,4,3,0,0,0,17,0,0,4,5,6,0,3,0,0,12
801081092,0,0,12,17,5,5,4,0,0,52,0,0,0,4,5,6,0,0,0,16,0,0,0,6,0,5,0,0,0,16,0,0,0,0,3,0,0,0,0,10,0,0,0,9,4,5,0,0,0,17,0,4,22,30,23,16,15,9,0,127,0,0,15,9,23,24,11,7,0,96,0,0,25,50,50,28,19,6,0,177,0,3,34,62,51,27,29,3,0,215,0,0,12,15,10,3,4,0,0,43,0,5,6,0,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,0,0,19,13,4,9,18,11,5,9,6,3,76,17,19,144,219,201,134,98,33,6,870,0,0,7,12,19,7,3,4,0,65,0,0,3,6,9,4,0,0,0,23,0,0,4,4,12,0,5,0,0,22,0,0,0,4,5,0,0,0,0,11,0,3,0,5,6,0,0,0,0,24
801081093,0,0,9,9,5,8,4,3,5,33,0,0,3,3,8,0,0,0,0,21,0,0,4,3,0,3,0,5,0,12,0,0,0,4,4,0,0,0,0,9,0,0,0,4,3,4,0,0,0,10,0,3,26,26,20,21,15,8,5,119,0,4,16,22,14,17,21,11,3,111,0,5,33,49,34,18,14,13,8,178,0,10,27,43,42,23,19,5,3,180,0,3,8,11,3,5,0,0,0,37,0,3,5,9,4,8,4,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,13,5,7,16,8,9,16,4,8,11,76,9,40,157,200,144,127,79,57,32,841,0,0,0,16,11,4,10,0,0,42,0,0,5,9,5,4,6,0,0,24,0,0,0,4,0,5,0,0,3,16,0,0,5,0,0,3,0,0,0,10,0,0,0,0,3,0,4,0,0,14
801081094,0,5,5,16,7,6,3,0,0,48,0,0,0,10,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,4,0,0,0,12,0,0,6,3,3,4,0,0,0,14,0,5,19,24,18,19,20,12,0,108,0,0,7,13,21,17,18,11,0,88,0,8,29,46,31,18,17,12,0,152,0,5,28,35,45,28,27,8,0,181,0,3,7,10,7,3,3,4,0,38,0,4,0,10,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,3,0,19,5,6,4,6,13,0,6,9,0,47,3,25,111,185,149,107,99,53,11,756,0,0,13,14,14,13,5,5,0,56,0,0,3,9,5,3,0,0,0,29,0,0,5,5,7,0,0,0,0,12,0,0,3,7,0,3,0,0,0,16,0,5,6,3,3,0,0,0,0,9
801081095,0,3,10,10,6,9,3,0,0,44,0,0,4,6,3,3,0,0,0,16,0,0,0,3,6,0,3,4,0,13,0,0,0,3,0,0,0,0,0,7,0,0,3,9,9,0,0,0,0,18,0,0,30,28,18,16,25,12,0,124,0,0,19,25,13,22,14,7,0,109,3,0,38,44,21,25,23,5,0,162,3,6,44,50,45,29,24,3,0,204,0,0,7,14,9,7,7,0,0,39,0,5,5,8,7,0,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,16,3,0,15,10,15,16,16,3,0,79,9,22,178,209,146,124,124,35,8,858,0,4,11,13,15,8,4,0,0,46,0,0,8,6,5,0,0,0,0,21,0,0,8,3,3,0,3,0,0,21,0,0,0,8,3,0,0,0,0,11,0,3,9,3,8,0,0,0,0,22
801081096,0,0,5,9,3,4,8,0,0,31,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,4,4,4,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,9,0,0,9,7,10,16,9,10,3,68,0,6,11,8,11,10,12,7,0,60,0,8,19,41,29,32,11,3,4,139,0,3,20,29,22,21,18,3,4,109,0,3,10,10,10,0,3,0,0,33,0,3,3,5,7,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,6,13,3,9,12,19,21,92,10,26,77,126,95,103,73,59,29,596,0,0,0,3,9,7,5,3,0,35,0,0,0,4,0,5,4,0,0,12,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,6,0,0,0,5
801081097,0,0,8,9,7,3,4,0,0,33,0,0,7,4,3,0,0,0,0,21,0,0,3,4,0,0,0,0,0,18,0,0,0,0,8,0,0,0,0,10,0,0,0,3,0,3,0,0,0,8,0,9,20,17,15,10,13,4,3,98,0,4,9,9,18,21,20,7,0,78,0,3,28,41,29,19,14,7,0,159,0,5,43,43,28,22,25,10,0,171,0,5,10,13,10,9,0,0,0,49,0,4,4,0,0,4,6,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10,4,6,13,6,7,5,8,3,7,66,10,25,148,163,139,113,89,43,12,741,0,0,3,6,7,3,0,0,0,22,0,4,3,6,5,0,0,0,0,24,0,0,0,7,5,0,0,0,0,13,0,4,0,0,3,4,0,0,0,7,0,0,0,3,4,0,4,0,0,10
801081098,0,3,9,12,15,9,3,0,0,53,0,0,0,6,3,0,0,0,0,21,0,0,7,6,6,4,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,16,0,6,29,31,28,20,17,15,4,134,0,5,14,29,30,22,28,11,5,131,0,3,23,59,47,26,33,8,3,194,4,7,45,56,46,50,27,11,0,245,0,0,14,18,9,8,3,0,0,50,0,3,3,9,3,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,4,0,0,23,0,4,12,16,14,13,24,48,86,216,6,26,167,241,205,152,154,91,95,1138,0,7,5,11,18,13,11,4,0,61,0,3,4,11,8,6,0,0,0,37,0,0,3,4,8,0,0,0,0,17,0,0,3,8,0,0,0,0,0,15,0,0,0,3,0,0,0,3,0,20
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,8,6,3,5,6,0,0,26,0,0,17,4,6,0,0,0,0,27,0,0,4,3,0,0,0,6,0,9,0,0,3,4,0,6,0,0,0,10,0,4,6,0,6,0,3,0,0,14,0,0,37,19,20,10,14,13,0,111,0,6,4,11,19,13,10,0,3,71,0,6,43,45,31,23,13,7,0,169,0,11,50,32,25,21,17,4,0,152,0,0,5,8,11,5,0,0,0,27,0,4,4,3,4,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,7,0,0,0,21,0,6,15,9,5,3,5,11,0,52,6,33,200,155,131,90,70,34,5,721,0,3,16,14,8,4,4,0,0,46,0,7,15,9,6,4,0,0,0,43,0,0,5,10,3,0,0,5,0,22,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7
801091100,0,14,12,19,19,21,11,0,0,90,0,0,10,11,11,9,0,5,0,37,0,0,0,0,7,6,6,3,0,25,0,0,4,7,7,7,3,0,0,22,0,0,5,7,7,4,0,3,0,28,0,11,46,42,38,45,18,22,7,229,0,0,18,29,32,36,40,31,6,189,0,14,35,58,77,42,27,18,14,286,4,16,72,102,96,56,41,19,4,405,0,9,17,21,20,16,7,4,0,93,0,0,4,5,10,0,0,0,0,29,0,0,0,0,0,0,0,3,0,4,0,0,3,14,8,3,0,5,0,31,3,3,13,21,18,18,14,16,9,114,12,70,242,329,356,254,170,125,43,1587,0,4,15,23,14,15,18,0,0,88,0,6,11,12,9,11,0,0,0,46,0,0,4,7,7,3,7,6,3,30,0,0,3,3,0,8,6,0,0,19,0,0,3,5,4,3,0,3,0,26
801091101,0,3,7,14,17,5,3,3,0,54,0,0,0,3,9,0,0,0,0,21,0,5,4,0,0,0,0,0,0,15,0,0,3,6,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,3,0,9,9,37,34,37,19,19,5,158,0,0,13,14,19,26,32,22,5,127,0,10,29,51,47,32,19,15,4,213,0,3,24,54,42,23,29,9,3,191,0,0,12,6,13,5,0,4,0,39,0,5,3,6,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,0,0,0,0,18,0,6,6,3,14,6,3,10,19,60,6,35,121,196,209,141,114,78,38,943,0,0,4,12,18,10,9,3,0,65,0,0,4,12,6,7,6,0,0,42,0,0,4,3,3,0,0,3,0,12,0,0,0,3,0,5,0,0,0,13,0,0,0,4,5,0,0,0,0,10
801091102,0,4,13,15,19,8,3,0,0,69,0,0,11,10,4,0,0,0,0,30,0,0,0,0,7,4,0,5,0,18,0,0,5,0,3,0,0,0,0,3,0,0,4,0,5,0,0,0,0,6,0,8,72,67,45,24,25,24,0,265,0,0,8,10,17,19,22,18,6,93,0,3,23,48,42,32,25,7,4,175,0,8,28,51,45,39,31,11,6,216,0,0,4,11,8,3,3,3,0,38,0,0,4,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,3,0,17,3,6,16,20,21,18,19,19,28,141,3,35,172,241,214,159,138,87,52,1097,0,0,7,11,15,11,7,5,0,56,0,0,8,19,6,7,0,0,0,39,0,0,9,10,8,3,0,3,0,32,0,0,3,0,4,0,0,0,0,4,0,0,0,3,3,3,0,0,0,11
801091103,0,0,9,10,12,6,4,3,6,42,0,5,3,7,7,0,0,0,0,21,0,0,0,6,0,0,3,3,0,21,0,0,0,3,7,0,0,0,0,15,0,4,0,3,0,5,0,0,0,10,0,13,32,18,21,26,12,6,8,134,0,0,6,10,13,17,21,14,5,87,0,5,23,42,35,31,11,6,9,159,0,9,26,46,56,49,24,20,7,242,0,4,9,11,12,6,0,3,0,53,0,3,3,3,3,0,4,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,0,23,5,3,3,20,17,20,13,20,23,116,0,40,112,176,198,160,101,91,65,950,0,4,9,5,6,10,7,0,3,50,0,3,11,0,5,3,0,0,0,25,0,0,5,6,0,8,6,0,6,27,0,0,0,3,4,3,0,0,0,9,0,0,0,0,4,0,0,0,0,10
801091104,0,9,0,6,7,5,9,0,4,43,0,0,0,6,8,3,3,0,0,28,0,0,0,0,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,23,21,25,18,22,8,0,125,0,5,10,13,12,14,23,15,0,79,0,10,15,22,45,29,33,8,8,171,0,5,14,34,30,30,25,8,3,157,4,4,0,10,0,4,3,4,0,23,0,3,6,4,4,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,14,5,3,3,8,3,6,7,8,0,42,6,35,78,116,141,131,140,48,15,712,0,4,6,5,7,12,5,3,0,41,0,0,3,7,7,13,4,5,0,38,0,0,0,3,0,9,5,0,0,17,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,6,0,0,0,6
801091105,0,4,11,7,13,4,5,0,0,45,0,0,6,4,9,4,0,0,0,23,0,0,3,3,0,0,3,0,0,21,0,4,6,0,6,0,0,0,0,14,0,0,6,4,0,0,0,0,0,14,0,10,42,24,15,16,13,10,0,133,0,4,14,20,11,11,22,8,4,99,0,11,34,34,21,11,17,18,6,152,0,6,53,34,39,17,9,12,0,175,0,3,13,3,11,3,3,3,0,43,0,5,15,7,9,0,4,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,15,6,10,23,19,19,14,21,18,4,129,6,56,246,164,143,88,96,77,21,890,0,5,13,16,8,4,4,0,0,60,0,0,16,4,0,7,6,0,0,33,0,0,10,4,3,0,0,3,0,30,0,0,5,3,0,0,0,0,0,8,0,0,4,3,4,0,0,0,0,15
801091106,0,7,18,4,7,3,3,0,0,46,0,0,8,9,4,7,0,0,0,28,0,0,3,3,0,0,3,0,0,14,0,0,4,0,4,0,0,0,0,12,0,0,0,0,6,0,0,0,0,9,0,5,42,24,28,21,14,12,10,157,0,6,19,13,14,21,21,19,0,109,0,17,35,54,37,28,28,7,0,214,4,12,37,47,25,34,17,6,5,194,0,0,11,13,6,8,9,0,0,40,0,10,9,7,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,3,3,3,0,25,8,7,17,16,11,10,9,8,8,86,8,67,210,204,153,151,108,56,23,980,0,0,13,15,17,9,0,7,0,55,0,3,19,12,4,0,6,0,0,32,0,0,0,3,3,0,0,0,0,8,0,0,3,0,4,4,0,0,0,14,0,0,0,3,9,0,0,0,0,14
801091107,0,0,0,0,5,6,0,0,0,19,0,0,3,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,12,16,12,3,3,0,52,0,0,0,0,3,10,13,7,0,30,0,0,4,13,22,16,4,0,0,60,0,0,7,6,10,6,9,0,0,49,0,4,0,3,5,0,0,0,0,14,0,0,0,0,7,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,0,3,0,3,4,3,0,0,28,8,16,23,49,83,60,40,15,6,286,0,0,0,0,3,4,0,0,0,13,0,0,0,4,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
801091108,0,4,3,9,5,3,3,0,0,33,0,3,3,8,9,5,0,0,0,18,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,31,23,28,23,15,20,3,135,0,0,10,11,14,21,19,11,0,82,0,4,21,46,28,23,23,3,6,160,0,14,26,29,36,36,18,3,0,163,0,4,7,11,12,13,5,7,0,49,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,3,0,0,18,6,3,6,9,17,6,15,15,7,76,6,32,106,144,157,130,109,60,15,769,0,6,6,8,6,7,3,0,0,39,0,0,3,10,13,3,0,0,0,31,0,0,6,0,0,0,0,3,0,7,0,5,0,4,5,0,0,0,0,17,0,0,0,4,3,0,0,0,0,6
801091109,0,10,27,10,9,3,3,0,0,64,0,0,23,8,4,0,4,0,0,33,0,4,14,4,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,11,0,20,171,79,20,11,3,6,0,310,0,4,16,9,9,6,17,0,0,61,0,14,72,26,28,16,10,6,0,173,0,14,74,43,30,20,14,3,0,202,0,6,7,13,9,0,0,0,0,30,0,3,7,4,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,4,4,6,3,0,0,0,15,8,13,52,20,10,8,3,6,4,130,8,89,491,218,116,80,58,20,9,1087,0,13,42,23,12,3,3,0,0,90,0,12,50,18,10,0,8,0,0,88,0,3,18,10,4,0,0,0,0,37,0,5,8,6,0,0,0,0,0,21,0,4,5,4,6,0,0,0,0,13
801091110,0,0,4,8,6,6,4,3,0,31,0,0,0,0,10,4,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,4,17,23,27,17,10,11,0,110,0,0,3,12,10,14,10,9,0,67,0,3,20,37,33,16,17,3,0,126,0,9,14,26,36,25,14,10,0,135,0,0,7,9,11,3,3,0,0,29,0,7,5,9,7,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,3,3,9,4,5,45,5,36,80,139,145,94,75,41,6,618,0,0,5,9,7,6,5,3,0,35,0,0,3,3,3,3,5,4,0,23,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9
