SA2_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
801071086,3,665,0,0,3,51,0,57,43,4,9,0,0,50,10,4,0,4,0,18,16,4,5,8,0,32,99,65,52,402,0,620,26,0,4,0,0,34,4,0,0,8,0,16,14,11,0,50,0,80,5,0,0,7,0,12,0,4,0,5,0,7,15,0,0,0,0,20,25,15,11,171,0,223,24,9,4,28,0,64,0,0,0,0,0,0,6,0,6,0,0,8,0,0,0,5,0,5,0,4,4,5,0,15,0,0,0,0,0,3,5,5,0,8,0,19,5,6,4,0,0,12,0,0,0,5,0,3,0,0,0,0,0,0,20,15,8,128,0,179,0,0,0,5,0,8,0,5,3,0,0,0,8,0,0,5,0,12,9,0,0,0,0,11,15,0,0,0,0,15,3,0,0,13,0,16,136,19,23,39,0,214,6,0,0,7,58,74,437,138,111,952,62,1703
801071087,10,1175,0,6,0,126,0,139,64,7,12,17,0,95,18,8,0,9,0,40,22,9,7,15,0,55,181,105,87,665,5,1050,42,0,3,0,0,51,3,0,0,3,0,11,54,14,12,79,0,160,9,5,5,5,0,16,10,5,5,11,0,24,61,0,0,0,0,60,42,20,25,245,0,331,24,9,3,40,0,87,0,0,0,0,0,3,8,6,0,0,0,14,7,0,0,0,0,9,15,3,0,4,0,18,9,11,6,5,0,20,10,9,8,0,0,26,15,4,0,11,0,33,0,0,0,0,0,8,16,0,0,3,0,23,32,30,27,211,7,307,17,3,3,3,0,24,8,0,0,0,0,9,24,0,0,4,0,35,0,0,0,0,0,4,27,0,0,0,0,24,4,0,0,6,0,12,289,39,20,37,5,391,8,0,0,13,100,128,894,242,171,1624,125,3058
801071088,5,1538,3,7,3,124,0,139,36,0,0,7,0,50,25,9,3,20,0,52,39,17,11,46,0,106,226,170,116,918,8,1442,43,0,7,4,0,52,13,4,0,9,0,21,46,12,9,115,0,180,12,4,0,20,0,37,8,0,3,5,0,22,98,3,4,0,0,108,33,38,24,367,0,468,31,17,7,52,3,104,0,0,0,0,0,0,0,7,0,0,0,7,8,3,0,3,0,7,7,7,0,15,0,27,16,3,4,6,0,29,10,9,0,0,0,28,25,6,3,11,0,44,0,6,0,3,0,8,22,0,3,0,0,25,70,35,27,273,0,405,9,5,0,0,0,22,12,3,5,0,0,16,15,0,0,3,0,26,18,3,0,0,0,25,44,0,6,0,0,47,8,4,0,9,0,22,238,57,41,59,0,396,20,0,6,9,75,112,958,354,247,2147,94,3798
801071089,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,6,0,20,3,43
801071090,10,2874,3,19,12,246,0,279,152,13,23,15,0,202,34,10,3,18,0,64,65,19,12,60,0,157,465,294,206,1769,18,2760,53,3,9,3,0,74,21,7,3,14,0,49,66,20,27,181,0,298,44,11,9,28,0,91,24,0,3,16,0,49,266,3,4,9,4,284,121,75,51,796,10,1056,111,34,17,104,0,270,33,3,7,8,0,46,6,0,0,3,0,11,15,0,0,9,0,21,12,9,0,16,0,33,10,9,9,8,0,33,38,15,9,13,0,71,48,9,3,19,0,82,28,3,3,9,0,44,19,3,0,0,0,24,152,106,86,572,8,914,28,0,0,8,0,41,15,8,5,6,0,35,54,8,9,10,0,80,23,6,6,0,0,30,29,4,4,5,0,44,26,9,4,34,0,64,753,85,95,127,7,1074,43,7,0,22,215,281,2341,634,496,4161,261,7885
801071132,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,13
801081091,4,1065,0,0,5,20,0,20,66,4,10,15,0,97,22,0,3,0,0,26,19,5,4,12,0,47,227,103,104,686,0,1125,17,0,0,0,0,17,18,0,4,10,0,27,46,19,7,96,0,164,31,0,0,17,0,50,14,5,0,11,0,31,38,3,9,6,0,52,61,18,22,303,0,407,62,15,15,52,0,144,5,0,0,0,0,5,10,0,0,4,0,15,0,0,0,0,0,0,7,6,0,7,0,11,0,0,0,0,0,0,10,0,7,0,0,18,15,3,0,6,0,24,0,0,0,3,0,6,0,0,0,0,0,4,63,35,32,244,0,373,0,0,0,3,0,3,9,4,5,3,0,19,11,0,3,4,0,26,10,0,0,0,0,11,19,0,0,0,0,21,12,9,0,22,0,46,203,34,39,58,0,330,10,0,0,10,56,78,792,218,211,1582,61,2867
801081092,9,1316,0,0,3,64,0,68,54,8,7,8,0,74,38,4,0,21,0,60,20,9,11,30,0,67,217,149,110,821,8,1297,19,0,9,0,0,25,12,0,3,10,0,22,59,13,6,97,0,182,7,7,0,7,0,13,13,3,0,18,0,37,63,0,3,0,0,64,49,43,24,334,0,459,25,11,12,54,0,109,8,0,0,0,0,8,0,0,0,0,0,0,4,3,0,0,0,6,0,0,4,3,0,14,3,3,0,0,0,10,11,10,6,4,0,27,35,17,8,15,0,73,12,4,0,6,0,22,14,0,0,0,0,13,68,51,25,268,0,416,16,4,3,9,0,30,8,0,6,0,0,14,13,0,4,5,0,26,0,0,3,3,0,12,9,0,3,0,0,12,20,11,4,17,0,45,253,34,45,67,3,400,11,0,0,4,89,103,870,300,265,1853,107,3395
801081093,4,1141,0,0,5,43,0,54,83,6,12,12,0,110,31,11,0,10,0,47,25,11,7,11,0,51,214,109,77,775,8,1183,24,0,0,0,0,32,23,0,0,10,0,35,46,24,5,86,0,157,23,0,4,6,0,46,16,5,0,8,0,23,103,3,0,0,0,102,45,26,15,351,0,446,37,13,7,61,0,111,5,0,0,0,0,5,0,0,0,4,0,5,5,0,0,0,0,6,3,3,0,3,0,6,14,5,6,0,0,20,12,9,5,15,0,37,12,3,0,10,0,21,6,3,0,3,0,11,0,0,0,0,0,0,50,36,37,272,0,389,7,0,0,0,0,16,3,3,0,0,0,5,19,0,0,7,0,29,4,0,0,4,0,5,10,0,0,0,0,17,5,4,0,9,0,23,298,42,37,56,9,441,12,0,0,11,115,133,925,262,195,1702,136,3219
801081094,0,921,0,0,5,48,0,52,76,6,9,9,0,101,17,0,0,15,0,31,30,4,3,26,0,64,204,136,65,638,0,1043,26,0,3,0,0,30,6,6,3,10,0,29,28,15,6,80,0,133,13,0,0,11,0,19,12,0,0,3,0,18,67,0,0,0,0,67,44,34,15,345,7,444,31,22,9,32,0,86,10,4,3,0,0,15,3,0,0,3,0,5,7,0,5,0,0,14,15,4,0,7,0,30,0,0,0,0,0,6,12,0,0,0,0,13,20,11,4,12,0,44,8,0,0,8,0,10,0,0,0,0,0,0,64,36,26,232,0,362,11,4,0,7,0,22,18,0,0,0,0,13,11,5,0,0,0,16,7,0,0,3,0,16,16,0,0,0,0,18,8,0,0,13,0,29,262,37,24,68,0,384,0,5,0,11,94,111,856,258,154,1444,106,2816
801081095,10,1268,0,4,0,68,0,73,67,10,7,15,0,98,22,4,0,15,0,44,30,12,17,20,0,86,217,138,105,745,4,1208,44,0,4,0,0,52,21,3,4,11,0,41,50,17,10,82,0,153,12,0,0,17,0,31,5,0,0,11,0,15,72,0,5,3,0,76,57,44,23,356,0,482,29,19,9,57,0,107,8,3,3,0,0,18,9,6,0,3,0,14,12,0,0,0,0,11,3,6,4,7,0,14,0,6,0,0,0,4,7,6,3,5,0,18,11,3,4,12,0,31,6,0,0,9,0,9,0,0,0,0,0,3,61,39,24,306,0,435,11,0,0,5,0,11,10,4,8,0,0,25,7,4,0,4,0,22,7,4,0,0,0,14,7,0,0,0,0,10,7,7,0,21,0,40,249,35,44,49,0,374,22,0,0,9,133,170,887,300,231,1782,146,3354
801081096,7,758,0,3,0,33,0,36,65,4,6,8,0,86,28,0,0,8,0,41,8,6,0,14,0,28,137,101,63,528,3,822,11,0,0,0,0,17,12,0,9,3,0,27,30,9,10,63,0,113,9,3,0,16,0,18,13,0,0,0,0,22,63,0,3,0,0,67,31,21,12,219,0,274,44,14,8,21,0,88,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,3,4,0,3,0,8,0,0,0,0,0,0,7,0,0,0,0,10,14,8,0,14,0,36,4,0,0,0,0,11,26,0,0,0,0,26,61,25,15,135,6,237,7,0,0,0,0,3,6,0,4,0,0,7,14,5,0,0,0,17,4,0,0,0,0,9,15,0,0,0,0,15,12,0,5,18,0,24,179,31,19,31,0,260,9,0,0,9,62,80,676,178,134,1121,76,2191
801081097,0,1009,0,7,4,46,0,53,38,8,6,9,0,64,17,0,3,7,0,27,23,4,5,12,0,42,179,98,81,650,0,1018,29,0,4,0,0,37,13,4,3,4,0,21,36,12,15,57,0,122,14,0,3,6,0,27,10,3,0,10,0,22,58,3,3,4,0,75,39,32,28,309,0,414,40,7,9,57,0,119,0,0,0,0,0,5,5,5,0,0,0,3,0,3,0,0,0,3,0,6,0,0,0,4,11,5,0,3,0,16,9,0,0,4,0,16,14,0,4,6,0,24,9,0,0,0,0,8,4,0,0,0,0,4,48,43,23,270,5,385,9,0,0,7,0,16,6,3,7,3,0,21,5,0,0,0,0,7,5,0,0,3,0,11,0,0,5,0,0,3,3,6,0,11,0,21,244,47,32,46,0,374,15,4,0,12,110,137,755,234,184,1487,119,2785
801081098,12,1337,0,0,0,37,0,40,109,4,15,11,0,139,22,0,0,8,0,38,31,9,7,25,0,72,232,148,94,884,27,1388,40,3,8,3,0,55,25,7,5,13,0,46,69,14,15,111,8,206,20,3,0,7,0,36,14,5,0,8,0,28,95,13,4,6,0,125,53,45,25,402,0,524,46,20,9,67,0,139,3,0,0,0,0,4,13,0,0,0,0,12,4,0,0,6,0,8,4,3,0,3,0,12,6,3,0,4,0,11,9,3,6,0,0,26,27,4,9,16,0,46,14,0,6,0,0,28,0,0,0,0,0,0,84,53,46,309,5,496,9,4,0,0,0,11,13,4,0,0,0,11,15,3,0,9,0,29,18,0,0,3,0,19,29,0,6,0,0,30,9,0,3,15,0,22,463,44,53,59,5,615,9,0,0,22,160,187,1252,309,247,1991,204,4000
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,777,0,3,0,37,4,45,88,7,8,3,0,105,18,0,0,11,0,33,16,6,7,12,0,46,154,82,63,577,3,884,44,5,0,0,0,50,12,0,0,6,0,20,32,16,10,77,0,136,27,5,7,18,0,60,3,0,0,0,0,3,82,0,3,0,0,91,33,22,20,298,4,368,28,9,3,35,5,82,7,0,3,0,0,10,3,4,0,3,0,9,4,0,4,0,0,15,3,0,0,6,0,13,6,0,0,0,0,6,4,3,0,3,0,5,19,3,9,6,0,28,6,0,0,5,0,6,3,0,0,0,0,3,34,24,22,184,0,266,16,0,4,4,0,26,3,8,0,0,0,9,14,0,4,9,0,29,8,0,0,0,0,10,28,0,9,0,0,40,12,3,0,15,0,28,440,29,34,36,0,535,15,0,0,0,68,85,1005,187,162,1240,82,2680
801091100,17,2032,0,0,6,45,0,51,136,11,23,18,0,187,28,4,5,20,0,60,40,21,12,50,0,127,393,208,186,1180,3,1972,46,0,5,0,0,57,24,12,5,33,0,68,72,33,27,147,0,273,43,8,10,46,0,113,7,5,3,4,0,19,124,8,7,0,0,137,103,83,48,627,9,866,101,37,9,95,0,238,15,0,3,0,0,21,8,6,3,22,0,47,12,0,0,3,0,15,6,7,0,3,0,9,0,0,0,0,0,4,15,8,4,3,0,34,31,7,10,3,0,58,6,0,6,0,0,16,0,0,0,0,0,5,108,57,62,486,6,722,11,0,0,4,0,18,19,4,3,3,0,27,17,0,0,12,0,30,22,0,3,0,0,25,26,5,7,0,0,34,14,3,4,20,0,41,501,95,90,89,0,772,13,3,0,11,125,157,1628,477,452,2862,152,5569
801091101,0,1221,0,4,0,28,5,38,114,0,6,13,0,137,21,4,0,19,0,43,29,14,9,23,0,80,287,144,114,822,3,1378,23,0,4,3,0,30,15,7,5,11,0,31,51,16,14,95,4,183,36,0,5,26,0,66,12,0,5,4,0,22,123,3,6,0,0,130,72,47,29,354,0,499,51,14,8,62,0,143,18,0,0,0,0,20,18,0,3,0,0,25,5,0,0,5,0,9,5,3,0,6,0,16,15,0,0,0,0,17,8,7,3,0,0,23,25,0,3,8,0,45,15,0,0,4,0,22,0,0,0,0,0,0,82,38,47,304,0,471,18,5,0,0,0,17,7,0,3,0,0,11,15,3,0,0,0,24,14,5,3,7,0,18,10,0,3,0,0,15,11,3,4,12,0,26,365,33,39,50,0,494,7,0,5,3,151,164,1229,321,271,1807,162,3787
801091102,4,1020,0,0,8,41,0,44,167,3,18,5,0,197,16,10,0,3,0,31,23,6,6,17,0,50,221,114,91,657,11,1090,63,0,4,0,0,64,17,5,10,0,0,29,51,18,16,83,0,166,35,7,0,24,0,73,5,5,0,6,0,15,326,8,7,0,0,345,58,21,32,336,7,454,32,13,8,41,0,92,17,0,0,0,0,17,0,0,0,0,0,5,6,4,0,4,0,14,7,0,3,4,0,12,0,0,0,0,0,0,22,7,8,3,0,36,27,0,7,5,0,47,21,0,0,0,0,23,8,0,0,0,0,7,61,29,36,237,0,369,9,0,0,0,0,18,6,4,3,0,0,11,6,0,0,3,0,9,16,0,4,0,0,20,32,0,3,0,0,34,7,0,3,3,0,22,511,45,38,49,4,640,23,0,0,6,148,180,1579,233,241,1480,171,3706
801091103,13,1169,0,0,0,36,0,32,75,4,10,13,0,100,16,0,0,3,0,27,19,16,5,12,0,55,211,137,104,678,14,1148,28,0,8,0,0,37,11,3,0,11,0,26,33,11,3,79,0,123,10,0,0,11,0,21,7,6,0,6,0,23,70,6,0,4,0,82,52,40,28,369,0,489,40,7,12,58,0,120,17,3,6,0,0,27,0,0,5,14,0,18,3,3,0,0,0,3,8,0,0,10,0,13,4,0,0,0,0,7,16,5,12,0,0,31,21,0,3,8,0,44,4,3,0,6,0,12,5,3,0,0,0,10,71,41,39,248,0,396,12,0,4,0,0,18,8,0,4,0,0,18,6,0,0,4,0,9,10,0,0,0,0,8,17,0,0,0,0,21,18,8,6,25,0,61,290,50,43,50,6,434,5,0,0,8,107,121,909,292,249,1620,134,3210
801091104,0,574,0,0,3,33,0,37,196,7,25,6,0,232,25,8,0,13,0,43,20,3,3,6,0,32,128,81,48,451,4,696,24,0,0,0,0,24,5,0,3,0,0,9,35,12,3,53,4,109,38,3,0,19,0,57,10,4,0,5,0,18,152,0,5,0,0,155,35,16,9,173,0,243,42,6,8,44,0,98,7,0,0,0,0,7,3,0,0,0,0,4,8,0,0,0,0,9,14,0,0,0,0,14,3,0,5,0,0,6,6,0,5,0,0,18,26,5,4,12,0,52,10,6,0,6,0,22,0,0,0,0,0,3,22,14,8,136,0,185,6,0,0,0,0,10,3,0,6,3,0,11,10,0,0,3,0,21,19,0,0,0,0,23,25,0,0,0,0,25,7,0,0,6,0,17,347,36,28,24,0,430,4,0,0,3,65,70,1115,164,134,898,73,2379
801091105,8,923,0,3,0,43,0,50,100,3,3,3,0,107,14,0,0,7,0,25,17,10,7,15,0,50,204,111,88,615,5,1022,48,0,5,4,0,61,17,5,0,11,0,36,44,23,14,90,0,174,23,10,8,8,0,37,3,5,0,0,0,11,108,0,4,0,0,111,30,29,17,257,3,352,37,7,0,49,0,97,12,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,8,3,9,0,0,0,9,4,0,5,0,0,13,18,3,6,14,4,45,0,0,0,0,0,4,4,3,0,0,0,6,75,34,19,209,0,338,12,0,4,0,0,11,13,0,0,0,0,17,15,3,0,10,0,31,24,0,0,3,0,29,22,6,0,0,0,26,8,3,0,16,0,28,660,28,26,52,0,763,14,0,0,6,125,153,1366,231,180,1353,139,3271
801091106,3,905,0,0,3,46,0,53,129,13,21,9,0,170,20,4,0,11,0,36,16,15,0,12,0,43,167,122,66,606,8,967,84,0,7,0,0,93,18,4,4,7,0,34,40,13,11,81,0,142,12,3,6,14,0,33,12,5,4,6,0,22,179,8,0,0,0,189,31,31,23,349,3,440,47,20,11,56,0,130,18,0,5,0,0,23,0,7,0,0,0,8,4,0,0,0,0,3,10,0,0,3,0,8,3,0,0,3,0,8,4,6,0,0,0,12,26,7,0,6,0,36,17,4,0,0,0,23,4,0,0,0,0,4,49,35,23,237,3,345,15,4,0,0,0,19,4,0,0,0,0,3,15,0,0,0,0,19,11,0,0,0,0,11,11,0,0,5,0,14,12,8,0,20,0,42,675,43,33,58,3,811,18,6,4,11,127,165,1416,264,192,1419,148,3440
801091107,3,152,0,0,0,0,0,0,94,3,4,0,0,105,20,0,0,10,3,33,3,4,0,4,0,14,37,14,15,125,5,193,11,0,4,4,0,12,0,0,0,0,0,0,9,0,0,8,0,20,37,4,0,20,0,65,0,0,0,0,0,0,60,5,0,0,0,62,13,0,4,60,0,81,40,4,0,16,0,63,4,0,0,0,0,7,4,0,0,0,0,4,12,0,0,3,0,17,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,12,0,0,0,0,0,0,9,3,0,51,4,71,10,0,0,0,0,13,0,0,0,0,0,0,16,0,0,7,0,23,3,0,0,0,0,3,19,0,0,0,0,17,0,0,0,0,0,9,165,5,4,19,0,190,8,0,0,0,30,35,537,46,30,282,37,928
801091108,0,871,0,0,0,33,0,38,56,6,4,11,0,75,21,0,0,11,0,43,24,9,0,13,0,49,169,84,64,619,6,946,27,0,4,5,0,29,4,0,0,7,0,18,32,15,16,57,0,112,31,4,7,23,0,74,6,4,0,11,0,22,95,3,0,0,0,103,54,25,35,330,0,445,65,12,4,59,0,145,6,0,0,0,0,10,10,4,0,3,0,11,16,3,0,3,0,18,4,3,0,8,0,12,13,4,0,0,0,17,3,4,0,0,0,8,13,0,0,0,0,18,10,0,0,0,0,9,3,0,0,0,0,3,49,43,22,208,0,314,3,0,0,0,0,8,7,0,0,0,0,6,19,3,7,3,0,31,12,5,0,0,0,16,13,0,3,5,0,18,4,5,0,18,0,26,256,37,32,43,6,370,11,0,0,5,73,89,849,202,161,1389,87,2687
801091109,5,1077,0,10,3,72,0,87,334,6,12,15,4,368,25,4,3,18,0,47,31,10,5,24,0,64,276,147,131,753,11,1308,301,0,18,0,0,323,15,3,3,10,0,30,39,15,9,89,0,151,21,9,6,25,0,56,10,3,7,3,0,24,410,3,0,3,0,420,58,47,31,371,4,503,47,18,16,69,0,146,79,0,6,0,0,87,12,0,0,0,0,15,8,4,0,0,0,13,3,4,3,9,0,22,12,0,4,4,0,15,17,3,5,4,0,25,18,3,4,15,0,38,11,0,0,0,0,17,6,0,0,0,0,7,82,37,43,276,0,443,35,0,3,3,0,36,9,6,0,0,0,17,42,6,3,3,0,58,32,0,0,0,0,36,29,0,3,0,0,35,9,5,4,17,0,41,1108,48,50,58,8,1277,39,7,5,6,200,246,2745,325,273,1618,224,5197
801091110,0,817,0,5,0,35,0,44,74,0,8,8,0,99,17,6,5,11,0,33,15,7,3,15,0,41,146,85,72,529,0,829,36,0,0,3,0,41,11,7,0,10,0,27,24,13,4,58,0,100,20,14,0,13,0,50,0,6,0,4,0,13,104,0,5,6,0,110,29,24,9,251,3,317,53,5,12,55,0,129,10,0,0,0,0,11,0,0,0,3,0,6,13,0,3,4,0,24,4,3,0,6,0,15,5,4,0,0,0,10,7,6,3,0,0,14,13,0,3,17,0,38,8,0,0,0,0,9,3,0,0,0,0,0,41,25,22,180,0,265,12,6,0,0,0,15,8,0,0,0,0,8,7,0,0,3,0,17,17,0,3,0,0,20,3,0,0,0,0,3,5,4,0,9,0,10,221,24,27,51,0,327,16,0,3,10,78,104,766,190,175,1210,89,2424
