SA2_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
801061069,0,0,0,0,0,3,3,5,0,11,26,0,58,0,0,0,0,0,0,4,0,0,6,6,0,19,0,0,0,0,0,0,7,3,6,15,8,0,42,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,5,4,11,7,5,0,36,0,0,0,0,0,0,6,3,3,3,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,10,3,13,23,9,3,12,3,8,81,0,0,0,0,0,0,0,0,0,0,0,21,21,3,0,3,11,6,23,41,34,26,61,49,28,281,0,0,0,0,0,0,0,0,9,25,75,15,127,0,0,0,0,0,0,0,0,0,5,9,5,11,0,0,0,0,0,3,6,5,14,30,33,9,104,0,0,0,0,0,0,0,3,3,4,5,0,22,0,0,0,0,0
801061070,0,0,0,0,0,0,7,3,7,28,33,0,69,0,0,0,0,0,0,6,3,0,5,3,0,22,0,0,0,0,0,0,8,8,3,19,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,3,15,11,4,0,40,0,0,0,0,0,0,11,8,0,6,10,0,38,0,0,0,0,0,4,4,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13,3,18,29,24,5,17,10,5,118,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,15,5,21,60,50,39,78,72,28,373,0,0,0,0,0,0,0,8,10,17,55,8,92,0,0,0,0,0,0,3,3,4,4,0,0,13,0,0,0,0,0,0,5,3,15,44,35,6,102,0,0,0,0,0,0,4,0,5,4,6,5,16,0,0,0,0,0
801061129,0,0,0,0,0,0,4,9,14,39,24,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,3,0,8,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,9,3,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,4,11,25,15,33,57,38,11,191,0,0,0,0,0,0,0,4,0,4,18,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,13,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,0,0,0,0,0,7,49,26,77,54,0,213,0,0,0,0,0,0,3,3,0,8,0,0,16,0,0,0,0,0,0,7,8,7,21,6,3,53,0,0,0,0,0,0,0,3,5,6,0,0,20,0,0,0,0,3,0,10,4,16,11,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,3,5,10,9,4,0,6,5,0,37,0,0,0,0,0,0,0,0,0,0,0,39,41,0,0,0,4,7,15,44,78,52,125,74,44,440,0,0,0,0,0,0,0,3,6,10,17,7,45,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,4,12,5,0,32,0,0,0,0,0,0,0,0,0,6,6,0,13,0,0,0,0,0
801071071,0,0,0,0,0,3,24,48,34,41,19,0,170,0,0,0,0,0,0,4,0,0,9,0,0,10,0,0,0,0,0,4,11,12,0,7,3,0,41,0,0,0,0,0,0,6,4,6,0,0,0,13,0,0,0,0,0,6,12,0,5,0,0,0,29,0,0,0,4,4,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,0,10,4,4,3,19,15,16,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,9,12,3,4,3,28,15,41,60,74,40,61,21,18,370,0,0,0,0,0,0,29,58,43,73,53,24,282,0,0,0,0,0,3,3,5,0,3,0,0,21,0,0,0,0,0,6,63,49,34,33,9,11,203,0,0,0,0,0,0,13,12,8,14,0,0,45,0,0,0,4,0
801071072,0,0,0,0,0,3,11,34,16,36,12,3,118,0,0,0,0,0,5,4,0,0,0,0,0,10,0,0,0,0,0,0,12,3,10,5,7,0,38,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,3,8,3,5,0,0,0,34,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,4,17,9,16,5,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,18,23,3,0,4,23,8,39,52,50,36,44,22,18,309,0,0,0,0,0,0,14,27,35,45,40,18,174,0,0,0,0,0,5,0,4,0,3,0,0,15,0,0,0,0,0,7,32,31,24,39,11,6,150,0,0,0,0,0,0,0,14,5,11,4,0,33,0,0,0,0,4
801071073,0,0,0,0,0,4,27,44,41,48,28,0,193,0,0,0,6,0,6,4,5,0,0,0,0,20,0,0,0,0,0,4,12,11,10,8,0,0,56,0,0,0,0,0,8,4,0,0,7,0,0,20,0,0,0,5,0,12,14,5,11,3,3,3,56,0,0,0,0,0,5,3,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,7,18,7,26,7,3,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,9,23,19,59,89,76,70,71,35,22,460,0,0,0,0,0,0,19,45,37,87,80,24,296,0,0,0,0,0,0,5,3,3,6,3,4,34,0,0,0,0,0,14,52,53,35,62,24,18,256,0,0,0,0,0,5,12,13,11,18,5,3,58,0,0,0,0,0
801071074,0,0,0,0,0,4,25,51,26,47,15,0,163,0,0,0,0,0,4,4,3,0,0,0,0,11,0,0,0,0,0,6,19,14,11,12,6,0,52,0,0,0,0,0,0,0,3,0,5,0,0,13,0,0,0,0,0,8,12,5,9,6,0,0,40,0,0,0,3,0,7,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,30,8,21,9,0,0,0,0,0,68,0,0,0,0,0,3,0,0,0,0,0,33,29,3,0,9,31,11,48,73,77,45,65,18,35,422,0,0,0,0,0,0,21,38,35,69,63,23,260,0,0,0,0,0,0,0,9,3,5,0,4,21,0,0,0,0,0,12,51,33,34,52,18,15,215,0,0,0,0,0,0,6,14,10,15,6,4,50,0,0,0,0,0
801071075,0,0,0,0,0,5,27,52,22,34,22,0,158,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,14,15,3,10,3,0,50,0,0,0,0,0,0,4,5,0,3,0,0,14,0,0,0,0,0,5,13,0,10,4,3,0,36,0,0,0,3,0,6,7,4,0,0,0,0,16,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,5,25,12,18,6,3,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,8,15,4,0,5,29,19,36,76,80,44,50,23,16,386,0,0,0,0,0,3,24,41,32,88,69,36,294,0,0,0,0,0,0,4,4,8,5,3,0,30,0,0,0,0,0,4,45,52,28,68,25,14,244,0,0,0,0,0,0,7,13,10,20,10,3,56,0,0,0,0,0
801071076,0,0,0,0,0,0,8,5,5,27,25,0,71,0,0,0,0,0,5,3,5,0,0,5,0,15,0,0,0,0,0,4,16,8,5,14,3,0,52,0,0,0,0,0,0,0,0,0,5,5,0,10,0,0,0,0,0,0,11,0,10,3,5,0,30,0,0,0,0,0,3,3,5,3,0,0,0,16,0,0,0,0,0,0,0,5,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,34,23,10,3,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,13,14,43,56,37,29,60,39,25,323,0,0,0,0,0,0,6,10,13,43,69,15,161,0,0,0,0,0,0,0,7,0,5,0,0,15,0,0,0,0,0,4,4,15,23,53,28,7,143,0,0,0,0,0,0,4,6,0,10,12,4,33,0,0,0,0,0
801071077,0,0,0,0,0,3,14,29,9,12,13,0,79,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,9,5,4,6,0,0,32,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,12,12,3,4,0,0,0,29,0,0,0,0,4,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,7,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,16,6,35,43,42,23,19,18,13,212,0,0,0,0,0,4,9,10,17,38,33,15,133,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,6,26,16,14,25,16,8,116,0,0,0,0,0,0,5,5,6,0,6,3,26,0,0,0,0,0
801071078,3,0,0,0,0,6,42,73,43,69,32,0,269,0,0,3,0,0,9,4,4,5,0,0,0,20,0,0,0,0,0,9,32,21,5,17,6,0,85,0,0,0,0,0,0,4,4,4,0,0,0,24,0,0,0,0,4,10,19,8,3,0,0,0,53,0,0,0,0,3,8,7,3,4,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,10,33,19,39,19,4,0,0,0,3,129,0,0,0,0,0,0,0,0,0,0,0,29,40,3,0,9,42,24,81,132,116,64,90,36,42,653,0,0,0,0,0,10,32,67,59,123,92,36,410,0,0,0,0,0,5,0,9,4,6,0,8,35,0,0,0,0,3,11,69,65,49,76,22,18,319,0,0,0,0,0,5,9,19,14,18,6,4,68,0,0,0,0,6
801071079,0,0,0,0,0,0,10,21,16,28,10,0,84,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,4,8,6,4,12,0,0,35,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,4,12,6,6,6,0,0,36,0,0,0,0,0,4,4,3,3,0,0,4,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,19,17,5,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,19,21,3,0,4,18,6,32,52,48,32,53,9,21,286,0,0,0,0,0,0,8,18,8,36,37,8,112,0,0,0,0,0,0,0,3,8,3,0,0,15,0,0,0,0,0,0,24,32,25,40,20,4,133,0,0,0,0,0,4,4,4,5,18,4,0,39,0,0,0,0,0
801071080,0,0,0,0,0,0,9,31,8,24,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,8,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,21,0,5,0,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,12,6,30,27,48,15,32,10,15,207,0,0,0,0,0,0,3,7,4,9,5,0,31,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,6,4,7,3,0,26,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0
801071081,3,0,0,0,0,4,21,54,29,33,16,0,155,0,0,0,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,4,21,9,3,10,6,0,50,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,8,17,0,3,3,0,0,30,0,0,0,5,0,0,6,0,0,0,0,0,9,0,0,0,0,0,3,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,12,13,3,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,19,25,3,0,4,32,16,30,76,69,42,51,21,24,365,0,0,0,0,0,0,20,44,34,41,23,18,178,0,0,0,0,0,0,0,4,0,3,0,0,15,0,0,0,0,3,11,35,41,25,21,14,7,160,0,0,0,0,0,6,8,10,0,17,4,6,45,0,0,0,0,0
801071082,0,0,0,0,0,9,59,118,69,125,61,0,448,0,0,0,4,0,16,15,11,8,8,4,0,61,0,0,0,0,0,14,54,47,25,36,10,0,181,0,0,0,0,0,0,13,16,5,13,4,0,51,0,0,4,5,8,29,53,22,31,15,5,3,176,0,0,0,15,13,32,35,15,12,4,0,0,131,0,0,0,4,0,8,3,9,4,6,0,0,31,0,0,0,0,0,0,3,4,0,0,0,0,17,7,0,15,77,37,111,94,32,7,0,0,12,398,0,0,0,0,0,0,0,0,0,0,0,100,99,12,5,19,104,63,217,331,272,161,216,93,115,1597,0,0,0,0,0,4,33,68,78,148,148,60,547,0,0,0,0,0,4,11,17,5,17,7,4,63,0,0,0,0,5,18,98,112,88,145,73,30,566,0,0,0,0,3,8,20,34,25,30,23,6,143,0,0,5,0,5
801071083,0,0,0,0,0,0,3,7,5,15,11,0,41,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,12,12,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,3,5,13,27,16,15,27,13,14,125,0,0,0,0,0,0,5,7,8,30,33,12,87,0,0,0,0,0,5,0,0,7,0,0,0,9,0,0,0,0,0,7,10,9,13,20,13,9,77,0,0,0,0,0,0,4,6,0,4,0,0,14,0,0,0,0,0
801071084,0,0,0,0,0,0,27,37,30,48,25,0,163,0,0,0,0,4,4,6,0,4,3,0,0,21,0,0,0,6,0,5,11,14,7,10,0,0,53,0,0,0,0,0,0,5,5,4,7,5,0,27,0,0,0,0,0,14,11,8,13,0,0,0,50,0,0,0,6,5,6,13,5,5,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,39,26,42,32,8,5,3,0,3,167,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,3,49,40,71,113,78,61,75,32,43,554,0,0,0,0,0,0,7,38,36,61,68,22,233,0,0,0,0,0,5,4,11,7,4,0,0,27,0,0,0,0,0,5,39,35,21,61,29,15,206,0,0,0,0,0,0,8,4,6,16,5,3,43,0,0,0,0,0
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,0,0,0,0,6,7,10,16,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,7,3,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,6,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,4,16,28,25,17,24,6,7,139,0,0,0,0,0,0,4,10,10,16,23,9,76,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,11,14,11,21,12,3,68,0,0,0,0,0,0,0,0,3,4,3,0,20,0,0,0,0,0
801071087,0,0,0,0,0,0,19,25,12,24,5,0,94,0,0,0,0,0,0,3,5,0,4,0,0,8,0,0,0,0,0,9,11,12,5,0,0,0,35,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,4,6,8,3,5,0,0,0,30,0,0,0,0,0,6,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,9,17,12,27,4,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,6,17,15,53,59,50,26,28,5,14,282,0,0,0,0,3,0,16,33,15,33,15,7,130,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,16,30,29,13,23,13,8,125,0,0,0,0,0,0,4,5,0,5,0,0,22,0,0,0,0,0
801071088,0,0,0,0,0,4,30,29,26,36,15,3,140,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,4,7,9,0,0,38,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,7,15,4,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,5,6,7,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,16,21,6,0,4,15,12,26,69,44,40,53,13,21,300,0,0,0,0,0,0,13,30,41,58,38,12,195,0,0,0,0,0,0,3,0,3,6,0,0,19,0,0,0,0,0,7,29,42,24,42,8,13,166,0,0,0,0,0,0,12,9,7,13,8,3,56,0,0,0,0,0
801071089,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,0,0,0,0,8,26,77,30,57,36,0,240,0,0,0,3,0,3,11,6,3,9,0,0,35,0,0,0,0,0,9,27,22,18,20,6,0,93,0,0,0,0,0,3,3,10,9,4,0,0,28,0,0,4,0,9,10,27,12,9,10,0,0,76,0,0,5,0,3,15,17,0,5,4,0,0,45,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,11,44,22,63,54,8,3,0,0,12,216,0,0,0,0,0,0,0,0,0,0,0,41,43,3,0,15,51,38,103,172,141,79,102,50,54,793,0,0,0,0,0,0,21,40,39,90,78,29,297,0,0,0,0,0,6,5,14,3,5,3,3,38,0,0,0,0,0,14,52,50,42,85,30,23,287,0,0,0,0,0,3,11,16,16,10,13,4,67,0,0,0,4,6
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
