SA2_CODE_2021,Uses_Engl_only_C11_M,Uses_Engl_only_C11_F,Uses_Engl_only_C11_P,Uses_Engl_only_C16_M,Uses_Engl_only_C16_F,Uses_Engl_only_C16_P,Uses_Engl_only_C21_M,Uses_Engl_only_C21_F,Uses_Engl_only_C21_P,UOL_Arabic_C11_M,UOL_Arabic_C11_F,UOL_Arabic_C11_P,UOL_Arabic_C16_M,UOL_Arabic_C16_F,UOL_Arabic_C16_P,UOL_Arabic_C21_M,UOL_Arabic_C21_F,UOL_Arabic_C21_P,UOL_Aus_In_La_C11_M,UOL_Aus_In_La_C11_F,UOL_Aus_In_La_C11_P,UOL_Aus_In_La_C16_M,UOL_Aus_In_La_C16_F,UOL_Aus_In_La_C16_P,UOL_Aus_In_La_C21_M,UOL_Aus_In_La_C21_F,UOL_Aus_In_La_C21_P,UOL_Bengali_C11_M,UOL_Bengali_C11_F,UOL_Bengali_C11_P,UOL_Bengali_C16_M,UOL_Bengali_C16_F,UOL_Bengali_C16_P,UOL_Bengali_C21_M,UOL_Bengali_C21_F,UOL_Bengali_C21_P,UOL_Canton_C11_M,UOL_Canton_C11_F,UOL_Canton_C11_P,UOL_Canton_C16_M,UOL_Canton_C16_F,UOL_Canton_C16_P,UOL_Canton_C21_M,UOL_Canton_C21_F,UOL_Canton_C21_P,UOL_Mandar_C11_M,UOL_Mandar_C11_F,UOL_Mandar_C11_P,UOL_Mandar_C16_M,UOL_Mandar_C16_F,UOL_Mandar_C16_P,UOL_Mandar_C21_M,UOL_Mandar_C21_F,UOL_Mandar_C21_P,UOL_CL_Oth_C11_M,UOL_CL_Oth_C11_F,UOL_CL_Oth_C11_P,UOL_CL_Oth_C16_M,UOL_CL_Oth_C16_F,UOL_CL_Oth_C16_P,UOL_CL_Oth_C21_M,UOL_CL_Oth_C21_F,UOL_CL_Oth_C21_P,UOL_CL_Tot_C11_M,UOL_CL_Tot_C11_F,UOL_CL_Tot_C11_P,UOL_CL_Tot_C16_M,UOL_CL_Tot_C16_F,UOL_CL_Tot_C16_P,UOL_CL_Tot_C21_M,UOL_CL_Tot_C21_F,UOL_CL_Tot_C21_P,UOL_Croatian_C11_M,UOL_Croatian_C11_F,UOL_Croatian_C11_P,UOL_Croatian_C16_M,UOL_Croatian_C16_F,UOL_Croatian_C16_P,UOL_Croatian_C21_M,UOL_Croatian_C21_F,UOL_Croatian_C21_P,UOL_Filipino_C11_M,UOL_Filipino_C11_F,UOL_Filipino_C11_P,UOL_Filipino_C16_M,UOL_Filipino_C16_F,UOL_Filipino_C16_P,UOL_Filipino_C21_M,UOL_Filipino_C21_F,UOL_Filipino_C21_P,UOL_French_C11_M,UOL_French_C11_F,UOL_French_C11_P,UOL_French_C16_M,UOL_French_C16_F,UOL_French_C16_P,UOL_French_C21_M,UOL_French_C21_F,UOL_French_C21_P,UOL_German_C11_M,UOL_German_C11_F,UOL_German_C11_P,UOL_German_C16_M,UOL_German_C16_F,UOL_German_C16_P,UOL_German_C21_M,UOL_German_C21_F,UOL_German_C21_P,UOL_Gre_C11_M,UOL_Gre_C11_F,UOL_Gre_C11_P,UOL_Gre_C16_M,UOL_Gre_C16_F,UOL_Gre_C16_P,UOL_Gre_C21_M,UOL_Gre_C21_F,UOL_Gre_C21_P,UOL_Gujarati_C11_M,UOL_Gujarati_C11_F,UOL_Gujarati_C11_P,UOL_Gujarati_C16_M,UOL_Gujarati_C16_F,UOL_Gujarati_C16_P,UOL_Gujarati_C21_M,UOL_Gujarati_C21_F,UOL_Gujarati_C21_P,UOL_Hindi_C11_M,UOL_Hindi_C11_F,UOL_Hindi_C11_P,UOL_Hindi_C16_M,UOL_Hindi_C16_F,UOL_Hindi_C16_P,UOL_Hindi_C21_M,UOL_Hindi_C21_F,UOL_Hindi_C21_P,UOL_Indon_C11_M,UOL_Indon_C11_F,UOL_Indon_C11_P,UOL_Indon_C16_M,UOL_Indon_C16_F,UOL_Indon_C16_P,UOL_Indon_C21_M,UOL_Indon_C21_F,UOL_Indon_C21_P,UOL_Italian_C11_M,UOL_Italian_C11_F,UOL_Italian_C11_P,UOL_Italian_C16_M,UOL_Italian_C16_F,UOL_Italian_C16_P,UOL_Italian_C21_M,UOL_Italian_C21_F,UOL_Italian_C21_P,UOL_Japanes_C11_M,UOL_Japanes_C11_F,UOL_Japanes_C11_P,UOL_Japanes_C16_M,UOL_Japanes_C16_F,UOL_Japanes_C16_P,UOL_Japanes_C21_M,UOL_Japanes_C21_F,UOL_Japanes_C21_P,UOL_Korean_C11_M,UOL_Korean_C11_F,UOL_Korean_C11_P,UOL_Korean_C16_M,UOL_Korean_C16_F,UOL_Korean_C16_P,UOL_Korean_C21_M,UOL_Korean_C21_F,UOL_Korean_C21_P,UOL_Mac_C11_M,UOL_Mac_C11_F,UOL_Mac_C11_P,UOL_Mac_C16_M,UOL_Mac_C16_F,UOL_Mac_C16_P,UOL_Mac_C21_M,UOL_Mac_C21_F,UOL_Mac_C21_P,UOL_Malayalam_C11_M,UOL_Malayalam_C11_F,UOL_Malayalam_C11_P,UOL_Malayalam_C16_M,UOL_Malayalam_C16_F,UOL_Malayalam_C16_P,UOL_Malayalam_C21_M,UOL_Malayalam_C21_F,UOL_Malayalam_C21_P,UOL_Nepali_C11_M,UOL_Nepali_C11_F,UOL_Nepali_C11_P,UOL_Nepali_C16_M,UOL_Nepali_C16_F,UOL_Nepali_C16_P,UOL_Nepali_C21_M,UOL_Nepali_C21_F,UOL_Nepali_C21_P,UOL_Pe_ex_Da_C11_M,UOL_Pe_ex_Da_C11_F
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,4,6,4,12,4,11,143,157,302,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,7,17,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,8,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,12,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,13,34,0,0
801011144,0,0,0,0,0,0,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,3,4,4,0,4,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,17,9,36,14,17,26,8,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,430,285,717,363,247,609,383,245,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,10,4,14,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,7,9,18,0,0,0,5,0,5,0,0,6,0,3,3,0,9,5,4,4,12,0,0,0,0,0,7,3,6,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0
801031114,32,24,64,50,38,83,36,37,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
801031115,88,80,164,71,67,138,132,92,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041034,2125,2278,4406,2176,2206,4376,2228,2247,4476,11,6,18,12,13,21,25,20,43,0,0,0,0,0,0,0,0,0,18,13,28,12,10,20,18,12,32,28,25,48,31,31,58,18,21,46,40,63,104,50,74,120,69,77,145,0,7,9,4,3,12,3,3,3,69,97,158,80,107,188,92,100,194,50,55,108,39,47,83,35,42,74,10,10,18,0,4,5,3,10,9,10,9,20,9,7,17,12,11,21,4,14,17,10,13,16,5,10,10,13,20,32,8,12,21,6,12,22,0,3,5,13,9,20,25,26,47,22,24,49,41,37,80,40,35,79,4,6,9,0,0,4,0,6,12,23,14,42,21,24,43,22,15,35,0,11,12,3,9,12,4,3,9,8,13,18,6,7,18,28,31,60,13,16,32,9,5,18,13,14,25,4,6,8,8,6,12,10,9,26,0,0,0,3,3,3,17,13,32,10,9
801041035,427,457,882,1760,1799,3560,1875,1899,3774,13,13,26,65,59,118,79,75,155,0,0,0,0,0,0,0,3,3,16,12,30,67,63,128,58,50,109,10,8,19,43,40,82,36,30,68,14,14,33,72,100,171,77,98,169,3,0,0,0,12,8,0,3,9,24,32,57,117,149,263,114,134,248,14,13,28,20,38,58,19,26,42,5,0,8,42,42,82,24,45,65,4,0,0,5,3,8,12,7,18,3,3,4,4,3,13,3,0,10,0,0,3,5,3,12,15,11,24,4,0,5,57,54,107,84,85,171,14,14,30,108,112,223,109,115,226,0,5,8,12,23,28,19,13,32,0,6,0,12,22,35,16,14,24,6,4,8,13,9,20,10,6,15,0,3,6,22,34,59,39,49,83,0,0,0,8,13,21,9,17,25,0,0,0,14,14,34,31,22,54,7,10,14,13,15,27,65,52,113,0,3
801041036,540,527,1069,1868,1988,3855,2053,2097,4152,9,5,14,9,15,25,31,26,53,0,0,0,0,0,0,5,3,3,4,0,6,32,30,62,39,50,86,13,16,31,30,42,74,29,44,70,7,12,22,91,94,184,104,106,214,0,0,0,4,0,4,3,0,3,24,23,51,135,129,265,134,150,289,14,22,36,32,33,62,20,28,48,0,0,0,8,16,19,14,30,40,0,0,0,12,8,20,15,10,27,0,0,0,4,4,5,0,3,3,9,3,14,11,13,27,12,20,36,0,0,0,0,0,0,21,18,41,12,17,35,66,78,138,58,59,116,0,0,0,6,8,13,7,8,11,9,5,8,24,17,34,17,14,27,0,0,0,8,9,17,9,9,15,4,6,9,16,25,42,21,21,43,3,0,6,16,14,33,10,9,19,4,6,6,18,16,39,19,23,45,0,3,4,19,20,36,24,27,46,0,0
801041037,174,182,358,1255,1287,2537,1351,1454,2804,5,3,11,12,12,31,29,24,49,0,0,0,0,0,0,3,0,3,0,0,0,42,38,82,45,45,90,7,10,18,63,66,129,54,55,106,13,16,32,216,204,417,202,193,395,3,0,0,13,8,22,8,6,20,19,34,52,292,279,571,261,252,513,3,0,3,29,23,55,18,23,36,0,6,9,4,0,6,11,8,21,0,0,0,6,6,11,3,8,13,0,0,0,8,8,17,3,10,8,0,0,0,13,10,20,6,4,12,0,0,0,10,7,18,24,15,36,7,8,9,55,47,104,61,56,114,0,0,0,5,8,13,3,6,4,0,8,11,14,15,24,17,12,33,0,0,0,0,7,13,5,12,17,0,0,0,10,15,26,20,24,43,0,0,4,9,5,14,0,4,4,5,3,7,25,26,47,17,20,43,0,0,0,15,18,32,19,25,34,0,4
801041038,790,786,1576,1439,1418,2861,1474,1453,2932,5,3,11,18,24,43,19,13,37,0,0,0,3,0,3,0,0,0,9,5,14,13,17,30,19,12,30,20,27,48,34,36,74,19,27,48,37,48,85,85,111,198,105,138,236,0,8,8,0,0,0,12,6,11,62,75,142,123,151,270,128,166,293,47,43,94,50,42,97,36,38,74,0,0,3,7,5,19,9,10,21,0,5,3,4,5,13,5,4,11,0,0,0,6,3,9,11,9,19,5,5,13,0,9,9,10,10,17,4,4,3,9,5,14,20,17,32,23,16,37,43,42,86,47,57,105,4,3,9,5,6,7,0,0,0,8,10,21,10,9,22,10,12,20,3,0,4,3,0,10,4,6,10,0,3,9,27,27,58,20,25,47,6,7,12,3,6,8,11,10,14,4,9,13,9,6,12,16,11,24,4,0,3,4,3,10,11,8,25,0,3
801041039,988,922,1915,1492,1454,2950,1637,1579,3217,24,18,39,36,31,65,53,45,91,0,0,0,0,0,0,0,0,0,58,46,104,84,67,151,77,66,143,65,72,133,87,87,174,79,81,160,127,149,277,358,382,739,382,431,808,12,12,26,22,18,46,4,10,11,202,230,432,465,490,955,465,516,985,44,33,75,35,30,62,31,32,64,8,13,21,18,20,38,9,24,34,10,7,13,14,9,27,10,6,15,8,6,14,14,13,21,8,13,28,5,6,12,10,11,20,12,10,15,10,9,21,22,19,35,54,47,97,50,54,104,83,89,171,80,96,175,10,13,16,16,18,37,16,26,39,22,17,39,15,18,35,17,11,26,0,0,0,12,16,28,11,17,31,27,33,61,105,110,214,98,87,179,3,0,3,10,8,18,11,10,17,8,11,17,16,19,38,15,10,30,11,9,18,30,27,58,214,178,397,10,12
801041040,1690,1678,3370,1587,1618,3204,2069,2091,4160,57,35,88,40,34,77,49,38,87,0,0,0,0,0,5,3,9,14,23,15,33,17,28,42,47,37,90,65,59,123,56,67,123,75,97,177,183,196,381,268,275,541,426,414,840,13,11,26,31,17,43,12,6,20,265,269,539,352,360,712,511,526,1039,34,37,73,30,22,56,29,25,52,18,29,49,13,24,38,27,32,62,4,8,10,8,19,29,8,14,23,3,6,12,4,3,7,11,13,22,10,7,20,4,10,18,9,16,26,7,7,16,13,14,31,72,59,124,47,50,96,70,71,143,94,88,183,4,0,5,3,7,11,5,7,19,25,21,48,16,17,36,18,12,31,10,9,21,8,10,18,9,10,25,88,79,164,135,109,251,147,126,277,8,9,17,9,9,15,12,16,28,10,8,15,12,4,13,11,8,14,4,3,12,11,17,24,230,175,407,5,4
801041043,144,170,313,121,129,255,136,145,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041044,1438,1473,2915,2145,2111,4262,2230,2215,4444,20,25,43,30,27,53,30,21,50,0,3,0,0,3,4,0,0,0,21,17,35,86,78,168,78,79,157,34,54,88,76,91,169,84,111,196,76,92,164,332,360,692,342,347,687,10,6,21,34,35,71,5,3,12,124,147,273,444,479,925,429,458,890,37,32,68,23,27,58,22,29,52,7,7,16,10,10,20,8,18,31,7,11,22,17,13,31,23,10,30,3,4,10,9,15,21,6,3,8,23,29,53,39,36,69,35,24,56,0,0,0,26,26,57,44,46,90,45,50,88,72,70,146,84,75,155,9,6,16,8,13,21,9,10,18,17,18,34,11,13,22,10,14,26,0,0,0,4,3,8,17,11,28,35,32,69,93,92,188,99,92,192,3,3,10,0,3,6,0,6,3,5,8,15,20,29,46,22,25,41,0,0,3,16,21,32,130,106,236,0,3
801041045,5,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,3270,3463,6731,3643,3798,7444,3705,3893,7592,33,30,64,37,30,70,48,42,87,4,0,4,0,0,0,5,7,8,21,12,29,36,19,56,41,27,69,43,42,84,47,51,98,38,59,92,70,68,139,122,121,242,118,125,248,4,11,19,0,7,10,0,4,4,118,118,239,170,179,347,156,189,348,58,49,106,50,50,99,46,35,81,9,22,34,17,22,40,12,23,38,18,9,28,17,17,34,21,18,38,10,14,24,18,13,31,11,13,20,29,23,51,22,21,47,23,27,52,16,13,28,23,30,48,43,46,90,54,49,108,74,67,138,94,97,183,11,10,17,26,17,43,13,22,32,31,41,67,33,40,79,33,40,72,9,18,29,9,29,31,12,21,31,24,32,55,39,33,73,45,37,80,7,14,23,7,11,17,3,12,13,3,9,9,6,4,10,12,6,21,0,0,0,13,7,19,71,52,131,14,19
801041047,2619,2598,5217,2512,2476,4986,2465,2440,4907,16,21,38,23,16,43,17,28,49,0,0,0,0,0,0,0,4,5,20,19,37,14,13,27,22,14,38,73,66,137,65,58,124,65,62,129,58,66,126,110,117,235,158,166,324,3,9,11,10,9,20,5,8,9,139,140,279,186,191,377,227,238,464,49,58,106,44,55,98,37,35,69,0,0,5,0,4,5,0,7,8,0,3,7,10,10,15,3,6,11,11,12,18,10,7,17,7,13,23,52,43,99,39,41,79,39,34,78,4,3,9,4,4,12,5,4,7,40,51,93,31,40,67,35,29,63,3,6,4,5,5,7,3,3,7,54,51,100,41,44,85,24,23,45,3,3,7,3,5,4,3,4,9,12,20,35,13,29,43,19,17,38,24,15,39,16,11,28,12,9,17,9,13,16,17,21,31,23,24,39,4,3,8,0,0,4,16,12,26,3,0
801041048,1849,1952,3807,1809,1830,3644,1820,1834,3652,43,32,79,29,24,50,33,36,72,0,0,0,0,0,0,0,4,4,44,40,80,28,27,53,23,25,43,52,63,121,47,53,105,40,49,93,91,105,190,126,127,251,134,139,267,15,20,32,0,11,8,0,4,4,160,189,347,173,189,363,178,189,365,29,33,54,28,23,50,24,25,47,13,19,32,10,16,28,11,6,20,3,6,8,4,3,12,4,3,13,5,5,11,5,5,13,6,10,17,17,24,37,21,23,44,11,24,34,0,0,0,0,0,0,13,8,22,39,34,79,41,37,83,30,29,63,6,12,21,8,3,15,8,8,21,37,42,79,33,30,54,11,19,35,10,13,26,3,7,16,9,13,19,30,25,51,34,29,61,27,35,62,9,9,24,13,12,25,16,17,35,3,3,11,8,14,27,6,4,16,0,3,5,0,4,9,9,4,12,0,5
801041116,23,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,172,194,362,160,165,324,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,5,3,5,0,0,0,8,5,10,0,3,6,0,0,0,10,10,20,9,11,19,0,0,0,0,0,0,0,0,0,0,0,0,13,16,33,6,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17,12,12,20,0,0,0,12,19,34,15,20,30,0,0,0,0,0,0,0,0,5,0,0,0,8,0,11,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,8,10,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,13,12,25,0,0
801041119,0,0,5,5,3,8,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,0,24,23,48,1263,1256,2513,0,0,0,0,0,0,45,40,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,68,124,0,0,0,0,0,0,29,28,55,0,0,0,0,0,0,96,93,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,119,245,0,0,0,0,0,0,14,7,22,0,0,0,0,0,0,18,22,42,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,14,6,19,0,0,0,0,0,0,65,53,122,0,0,0,0,0,7,76,76,155,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,9,13,23,0,0,0,0,0,0,36,49,81,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,39,32,68,0,0,0,0,0,0,44,43,90,0,0
801041121,0,0,0,0,0,0,344,360,704,0,0,0,0,0,0,22,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,55,0,0,0,0,0,0,8,5,16,0,0,0,0,0,0,32,38,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,36,47,82,0,0,0,0,0,0,10,11,18,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,48,58,105,0,0,0,0,0,0,60,63,125,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,29,0,0,0,0,0,0,27,32,59,0,0
