SA2_CODE_2021,C16_M_25_29_Tot_LF,C16_M_25_29_Not_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Not_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Not_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Not_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Not_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Not_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Not_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Not_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Not_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Not_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75over_Em_FT,C16_M_75over_Em_PT,C16_M_75over_Em_AFW,C16_M_75over_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75over_Unem_Lo_pt_wor,C16_M_75over_Unempl_Tot,C16_M_75over_Tot_LF,C16_M_75over_Not_LF,C16_M_75over_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_Tot_Tot_labo_for,C16_M_Tot_Not_LF,C16_M_Tot_LF_NS,C16_M_Tot_Tot,C21_M_15_19_Em_FT,C21_M_15_19_Em_PT,C21_M_15_19_Em_AFW,C21_M_15_19_Em_Hrs_NS,C21_M_15_19_Em_Tot,C21_M_15_19_Unem_Look_FT,C21_M_15_19_Unem_Look_PT,C21_M_15_19_Unem_Tot,C21_M_15_19_Tot_LF,C21_M_15_19_Not_LF,C21_M_15_19_LF_NS,C21_M_15_19_Tot,C21_M_20_24_Em_FT,C21_M_20_24_Em_PT,C21_M_20_24_Em_AFW,C21_M_20_24_Em_Hrs_NS,C21_M_20_24_Em_Tot,C21_M_20_24_Unem_Look_FT,C21_M_20_24_Unem_Look_PT,C21_M_20_24_Unem_Tot,C21_M_20_24_Tot_LF,C21_M_20_24_Not_LF,C21_M_20_24_LF_NS,C21_M_20_24_Tot,C21_M_25_29_Em_FT,C21_M_25_29_Em_PT,C21_M_25_29_Em_AFW,C21_M_25_29_Em_Hrs_NS,C21_M_25_29_Em_Tot,C21_M_25_29_Unem_Look_FT,C21_M_25_29_Unem_Look_PT,C21_M_25_29_Unem_Tot,C21_M_25_29_Tot_LF,C21_M_25_29_Not_LF,C21_M_25_29_LF_NS,C21_M_25_29_Tot,C21_M_30_34_Em_FT,C21_M_30_34_Em_PT,C21_M_30_34_Em_AFW,C21_M_30_34_Em_Hrs_NS,C21_M_30_34_Em_Tot,C21_M_30_34_Unem_Look_FT,C21_M_30_34_Unem_Look_PT,C21_M_30_34_Unem_Tot,C21_M_30_34_Tot_LF,C21_M_30_34_Not_LF,C21_M_30_34_LF_NS,C21_M_30_34_Tot,C21_M_35_39_Em_FT,C21_M_35_39_Em_PT,C21_M_35_39_Em_AFW,C21_M_35_39_Em_Hrs_NS,C21_M_35_39_Em_Tot,C21_M_35_39_Unem_Look_FT,C21_M_35_39_Unem_Look_PT,C21_M_35_39_Unem_Tot,C21_M_35_39_Tot_LF,C21_M_35_39_Not_LF,C21_M_35_39_LF_NS,C21_M_35_39_Tot,C21_M_40_44_Em_FT,C21_M_40_44_Em_PT,C21_M_40_44_Em_AFW,C21_M_40_44_Em_Hrs_NS
801051124,89,25,11,121,71,13,0,4,87,11,0,9,96,6,8,118,63,7,0,0,76,4,0,4,79,9,12,99,79,6,0,0,91,3,0,3,92,6,7,101,88,9,0,0,98,3,0,3,99,16,8,130,78,12,3,0,91,6,0,8,103,10,11,129,53,14,0,0,69,0,0,0,74,24,10,115,40,13,0,0,54,0,0,0,61,33,7,101,15,6,5,0,29,0,0,0,29,47,8,87,9,8,0,0,15,0,0,0,15,45,4,69,0,4,0,0,8,0,0,0,8,89,10,102,611,165,24,11,801,32,16,46,853,383,114,1357,8,39,9,0,52,0,8,7,59,53,5,119,97,98,9,3,208,5,11,11,224,15,23,261,160,19,8,0,192,4,0,5,196,15,18,231,136,27,6,0,166,4,0,4,173,3,15,190,99,11,0,3,122,0,0,0,119,4,10,136,101,15,0,0
801051125,110,3,13,127,41,7,3,0,54,0,0,0,54,0,6,66,38,3,0,0,36,0,0,0,36,3,0,41,12,0,0,0,16,0,0,0,16,0,3,13,10,0,0,0,13,0,0,0,13,0,3,19,11,0,0,0,11,0,0,0,11,0,5,15,5,0,0,0,3,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,88,8,28,1047,0,0,0,1047,49,72,1175,246,32,0,3,278,0,0,0,278,0,52,330,450,38,6,12,513,0,0,0,510,32,133,669,69,0,3,3,69,0,0,0,69,5,36,114,46,4,0,0,49,0,0,0,48,0,18,64,28,0,4,0,25,0,0,0,25,0,12,44,25,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,88,10,15,114,32,5,0,0,42,3,0,3,47,14,7,67,31,9,0,0,40,0,0,3,46,4,7,62,20,0,0,0,24,3,0,5,31,9,6,49,26,8,0,0,33,4,0,4,35,20,13,68,40,7,3,0,47,4,0,4,49,20,8,77,30,6,0,0,42,0,4,7,47,20,3,71,11,4,0,0,15,0,0,0,13,27,11,52,9,9,0,0,16,0,0,0,16,25,6,46,0,5,0,0,6,0,0,0,6,33,6,44,0,5,0,0,5,0,0,0,5,25,6,33,301,120,13,3,434,24,22,46,480,233,94,814,3,10,0,0,15,0,3,3,13,15,4,31,24,40,0,0,66,0,0,0,72,15,0,89,60,12,7,0,73,0,0,3,83,7,10,98,45,10,3,6,68,6,0,4,69,8,5,86,31,4,3,0,38,3,0,3,38,8,0,45,29,4,5,0
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,37,11,4,43,39,5,5,0,52,3,0,3,56,5,0,63,62,3,3,0,71,3,0,3,70,3,3,79,70,4,0,0,77,0,0,0,77,3,6,87,91,4,0,0,94,0,0,0,99,7,5,109,79,3,0,0,84,3,0,3,88,3,5,96,66,15,5,0,85,0,5,3,87,10,6,103,32,6,4,0,37,0,0,0,41,26,0,68,14,16,0,0,29,0,0,0,36,46,6,77,7,11,0,0,16,0,0,0,16,47,7,75,7,8,0,0,17,0,0,0,18,109,7,137,512,118,24,8,658,18,13,28,685,325,37,1053,0,26,0,0,32,0,0,0,34,42,4,81,31,23,6,0,65,3,0,0,69,8,7,86,45,8,0,3,59,0,0,7,59,0,3,65,48,4,0,0,50,0,0,0,50,4,3,56,59,7,3,0,68,0,0,0,68,0,0,69,82,0,6,0
801061063,43,5,11,54,39,3,0,0,45,0,0,0,45,0,9,53,26,0,0,0,30,0,0,0,33,0,0,34,27,3,0,0,33,3,0,3,39,0,0,41,55,3,0,4,64,0,0,0,64,0,0,65,44,5,0,0,48,0,0,0,54,0,6,62,35,0,4,0,43,0,0,0,41,5,0,56,29,8,0,0,36,0,0,0,40,9,5,51,20,8,0,0,33,0,0,0,32,12,4,48,13,9,0,0,22,0,0,0,22,25,3,45,3,8,0,0,11,0,0,0,11,29,6,51,349,77,14,5,445,5,5,15,461,132,56,646,0,18,0,0,21,0,4,4,20,22,0,44,25,17,0,0,41,0,0,6,43,10,0,55,56,10,0,0,65,0,0,0,65,0,10,74,51,4,0,0,56,0,0,0,56,0,0,63,30,4,0,0,37,0,0,0,39,3,0,40,32,4,3,0
801061064,192,3,21,216,144,13,5,0,158,8,0,8,166,3,20,191,104,15,0,0,117,0,4,4,122,7,7,138,113,7,6,0,124,5,0,5,125,18,10,148,124,10,3,0,141,8,3,6,155,16,17,183,119,11,4,0,141,3,0,3,141,23,12,169,95,17,3,0,117,5,0,5,123,25,12,161,52,16,0,0,70,0,3,5,72,49,9,125,34,18,0,0,51,0,0,0,51,61,5,122,0,9,0,0,16,0,0,0,15,49,7,72,9,4,0,0,14,0,0,0,14,102,26,141,1018,207,28,14,1274,28,21,52,1322,430,163,1913,13,57,5,6,78,3,5,9,89,69,3,164,83,48,0,3,132,0,0,3,137,16,10,156,224,30,7,5,272,5,3,5,276,12,8,293,176,22,9,0,206,5,0,6,215,16,16,241,144,16,4,0,172,4,0,3,173,9,4,189,118,12,12,3
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,126,17,13,156,127,14,6,0,149,8,0,12,161,12,22,203,137,15,0,8,159,0,3,3,163,12,12,190,148,27,0,3,178,12,0,12,179,13,15,211,137,22,3,3,162,0,0,3,162,26,18,211,142,18,8,0,163,5,0,6,172,28,16,226,106,18,3,0,130,3,0,3,136,51,14,208,59,24,6,0,86,7,4,9,95,64,19,171,20,16,3,4,39,0,0,3,36,63,12,115,6,4,0,0,13,0,0,0,13,62,15,88,6,5,0,0,7,0,0,0,7,115,71,191,1044,260,37,19,1359,47,35,80,1441,602,258,2297,16,43,0,0,66,0,11,13,75,101,5,185,70,51,8,4,127,9,3,7,141,27,14,176,142,24,7,3,173,0,0,4,177,19,11,206,145,28,5,0,184,5,0,5,186,5,14,203,161,27,4,0,198,0,0,3,202,22,14,235,144,25,6,4
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,54,12,5,75,31,10,0,0,40,0,0,4,42,8,12,57,49,9,0,0,59,4,0,4,60,9,9,82,69,4,3,0,76,3,0,4,79,5,6,94,107,10,0,0,111,6,3,3,118,9,7,135,97,12,0,0,107,8,3,7,115,9,7,132,74,6,0,0,87,3,0,3,91,22,12,123,38,4,5,0,48,0,0,0,49,29,10,90,17,14,0,0,27,0,0,0,27,43,3,73,9,8,0,0,20,0,0,0,19,31,3,63,3,6,0,0,4,0,0,0,4,76,5,91,575,154,18,6,746,33,18,45,798,399,103,1295,3,40,4,0,48,0,14,12,63,98,9,170,47,46,0,0,94,5,0,10,99,16,0,114,55,8,0,0,66,0,0,0,70,6,4,78,23,7,0,0,33,0,0,0,35,0,6,43,48,9,0,0,60,0,0,0,58,8,3,73,85,3,0,0
801061070,54,3,9,62,38,3,3,0,43,0,0,0,48,5,0,47,41,9,0,0,49,0,0,0,57,8,6,62,72,8,0,0,76,4,0,0,83,4,0,91,79,5,0,0,87,0,0,0,86,5,7,98,81,16,3,0,99,0,0,0,96,6,3,106,69,10,0,4,76,0,0,5,78,11,9,100,51,3,5,0,55,3,0,3,57,39,8,101,24,27,0,4,53,0,5,5,56,70,6,140,3,11,0,0,18,0,0,0,18,63,7,87,3,12,0,0,21,0,0,0,22,91,6,120,521,159,12,9,706,18,12,28,736,356,67,1158,5,26,0,0,33,0,11,5,37,50,4,91,18,30,0,0,57,0,5,4,58,14,0,71,19,8,0,0,33,4,0,3,35,8,0,43,39,0,3,0,46,0,0,3,53,3,0,53,54,10,6,0,68,0,0,0,70,0,0,75,68,9,3,0
801061129,89,4,4,94,77,6,3,0,94,6,0,6,92,3,17,109,58,0,0,0,61,0,0,0,65,6,8,77,32,3,3,0,38,0,0,0,43,0,4,44,39,5,0,0,43,0,0,0,40,3,0,45,40,6,0,0,45,0,0,0,47,0,3,48,33,3,0,0,35,0,0,0,35,9,0,47,28,4,0,0,33,0,0,0,32,8,3,44,16,12,0,0,30,0,0,0,30,24,0,53,4,0,0,0,4,0,0,0,4,23,0,32,0,0,0,0,0,0,0,0,0,14,3,21,421,55,15,7,495,6,8,13,510,102,58,674,0,8,3,0,15,0,0,0,17,8,0,27,29,6,0,0,36,0,0,0,38,4,5,45,94,17,0,4,113,0,0,0,118,0,12,131,99,5,9,0,113,0,0,0,111,8,13,130,65,4,0,0,70,4,0,4,74,0,14,81,35,3,0,0
801061130,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,3,0,0,0,3,7,3,7,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,14,0,0,0,14,20,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0
801061131,393,10,31,435,281,20,12,4,318,0,0,4,319,3,29,355,153,10,7,4,178,0,0,4,184,7,17,202,112,7,3,0,128,0,0,0,128,3,14,148,97,7,0,4,111,0,0,0,109,5,12,130,90,6,0,0,98,0,0,0,101,5,9,116,84,12,3,4,96,3,0,8,107,16,8,131,41,16,0,0,57,4,0,4,64,29,5,97,18,17,0,0,35,0,0,0,38,45,5,88,0,4,0,0,6,0,0,0,6,26,0,37,0,5,0,0,5,0,0,0,5,67,5,79,1304,183,55,17,1558,27,15,38,1594,249,159,2009,6,21,0,0,28,3,9,10,35,45,6,79,122,32,10,4,159,7,3,9,169,13,18,199,343,50,6,0,395,3,0,6,398,7,38,448,364,35,19,6,424,3,0,3,430,13,57,494,278,24,3,4,317,4,0,5,324,6,35,364,174,16,6,0
801071071,151,8,13,161,151,11,9,4,179,6,0,6,178,4,12,196,130,12,3,4,150,0,0,0,149,7,4,168,144,24,3,0,168,0,0,5,173,16,12,201,140,7,4,5,153,0,0,5,153,11,6,174,143,11,6,4,164,3,0,3,161,17,0,182,96,15,0,0,111,0,0,6,112,26,8,144,38,11,4,0,50,0,0,0,50,42,0,93,7,5,0,0,13,0,0,0,13,33,3,54,3,3,0,0,7,0,0,0,7,39,0,48,0,0,0,0,0,0,0,0,0,42,0,47,1096,198,40,19,1350,36,16,54,1398,334,82,1815,39,58,3,0,98,8,13,16,118,64,5,188,85,46,10,0,143,9,3,14,156,13,0,170,124,25,3,8,157,0,0,4,165,17,9,193,139,13,10,0,158,4,0,4,162,8,5,181,150,18,8,0,180,3,4,5,188,14,11,209,133,16,3,0
801071072,142,10,3,156,105,9,5,7,119,0,0,0,119,3,0,122,104,12,3,5,120,0,0,9,126,10,0,135,80,15,7,0,105,5,0,4,107,0,3,114,109,13,5,8,126,0,0,0,130,8,6,137,97,11,12,7,119,3,0,3,123,12,0,141,78,20,10,0,102,0,0,0,109,18,13,133,44,10,4,4,65,0,0,0,62,28,0,93,6,10,0,0,15,0,0,0,15,43,5,63,0,3,0,0,4,0,0,0,4,34,0,40,0,6,0,0,8,0,0,0,8,45,0,55,833,190,42,27,1092,31,20,52,1141,287,42,1471,15,37,0,0,54,0,5,5,60,61,3,128,62,37,0,0,94,0,0,0,101,17,4,119,76,16,0,0,94,4,3,3,105,10,5,115,90,15,8,0,110,6,0,6,117,4,6,129,108,14,0,4,131,0,0,0,131,6,4,137,89,13,0,0
801071073,174,7,11,191,169,16,0,0,191,3,0,3,198,7,9,210,136,8,3,0,154,5,0,5,154,3,7,162,138,13,10,5,157,0,0,3,160,13,5,175,171,13,4,0,195,0,0,0,195,8,9,210,171,18,7,0,191,0,0,6,196,15,15,227,138,21,3,0,164,4,0,4,170,43,9,223,72,25,6,0,95,0,3,3,102,53,8,156,20,12,0,0,34,0,0,0,33,51,7,92,0,0,0,0,6,0,0,0,6,51,5,58,0,0,0,0,3,0,0,0,3,91,7,98,1311,243,40,19,1616,41,29,70,1685,451,101,2239,22,54,0,0,75,3,6,10,93,66,5,164,89,46,0,0,142,11,3,14,158,22,3,182,136,18,0,3,160,6,0,5,168,13,8,186,168,19,8,7,195,0,0,0,195,7,7,218,146,24,16,6,185,4,0,3,188,11,9,208,120,25,5,0
801071074,200,11,13,222,122,14,5,5,145,6,5,6,154,11,7,174,108,18,0,0,128,0,0,0,128,9,3,146,135,10,6,0,153,4,0,3,154,4,13,176,104,11,6,4,127,3,0,3,131,9,8,141,123,8,8,0,141,4,0,4,147,18,10,172,127,27,5,5,164,3,0,3,164,47,12,221,65,30,5,0,103,0,4,5,107,64,3,177,13,12,0,0,27,0,0,0,29,65,0,92,0,5,0,0,8,0,0,0,6,48,5,60,0,0,0,0,5,0,0,0,5,54,5,62,1091,267,43,26,1432,43,18,66,1495,455,88,2035,18,51,0,0,72,6,8,18,84,66,6,162,81,41,3,4,125,10,8,21,143,24,7,169,106,23,3,0,130,6,0,5,138,13,10,160,152,15,4,0,178,4,0,4,180,13,10,202,140,21,8,0,175,0,0,0,174,18,3,193,125,16,3,3
801071075,130,9,9,141,118,17,7,0,136,0,0,0,136,3,0,147,105,5,3,0,111,0,0,0,111,10,10,130,142,11,3,3,154,0,0,3,154,9,9,179,170,17,10,0,201,4,0,4,204,3,7,216,158,26,9,5,199,5,0,3,203,21,11,236,109,19,10,3,130,0,0,3,138,22,11,174,35,20,5,5,68,4,0,4,71,54,5,124,9,5,0,0,14,0,0,0,17,55,6,76,0,0,0,0,0,0,0,0,3,33,4,41,0,0,0,0,3,0,0,0,3,59,5,70,1065,254,51,31,1400,44,17,61,1460,400,98,1955,29,72,3,3,102,5,9,12,115,67,4,183,105,55,0,0,162,4,4,7,172,23,5,200,107,13,8,0,129,10,0,11,144,16,3,157,121,16,4,5,132,4,0,4,141,14,9,160,146,11,9,3,170,0,0,0,172,11,8,188,100,8,4,0
801071076,52,7,0,61,41,4,3,0,53,6,0,6,55,4,0,54,72,5,4,0,82,0,0,0,83,3,3,92,72,5,0,0,82,0,0,0,82,0,0,86,77,9,0,3,91,0,0,0,91,9,3,101,92,6,3,0,100,0,0,0,100,6,4,111,97,16,4,0,118,3,0,3,121,18,9,137,54,15,5,0,78,0,0,5,78,57,9,141,15,23,5,0,43,0,3,3,47,55,10,111,4,6,0,0,9,0,3,3,13,49,3,60,0,0,0,0,0,0,0,0,0,42,0,49,618,179,28,6,831,10,13,22,853,311,42,1206,6,44,0,0,48,3,8,8,61,41,0,105,34,29,3,0,64,3,4,3,66,11,0,83,34,8,0,0,47,0,0,0,53,8,0,60,52,9,4,0,68,0,0,0,70,13,0,79,68,13,3,0,84,0,0,0,84,3,0,88,93,14,4,3
801071077,81,10,6,98,74,10,6,0,93,0,0,0,90,3,8,103,78,5,4,0,88,0,0,0,88,8,4,99,61,10,0,0,73,0,0,0,70,7,4,82,73,4,0,0,76,0,0,0,76,4,3,86,63,4,4,0,70,0,0,7,71,6,3,87,73,7,6,0,88,0,0,0,89,17,0,107,34,7,5,0,50,0,0,3,55,31,0,84,20,10,0,0,28,0,0,0,27,30,8,65,0,3,0,0,0,0,0,0,6,25,0,34,0,0,0,0,0,0,0,0,0,33,5,36,603,113,23,10,751,15,17,32,784,238,64,1089,11,27,0,3,44,4,6,12,56,46,5,105,42,20,0,0,59,7,0,7,65,8,0,77,70,4,3,5,92,3,3,8,92,8,0,102,57,5,3,3,71,0,0,0,71,3,4,85,70,9,5,0,87,0,0,0,90,3,6,97,74,8,0,0
801071078,229,11,5,247,165,29,3,3,199,7,0,7,205,3,8,224,159,14,0,4,177,4,0,4,177,8,9,205,192,24,8,3,229,5,0,4,234,12,18,263,210,22,3,3,237,3,0,3,243,12,21,274,253,14,8,0,277,7,3,13,289,18,10,320,176,27,4,3,202,0,0,0,209,45,13,268,64,22,3,0,90,9,5,8,93,58,9,161,30,14,0,0,35,0,0,0,42,81,0,130,5,5,0,3,10,0,0,0,10,79,3,92,0,5,0,0,5,0,0,0,9,132,6,143,1628,339,47,40,2050,59,51,109,2159,617,126,2904,40,70,0,0,112,3,22,28,140,83,3,226,152,73,4,0,229,5,0,9,237,19,6,259,182,31,9,4,221,10,4,14,233,22,3,255,208,23,11,4,250,3,0,3,250,11,6,266,181,32,10,0,226,3,0,3,233,20,4,252,179,13,0,3
801071079,85,6,0,94,81,10,0,0,90,0,0,0,94,8,3,100,71,6,0,3,81,3,0,3,86,4,0,90,57,14,3,0,73,0,0,0,77,5,4,85,69,13,5,0,83,0,0,0,83,12,8,97,65,6,0,0,74,0,0,0,73,9,0,86,61,13,8,0,77,0,0,0,74,26,7,113,43,18,0,0,57,0,0,4,64,47,4,114,20,7,3,0,29,0,0,0,29,62,11,99,3,6,0,0,10,0,0,0,10,38,0,50,0,0,0,0,0,0,0,0,0,45,3,50,575,150,26,11,763,20,11,31,797,307,52,1150,9,38,0,0,46,0,8,11,59,26,0,81,38,31,3,0,72,0,0,0,72,9,3,86,56,10,3,0,71,0,0,3,74,6,4,87,87,14,6,7,100,3,0,3,101,6,6,110,91,15,0,3,116,0,0,0,115,7,3,124,72,11,3,0
801071080,101,9,3,113,92,8,4,0,109,4,0,4,113,4,7,129,72,12,0,0,87,4,0,3,89,0,5,99,34,7,0,0,44,4,0,4,46,3,0,56,34,7,0,0,45,3,0,3,43,3,4,50,26,4,0,0,35,0,0,0,35,0,0,40,30,4,0,0,34,0,0,0,34,9,0,45,28,8,0,0,34,0,0,0,34,17,3,57,8,7,0,0,15,0,0,0,15,28,4,48,0,0,0,0,0,0,0,0,0,32,3,34,0,0,0,0,0,0,0,0,0,41,0,45,442,99,19,4,562,15,10,25,588,176,44,810,5,20,0,0,19,0,4,6,25,33,0,54,90,32,0,4,131,8,3,6,143,5,16,162,182,43,0,3,234,9,0,8,244,11,14,269,194,28,5,4,235,5,0,5,240,6,11,263,136,17,4,9,163,6,0,6,167,14,0,181,92,13,7,0
